Index,Category,SubCategory,Questions,Answers,rationale,Wrong
69,美国政府,权利与责任,请举两个美国公民参与国家事务的例子？,"投票, 竞选公职, 加入政党, 帮助竞选活动, 加入公民团体, 加入社区团体, 向民选官员发表您的意见（关于问题）, 与民选官员联系, 支持或反对某个问题或政策, 为报纸供稿",公民参与指的是公民参与社区和政府的方式。两个常见的例子包括在选举中投票以及加入政党以支持特定的候选人或政策。,"纳税, 遵守交通法规, 担任陪审员
尊重他人的信仰, 在社区做志愿者, 定期上学
遵守法律, 经常锻炼, 回收废旧材料"
70,美国政府,权利与责任,美国人为国家服务的一种方式是什么？,"投票, 交税, 遵守法律, 在军队中服役, 竞选公职, 为地方、州或联邦政府工作",为国家服务意味着积极参与公民责任，帮助国家和人民。这包括投票和遵守法律等公民义务，以及参军或为政府工作等更直接的服务。,"不投票, 不交税, 不遵守法律
不参军, 不竞选公职, 不为政府工作
忽视法律, 逃税, 不尊重权威"
71,美国政府,权利与责任,为什么要缴纳联邦税？,"这是法律规定的, 所有的人都要支付联邦政府的资金, 由（美国）所要求 宪法(第十六修正案), 公民义务",缴纳联邦税是美国的一项公民义务和法律要求，由法律和美国宪法第十六修正案规定。这些税款用于资助联邦政府及其运作。,"不是法律规定的, 所有人都支付以获得福利, 不是（美国）宪法（第一修正案）要求的, 不是公民义务
对某些人来说是可选的, 只有特定的人支付以资助地方政府, （美国）宪法（第一修正案）要求的, 可选的义务
自愿捐款, 只有高收入者支付以资助州政府, 未在（美国）宪法中提及, 个人选择"
72,美国政府,权利与责任,所有18至25岁的男子都必须登记参加选拔服务。说出一个原因。,"这是法律规定的, 公民义务, 如果需要的话，可以使选举公平",兵役登记制度要求几乎所有18-25岁的美国男性公民和在美国居住的男性移民进行登记。这项登记很重要，因为这是法律规定的，被视为公民义务，并且有助于在国家紧急情况需要时确保公平公正的征兵程序。,"避免纳税, 获得免费教育, 环游世界
成为士兵, 获得高薪工作, 获得特殊福利
住在一个新的国家, 学习一门新的语言, 结识新朋友"
73,美国历史,殖民时期与独立,殖民者到美国有很多理由。说出一个。,"人身自由, 政治自由, 宗教自由, 经济机遇, 逃避迫害","殖民者来到美国寻求更好的生活。他们的理由包括：
自由：能够按照自己的选择生活和礼拜，而不受迫害。
政治自由：渴望自治并摆脱压迫性统治。
宗教自由：为了逃避宗教迫害，自由地信仰他们的宗教。
经济机会：获得土地、找到工作并改善财务状况的机会。
逃避迫害：逃离祖国的各种困境和不公正。","高税收，英国统治，缺乏土地
冒险，黄金，新贸易路线
探索，科学发现，传播民主"
74,美国历史,殖民时期与独立,在欧洲殖民到来之前，何族裔栖于美国？*,"美洲印第安人, 土著美洲人",美洲印第安人，也称为美国原住民，是欧洲殖民于15世纪后期开始之前数千年来居住在美洲的土著人民。他们在这片大陆上发展了多样化的文化、语言和社会。,"欧洲人, 殖民者
非洲人, 亚洲人
维京人, 探险家"
75,美国历史,殖民时期与独立,什么人群被带到美国被贩卖为奴?,"非洲人, 来自非洲的人",非洲人被强行带离家园，跨越大西洋贩卖为奴，主要是在美洲的种植园工作。这种被称为跨大西洋奴隶贸易的残酷制度持续了几个世纪，导致了巨大的苦难和数百万人的剥削。,"欧洲人，来自欧洲的人
亚洲人，来自亚洲的人
美洲原住民，来自美洲的人"
76,美国历史,殖民时期与独立,美国人为了从英国手中赢得独立，打了哪场战争？,"美国革命, (美国）革命战争, (美国）独立战争",美国独立战争（1775-1783）是13个美国殖民地为争取独立而与大不列颠进行的一场战争。殖民者对英国的统治和税收不满，宣布独立，并在法国的帮助下击败了英国，成立了美利坚合众国。,"世界大战 (II), 第二次世界大战, (全球)霸权战争
内战, (美国)内战, (南方)独立战争
美墨战争, (墨西哥)边境战争, (领土)扩张战争"
77,美国历史,殖民时期与独立,请说明美国人宣布脱离英国而独立的原因之一。,"高税收, 没有理由的税收, 英国士兵呆在美国人的房屋中（寄宿，营区）, 他们没有自治权, 波士顿大屠杀, 波士顿茶党（茶法）, 邮票法, 糖法, 汤申法, 不能容忍 （强制性）行为",美国殖民地因各种不满而宣布脱离英国独立。主要原因包括“无代表不征税”，这意味着他们被英国议会征税，但没有民选代表，导致高税收，如《印花税法》和《糖法》。英国士兵还未经同意被安置在美国人家中。波士顿大屠杀和波士顿倾茶事件等事件进一步加剧了自治的愿望。,"低税收，有代表权的征税，英国士兵建造美国人的房屋（建造，建筑），他们有自治权，波士顿茶党（茶法），印花税法，糖法，汤森法案，不能容忍（强制性）法案
没有税收，充分的代表权，英国士兵离开了美国人的房屋（腾空，搬走），他们有自治权，波士顿大屠杀，波士顿茶党（茶法），印花税法，糖法，汤森法案，不能容忍（强制性）法案
很少的税收，有代表权的征税，英国士兵在美国人的房屋中做饭（餐饮，烹饪），他们有自治权，波士顿茶党（茶法），印花税法，糖法，汤森法案，不能容忍（强制性）法案"
78,美国历史,殖民时期与独立,谁起草了独立宣言?*,(托马斯）杰斐逊 (Thomas) Jefferson,托马斯·杰斐逊是《独立宣言》的主要起草人，这份美国历史上的奠基性文件宣告十三个美洲殖民地脱离大不列颠独立。他是美国革命的关键人物，后来成为美国第三任总统。,"(本杰明)富兰克林
(乔治)华盛顿
(约翰)亚当斯"
79,美国历史,殖民时期与独立,独立宣言何时被采用?,1776年7月4日,《独立宣言》是第二届大陆会议于1776年7月4日在费城宾夕法尼亚州议会大厦通过的一份声明。它宣布当时与大不列颠交战的十三个美洲殖民地，认为自己是十三个新独立的，拥有主权的州，不再受英国统治。,"1787年9月17日
1791年12月15日
1620年11月11日"
80,美国历史,殖民时期与独立,美国革命时期发生了许多重要事件。说出一个。,"邦克山（战役）, 独立宣言, 华盛顿穿越特拉华州（特伦顿战役）, 萨拉托加（战役）, 福奇谷（营地）, 约克敦（战役）（约克敦英国投降）",美国革命是为了从大不列颠获得独立而进行的战争。主要事件包括：* **邦克山战役：** 早期的战役，显示了殖民者的决心。* **独立宣言：** 正式声明脱离英国统治。* **华盛顿横渡特拉华河（特伦顿战役）：** 一次提振美国士气的突袭。* **萨拉托加战役：** 一个转折点，带来了法国的支持。* **福奇谷（营地）：** 大陆军在冬季宿营地经历了严酷的条件，但重新集结。* **约克敦战役：** 导致英国投降的决定性战役。,"(葛底斯堡)战役, 珍珠港袭击, (安提特姆)战役
(波士顿)倾茶事件, 解放奴隶宣言, 民权法案
(路易斯安那)购买, 刘易斯和克拉克远征, 巴拿马运河"
81,美国历史,殖民时期与独立,最初的州有十三个。说出五个。,"新罕布什尔州, 马萨诸塞州, 罗得岛州, 康涅狄格州, 纽约州, 新泽西州, 宾夕法尼亚州, 特拉华州, 马里兰州, 维珍尼亚州, 北卡罗莱纳州, 南卡罗莱纳州, 佐治亚州",十三个最初的州是第一批宣布脱离大不列颠独立并组成美利坚合众国的殖民地。这些州是：新罕布什尔州、马萨诸塞州、罗得岛州、康涅狄格州、纽约州、新泽西州、宾夕法尼亚州、特拉华州、马里兰州、弗吉尼亚州、北卡罗来纳州、南卡罗来纳州和佐治亚州。,"佛罗里达州, 加利福尼亚州, 德克萨斯州, 伊利诺伊州, 俄亥俄州
华盛顿州, 俄勒冈州, 内华达州, 亚利桑那州, 犹他州
科罗拉多州, 堪萨斯州, 密苏里州, 阿肯色州, 路易斯安那州"
82,美国历史,殖民时期与独立,哪一创始文件是于1787年撰写的？,(美国） 宪法,美国宪法是美国的最高法律。它于1787年撰写，确立了联邦政府的框架并保障了公民的权利。它概述了立法、行政和司法部门的权力，并随着时间的推移进行了修订，以适应国家不断发展的需求。,"(权利法案)
(独立宣言)
(邦联条例)"
83,美国历史,殖民时期与独立,”联邦党人文集” 支持通过美国宪法。说出其中一位作者。,"(詹姆斯）麦迪逊 (James) Madison, (亚历山大）汉密尔顿 (Alexander)Hamilton, (约翰）杰伊 (John) Jay, 普布利乌斯 Publius",“联邦党人文集”是詹姆斯·麦迪逊、亚历山大·汉密尔顿和约翰·杰伊撰写的85篇系列文章，旨在促进美国宪法的批准。这些文章解释并捍卫了新起草的宪法，主张建立一个强大的联邦政府，以确保稳定并保护个人自由。普布利乌斯是这三位作者使用的笔名。,"(托马斯)杰斐逊, (本杰明)富兰克林, (乔治)华盛顿, 常识
(约翰)亚当斯, (保罗)里维尔, (塞缪尔)亚当斯, 危机
(帕特里克)亨利, (托马斯)潘恩, (亚历山大)汉密尔顿, 人权"
84,美国历史,殖民时期与独立,为什么《联邦党人文集》很重要？,"他们帮助人们了解（美国） 宪法。, 他们支持通过（美国） 宪法。",《联邦党人文集》是一系列旨在说服人们批准美国宪法的文章。它们解释了新政府将如何运作以及批准宪法的重要性。,"他们帮助人们理解（美国）独立宣言。他们支持通过（美国）邦联条例。
他们帮助人们理解（美国）权利法案。他们支持通过（美国）解放奴隶宣言。
他们帮助人们理解（美国）1850年妥协案。他们支持通过（美国）堪萨斯-内布拉斯加法案。"
85,美国历史,殖民时期与独立,本杰明·富兰克林以许多事情而闻名。说出一个。,"建立了第一批免费的公共图书馆, 美国第一任邮政局长, 帮助撰写了《独立宣言》, 发明家, 美国外交官","本杰明·富兰克林是一位杰出的美国博学家，活跃于作家、科学家、发明家、政治家、外交家、印刷商、出版商和政治哲学家等领域。他以对美国社会的诸多贡献以及在美国建国中的作用而闻名。

答案：  * 建立了第一批免费的公共图书馆：富兰克林于1731年建立了费城图书馆公司，使公众能够获取书籍。
  * 美国第一任邮政局长：他重组了邮政系统，使其更加高效。
  * 协助撰写《独立宣言》：富兰克林是起草这份奠基性文件的委员会的五名成员之一。
  * 发明家：他的发明包括避雷针、双焦点眼镜和富兰克林炉。
  * 美国外交官：他在争取法国对美国独立战争的支持方面发挥了关键作用。","撰写《常识》, 谈判路易斯安那购地案, 领导大陆军
发现电, 发明电话, 美国第一任总统
签署宪法, 撰写权利法案, 美国宪法号指挥官"
86,美国历史,殖民时期与独立,乔治华盛顿以许多事情着称。说出一个。*,"“我们国家的父亲”, 美国第一任总统, 大陆军将军, 制宪会议主席",乔治·华盛顿是美国历史上举足轻重的人物，他在独立战争中领导大陆军取得胜利，并成为美国第一任总统。他因在建立国家方面的关键作用而常被称为“国父”。他还主持了起草美国宪法的制宪会议。,"“第一个航海到美国的人”, 签署了独立宣言, 撰写了宪法, 领导了波士顿倾茶事件
“纽约市的创始人”, 美国第三任总统, 北军将军, 路易斯安那购地的总统
“电力的发现者”, 美国第二任总统, 权利法案的作者, 加利福尼亚州州长"
87,美国历史,殖民时期与独立,托马斯·杰斐逊以许多事情而闻名。说出一个。,"《独立宣言》的作者, 美国第三任总统, 美国的规模扩大了一倍（买下路易斯安那州）, 一等国务卿, 成立了弗吉尼亚大学, 弗吉尼亚宗教自由法规的作者",托马斯·杰斐逊是美国早期历史上的关键人物，曾担任美国第三任总统和《独立宣言》的主要起草人，该宣言是美国的奠基文件。他的总统任期以路易斯安那购买案而闻名，该案显著扩大了国家领土。他还曾担任第一任国务卿，创立了弗吉尼亚大学，并通过弗吉尼亚宗教自由法案倡导宗教自由。,"美国第一任总统, 撰写《解放宣言》, 发明了灯泡
领导大陆军, 签署宪法, 美洲发现者
《权利法案》的作者, 美国第四任总统, 购买阿拉斯加"
88,美国历史,殖民时期与独立,詹姆斯·麦迪逊因许多事情而闻名。说出一个。,"“宪法之父”, 美国第四任总统, 1812年战争期间的总统, 联邦党人文集的作者之一",詹姆斯·麦迪逊是美国早期历史上的关键人物，因其在起草美国宪法中的关键作用而常被称为“宪法之父”。他还曾担任第四任总统，任期内发生了1812年战争，并且是颇具影响力的《联邦党人文集》的合著者之一。,"“《独立宣言》的作者”, 美国第二任总统, 南北战争期间的总统, 宪法签署人之一
“联合国的创始人”, 美国第三任总统, 第一次世界大战期间的总统, 《权利法案》的作者之一
“奴隶解放者”, 美国第一任总统, 独立战争期间的总统, 《邦联条例》的创建者之一"
89,美国历史,殖民时期与独立,亚历山大·汉密尔顿因许多事情而闻名。说出一个。,"财政部第一书记, 联邦党人文集的作者之一, 帮助建立了美国第一银行, 乔治·华盛顿将军的助手, 大陆会议的成员",亚历山大·汉密尔顿是美国早期历史上的关键人物，曾担任第一任财政部长。他在建立国家金融体系，包括美国第一银行方面发挥了重要作用。他还通过为《联邦党人文集》做贡献，在倡导宪法方面发挥了重要作用。,"美国第一任总统
撰写《独立宣言》
发明电灯泡
美国内战时期南方军队的领袖
帮助建立了国家公园管理局
签署《解放奴隶宣言》
亚伯拉罕·林肯总统的助手
最高法院成员
参加了1812年战争"
90,美国历史,1800年代,1803年美国从法国那里购买了哪块领土？,"路易斯安那领土, 路易斯安那","路易斯安那购买案是1803年的一项大规模土地交易，美国以约1500万美元的价格从法国购买了约827,000平方英里的领土。这次收购有效地使年轻的美国面积翻了一番，是美国历史上一个关键时刻，为横跨美洲大陆的西部扩张铺平了道路。","佛罗里达领지, 佛罗里达
德克萨斯领지, 德克萨스
阿拉斯加领지, 阿拉斯加"
91,美国历史,1800年代,说出美国在十九世纪打过的一场战争。,"1812年战争, 美国与墨西哥战争, 美国内战, 美西战争",美国在19世纪参与了几场重要的冲突。1812年战争是与大英帝国之间的战争。美墨战争使美国获得了大量的领土。内战是北方和南方各州之间围绕奴隶制等问题展开的冲突。美西战争标志着西班牙在美洲殖民统治的结束以及美国作为世界大国的崛起。,"朝鲜战争, 越南战争, 波斯湾战争, 第二次世界大战
美国革命, 法印战争, 第一次世界大战, 冷战
民权运动, 大萧条, 咆哮的二十年代, 工业革命"
92,美国历史,1800年代,说出美国南北方之间的战争。,美国内战,南北战争是1861年至1865年美国北方各州（联邦）与南方各州（邦联）之间爆发的一场战争。其主要原因是围绕奴隶制、州权和经济差异的争议。,"朝鲜战争
越南战争
墨西哥战争"
93,美国历史,1800年代,内战期间发生了许多重要事件。说出一个。,"萨姆特堡（战役）, 解放宣言, 维克斯堡（战役）, 葛底斯堡（战役）, 谢尔曼的游行, 阿波玛托克斯（投降）, 安提坦/夏普斯堡（战役）, 林肯被暗杀。","南北战争是1861年至1865年发生在美国的一场冲突，交战双方为联邦（北部各州）和邦联（南部各州）。战争的主要原因是奴隶制和州权问题。

以下是一些关键事件：  * 萨姆特堡：内战的第一枪在此打响。
  * 解放宣言：亚伯拉罕·林肯总统颁布的一项总统令，宣布邦联州的大部分被奴役者获得自由。
  * 维克斯堡：联邦军取得的一次重大胜利，使他们控制了密西西比河。
  * 葛底斯堡：联邦军取得的一次关键胜利，标志着战争的转折点。
  * 谢尔曼的进军：联邦将军威廉·特库姆塞·谢尔曼率领军队穿越佐治亚州和卡罗来纳州进行的一场破坏性军事行动。
  * 阿波马托克斯：邦联将军罗伯特·E·李在此向联邦将军尤利西斯·S·格兰特投降，实际上结束了内战。
  * 安提坦/沙普斯堡：美国历史上单日最血腥的战役。
  * 林肯遇刺：亚伯拉罕·林肯总统在战争结束后不久遇刺。","珍珠港事件
波士顿倾茶事件
独立宣言"
94,美国历史,1800年代,亚伯拉罕·林肯以许多事情而闻名。说出一个。*,"解放奴隶（解放宣言）, 保存（或保留）联盟, 内战期间领导美国, 美国第16任总统, 传递葛底斯堡演说",亚伯拉罕·林肯是第16任美国总统，他在内战期间领导国家，维护了联邦，并颁布了《解放宣言》以解放被奴役的人民。他还发表了著名的葛底斯堡演说。,"建立了美国（制宪会议）, 起草了独立宣言, 担任了美国第一任总统, 在美国独立战争期间领导殖民者, 谈判了路易斯安那购地案
签署了权利法案（第一修正案）, 发明了灯泡, 探索了美国西部（路易斯和克拉克探险队）, 从俄罗斯购买了阿拉斯加, 发表了“我有一个梦想”的演讲
撰写了《常识》（革命小册子）, 废除了奴隶制（第13修正案）, 为妇女选举权而奋斗, 建立了国家公园管理局, 监督了巴拿马运河的建设"
95,美国历史,1800年代,“废奴宣言” 导致了什么？,"解放奴隶, 解放了南部邦联的奴隶, 解放了南部邦联州的奴隶, 解放了南部州的奴隶",《解放奴隶宣言》由亚伯拉罕·林肯总统在美国内战期间颁布，宣布南方邦联州的大多数奴隶获得自由。虽然它没有立即解放所有奴隶，但它是美国废除奴隶制的一个关键步骤，并将战争的性质改变为也关乎自由。,"建立了宪法, 赋予妇女投票权, 结束了内战
宣布脱离英国独立, 制定了《权利法案》, 成立了最高法院
保护宗教自由, 保障言论自由, 提供全民医疗保健"
96,美国历史,1800年代,什么美国战争结束了奴隶制？,内战,南北战争，于1861年至1865年间爆发，是美国与11个南方州之间的一场冲突，这些南方州脱离联邦，主要是因为奴隶制问题。联邦的胜利有效地结束了美国的奴隶制。,"美国独立战争
1812年战争
美墨战争"
97,美国历史,1800年代,哪项修正案规定，在美国出生或归化入籍且受其管辖的人都是美国公民？,第十四修正案,第14条修正案于1868年7月9日批准，是美国宪法的重要组成部分。其第一节声明，所有在美国出生或归化入籍的人都是公民，并保证所有公民（包括以前的被奴役者）享有法律的平等保护。这项修正案一直是许多具有里程碑意义的最高法院判决的核心，确立了公民权利和法律面前的平等待遇。,"第10条修正案
第12条修正案
第19条修正案"
98,美国历史,1800年代,什么时候所有男性获得投票权？,"内战之后, 重建期间, (在）第15修正案, 1870年",内战结束后，美国宪法第15条修正案于1870年获得批准，赋予所有男性（无论种族）投票权。这个时期被称为重建时期，旨在重建南方并将以前的被奴役者融入社会。,"内战之前，南北战争时期，（第）10条修正案，1850年
大萧条之前，昭昭天命时期，（第）13条修正案，1920年
第一次世界大战之后，咆哮的二十年代，（第）19条修正案，1900年"
99,美国历史,1800年代,说出一位1800年代妇女权利运动的领导人。,"苏珊·安东尼（Susan B. Anthony）, 伊丽莎白·卡迪·斯坦顿（Elizabeth Cady Stanton）, 旅居者真相(Sojourner Truth), 哈丽特·塔布曼（Harriet Tubman）, 露西缇娅·莫特（Lucretia Mott）, 露西·斯通（Lucy Stone）",19世纪的妇女权利运动致力于争取妇女的平等权利，包括选举权。苏珊·B·安东尼和伊丽莎白·卡迪·斯坦顿是共同创立美国平等权利协会和全国妇女选举权协会等组织的杰出人物。其他主要领导人包括索杰纳·特鲁思、哈丽特·塔布曼、露西缇娅·莫特和露西·斯通，她们倡导妇女选举权和其他权利，并经常与废奴运动结盟。,"埃莉诺·罗斯福, 罗莎·帕克斯, 阿梅莉亚·埃尔哈特, 克拉拉·巴顿, 萨卡加维亚, 哈丽特·塔布曼
多莉·帕顿, 碧昂丝, 泰勒·斯威夫特, 蕾哈娜, 麦当娜, 阿黛尔
玛丽莲·梦露, 奥黛丽·赫本, 格蕾丝·凯利, 伊丽莎白·泰勒, 凯瑟琳·赫本, 贝蒂·戴维斯"
100,美国历史,美国近代史与其他重要历史信息,说出美国在二十世纪打过的一场战争。,"一战, 二战, 朝鲜战争, 越战, (波斯) 湾战争",美国在20世纪参与了几场主要战争。这些冲突对全球政治和美国社会产生了重大影响。,"法国印第安战争, 内战, 独立战争, 1812年战争, (美墨) 战争
美西战争, 美国内战, 越南战争, 波斯湾战争, (沙漠风暴行动) 战争
1812年战争, 美墨战争, 内战, 美西战争, (世界) 大战"
101,美国历史,美国近代史与其他重要历史信息,.为什么美国要参加第一次世界大战？,"因为德国袭击了美国（民用）舰船, 为了协约国（英格兰，法国，意大利和俄罗斯）, 为了反对同盟国（德国，奥匈帝国，奥斯曼帝国和保加利亚）",美国参战第一次世界大战的原因是德国的无限制潜艇战，其中包括对美国民用船只的袭击，以及支持协约国并反对同盟国。背景：1917年，德国恢复无限制潜艇战，击沉了像“阿兹特克”号这样的美国船只，这极大地激怒了美国公众和威尔逊总统。这一点，再加上支持盟军和对抗同盟国的愿望，导致美国向德国宣战。,"因为日本袭击了美国（海军）基地, 为了阻止共产主义的蔓延（在东欧和亚洲）, 为了建立全球和平（通过一个新的国际组织）
为了获得新的殖民地（在非洲和亚洲）, 为了报复经济制裁（欧洲列强施加的）, 为了传播民主（全世界）
因为墨西哥入侵美国（边境）城镇, 为了获取宝贵的自然资源（石油、橡胶和矿产）, 为了支持轴心国（德国、意大利和日本）"
102,美国历史,美国近代史与其他重要历史信息,什么时候所有女性获得选举权？,"1920年, 第一次世界大战后, (在）第19次修订",美国宪법第19条修正案赋予女性投票权。这项里程碑式的成就于1920年获得批准，是女性选举权运动数十年倡导的成果，该运动在第一次世界大战后 intensified。,"1945年, 第二次世界大战后, (通过)第20修正案
1900年, 第一次世界大战前, (通过)第18修正案
1970年, 越南战争期间, (通过)第21修正案"
103,美国历史,美国近代史与其他重要历史信息,什么是大萧条？,现代历史上持续时间最长的经济衰退,大萧条是20世纪30年代主要发生的一场严重的全球性经济萧条。它是现代历史上持续时间最长、影响最广泛的经济衰退。,"古代最短的经济繁荣
近期最大的政治丑闻
人类历史上最快的技术进步"
104,美国历史,美国近代史与其他重要历史信息,.大萧条是什么时候开始的？,"大崩盘(1929), 1929年股灾",大萧条始于1929年10月的股市崩盘，即大股灾，引发了全球严重的经济衰退。,"大衰退 (1939), 1939年的经济衰退
市场泡沫 (1919), 1919年的金融崩溃
银行危机 (1909), 1909年的信贷紧缩"
105,美国历史,美国近代史与其他重要历史信息,经济大萧条和二战期间谁是总统?,(富兰克林）罗斯福 (Franklin) Roosevelt,富兰克林·德拉诺·罗斯福于1933年至1945年担任美国第32任总统。他以通过“新政”计划带领国家走出大萧条以及在第二次世界大战期间的领导作用而闻名。,"(赫伯特) 胡佛
(哈里) 杜鲁门
(伍德罗) 威尔逊"
106,美国历史,美国近代史与其他重要历史信息,美国为什么要参加第二次世界大战？,"(轰炸）珍珠港, 日军袭击珍珠港, 为了支持同盟国（英格兰，法国和俄罗斯）, 为了反对轴心国（德国，意大利和日本）",美国之所以参加第二次世界大战，是因为日本偷袭珍珠港，促使美国正式加入同盟国（英国、法国和俄罗斯），积极对抗轴心国（德国、意大利和日本）。,"（轰炸）纽约，德国袭击纽约，支持同盟国（德国、奥匈帝国和奥斯曼帝国），反对协约国（英国、法国和俄罗斯）
（刺杀）弗朗茨·斐迪南大公，塞尔维亚人袭击奥匈帝国，支持轴心国（德国、意大利和日本），反对同盟国（英国、法国和俄罗斯）
（击沉）卢西塔尼亚号，德国潜艇袭击客船，支持同盟国（德国、意大利和日本），反对轴心国（英国、法国和俄罗斯）"
107,美国历史,美国近代史与其他重要历史信息,德怀特·艾森豪威尔因许多事情而闻名。说出一个。,"第二次世界大战期间的将军, 朝鲜战争（期间）战后担任总统, 美国第34任总统, 签署了1956年《联邦援助公路法》（建立了州际体系）",德怀特·D·艾森豪威尔是美国历史上的关键人物，首先是第二次世界大战盟军远征军最高指挥官，领导了诺曼底登陆。后来，他成为美国第34任总统，以结束朝鲜战争和建立州际公路系统而闻名。,"美国第一任总统，撰写《独立宣言》，领导民权运动
领导美国革命，发明灯泡，在冷战期间担任副总统
撰写《解放奴隶宣言》，创立联合国，美国第40任总统"
108,美国历史,美国近代史与其他重要历史信息,冷战期间美国的主要竞争对手是谁？,"苏联, 苏维埃社会主义联盟, 俄罗斯",解释：苏联（又称苏联或俄罗斯）是冷战期间美国主要的政治和意识形态对手。背景：冷战是第二次世界大战结束后，从1940年代中期到1991年苏联解体，美国及其盟友与苏联及其卫星国之间地缘政治紧张的时期。其特点是军备竞赛、代理战争和争夺全球影响力，但两大超级大国之间没有直接的大规模军事冲突。,"德国, 法国, 英国
中国, 日本, 意大利
加拿大, 墨西哥, 巴西"
109,美国历史,美国近代史与其他重要历史信息,在冷战期间，美国的主要关注点是什么？,"共产主义, 核战争",在冷战期间，美国主要关注共产主义的传播，这是一种国家控制经济和社会的政治意识形态，他们将其视为对民主和资本主义的威胁。他们也深切关注核战争，害怕与苏联发生毁灭性冲突，特别是考虑到原子弹和洲际弹道导弹的发展。,"* 社会主义，经济衰退
  * 殖民主义，内乱
  * 孤立主义，世界大战"
110,美国历史,美国近代史与其他重要历史信息,美国为什么参加朝鲜战争？,制止共产主义的传播,朝鲜战争（1950-1953）是朝鲜（受中国和苏联支持）与韩国（受联合国，主要是美国支持）之间的冲突。美国介入是为了阻止朝鲜的共产主义政府占领韩国，这是其更广泛的冷战全球遏制共产主义政策的一部分。,"促进民主
获得新领土
支持苏联"
111,美国历史,美国近代史与其他重要历史信息,美国为什么要参加越南战争？,制止共产主义的传播,美国之所以参加越南战争，主要是为了阻止共产主义在东南亚的传播，这项政策被称为“多米诺骨牌理论”。该理论认为，如果一个地区的某个国家陷入共产主义，其他国家也会紧随其后。美国将越南冲突视为与苏联和中国之间更广泛的冷战中的一个关键战线。,"To acquire new territories - 获取新领土
To establish a new government - 建立新政府
To protect its economic interests - 保护其经济利益"
112,美国历史,美国近代史与其他重要历史信息,民权运动做了什么？,争取终结种族歧视,民权运动主要是20世纪50年代和60年代为非裔美国人在美国法律下获得平等权利而进行的社会正义斗争。其主要目标是结束种族歧视和隔离。,"* 争取结束种族隔离
  * 争取妇女普选权
  * 反对经济不平等"
113,美国历史,美国近代史与其他重要历史信息,马丁路德金因许多事情而闻名。说出一个。*,"争取民权, 为全美平等而努力, 努力确保人们""不被以肤色而以性格来判断""",马丁·路德·金是美国民权运动的领袖。他倡导平等权利，反对对非裔美国人的歧视，并曾发表著名言论，希望人们能以品格而非肤色来评判他人。,"成为第一位非裔美国总统, 起草《独立宣言》, 发明灯泡
发现美洲, 领导波士顿倾茶事件, 签署《解放奴隶宣言》
参加内战, 创立红十字会, 曾是独立战争的将军"
114,美国历史,美国近代史与其他重要历史信息,.美国为什么要参加波斯湾战争？,为了迫使伊拉克从科威特退兵,美国出兵波斯湾战争是为了在1990年8月伊拉克入侵科威特后解放科威特。国际社会广泛谴责了这次入侵，美国领导的联军发起了“沙漠风暴”行动，将伊拉克军队驱逐出科威特。,"为了保护石油供应
为了把科威特从伊拉克占领下解放出来
为了在中东建立民主"
115,美国历史,美国近代史与其他重要历史信息,2001年9月11日，美国国土上发生了什么重大事件?*,"恐怖分子袭击了美国, 恐怖分子控制了两架飞机，将其坠毁到纽约市世界贸易中心, 恐怖分子控制了一架飞机，并坠入了弗吉尼亚州阿灵顿的五角大楼, 恐怖分子控制了最初瞄准华盛顿特区的飞机，在宾夕法尼亚州的一个区域坠毁",2001年9月11日，伊斯兰恐怖组织基地组织对美国发动了一系列四次协同恐怖袭击，导致纽约市世界贸易中心塔楼倒塌，弗吉尼亚州阿灵顿的五角大楼严重受损。第四架飞机据信飞往华盛顿特区，在乘客和机组人员试图重新控制后，坠毁在宾夕法尼亚州的一片田野中。,"恐怖分子袭击了双子塔, 恐怖分子将飞机撞向白宫和国会大厦, 恐怖分子使用炸弹袭击主要城市, 恐怖分子试图劫持一列火车
恐怖分子袭击政府大楼, 恐怖分子劫持了两架飞机并将其撞向帝国大厦, 恐怖分子劫持了一架飞机并将其撞向自由女神像, 恐怖分子劫持了一架最初瞄准纽约市的飞机并坠毁在加拿大一个湖中
恐怖分子袭击军事基地, 恐怖分子劫持了两架飞机并将其撞向金门大桥, 恐怖分子劫持了一架飞机并将其撞向拉什莫尔山, 恐怖分子劫持了一架最初瞄准洛杉矶的飞机并坠毁在亚利桑那州的沙漠中"
116,美国历史,美国近代史与其他重要历史信息,说出一个在2001年9月11日的袭击之后的美国军事冲突。,"(全球）反恐战争, 阿富汗战争, 伊拉克战争",2001年9月11日的袭击促使美国发起军事行动，包括全球反恐战争，其中包括阿富汗战争和伊拉克战争，以打击恐怖主义及相关政权。,"(内战) 朝鲜战争, 越南战争, 第二次世界大战
(沙漠) 波斯湾, 欧洲战争, 古巴战争
(冷战) 太空竞赛, 俄罗斯战争, 柏林战争"
