ID,DataName,es,
34,Wrong_Rationale_3,"Un gobernador tiene poder de veto sobre las leyes estatales, no sobre las leyes federales.",
35,Question,¿Qué hace el gabinete del presidente?,
35,Correct_Answer_1,asesora al presidente,
35,Correct_Rationale_1,"El gabinete, compuesto por los jefes de los departamentos ejecutivos, brinda asesoramiento experto al presidente.",
35,Wrong_Answer_1,hace leyes,
35,Wrong_Rationale_1,Las leyes son hechas por el Congreso.,
35,Wrong_Answer_2,elige al presidente,
35,Wrong_Rationale_2,El presidente es elegido por el pueblo y el Colegio Electoral.,
35,Wrong_Answer_3,declara la guerra,
35,Wrong_Rationale_3,Declarar la guerra es un poder exclusivo del Congreso.,
36,Question,¿Cuáles son dos cargos a nivel de gabinete?,
36,Correct_Answer_1,Secretario de Estado,
36,Correct_Rationale_1,El Secretario de Estado es un miembro clave del gabinete responsable de la política exterior.,
36,Correct_Answer_2,Secretario del Tesoro,
36,Correct_Rationale_2,El Secretario del Tesoro es responsable de la política financiera y económica de la nación.,
36,Correct_Answer_3,Secretario de Defensa,
36,Correct_Rationale_3,El Secretario de Defensa supervisa la política militar y de defensa.,
36,Correct_Answer_4,Fiscal General,
36,Correct_Rationale_4,El Fiscal General es el jefe del Departamento de Justicia y el principal oficial de la ley.,
36,Correct_Answer_5,Secretario de Agricultura,
36,Correct_Rationale_5,"El Secretario de Agricultura supervisa las políticas agrícolas, de seguridad alimentaria y de desarrollo rural.",
36,Correct_Answer_6,Secretario de Comercio,
36,Correct_Rationale_6,El Secretario de Comercio promueve el crecimiento económico y el comercio.,
36,Correct_Answer_7,Secretario de Educación,
36,Correct_Rationale_7,El Secretario de Educación supervisa la política y los programas educativos federales.,
36,Correct_Answer_8,Secretario de Energía,
36,Correct_Rationale_8,El Secretario de Energía gestiona la política energética y la seguridad nuclear.,
36,Correct_Answer_9,Secretario de Salud y Servicios Humanos,
36,Correct_Rationale_9,El Secretario de Salud y Servicios Humanos supervisa los programas de salud y bienestar.,
36,Correct_Answer_10,Secretario de Seguridad Nacional,
36,Correct_Rationale_10,El Secretario de Seguridad Nacional protege a la nación de amenazas a la seguridad.,
36,Correct_Answer_11,Secretario de Vivienda y Desarrollo Urbano,
36,Correct_Rationale_11,El Secretario de Vivienda y Desarrollo Urbano supervisa las políticas de vivienda y desarrollo urbano.,
36,Correct_Answer_12,Secretario del Interior,
36,Correct_Rationale_12,El Secretario del Interior gestiona las tierras públicas y los recursos naturales.,
36,Correct_Answer_13,Secretario de Trabajo,
36,Correct_Rationale_13,El Secretario de Trabajo supervisa la seguridad laboral y las relaciones laborales.,
36,Correct_Answer_14,Secretario de Transporte,
36,Correct_Rationale_14,El Secretario de Transporte supervisa la infraestructura y la seguridad del transporte.,
36,Correct_Answer_15,Secretario de Asuntos de Veteranos,
36,Correct_Rationale_15,El Secretario de Asuntos de Veteranos ofrece servicios a los veteranos militares.,
36,Correct_Answer_16,Vicepresidente,
36,Correct_Rationale_16,El Vicepresidente también se considera un cargo a nivel de gabinete.,
36,Wrong_Answer_1,"Presidente del Tribunal Supremo, Presidente de la Cámara de Representantes, Líder de la Mayoría del Senado, Líder de la Minoría de la Cámara",
36,Wrong_Rationale_1,"El Presidente del Tribunal Supremo es el jefe del poder judicial y no un miembro del gabinete ejecutivo. El Presidente de la Cámara es un líder del poder legislativo, no un miembro del gabinete. El Líder de la Mayoría del Senado es un cargo legislativo. El Líder de la Minoría de la Cámara también es un cargo legislativo.",
36,Wrong_Answer_2,"Presidente de la Reserva Federal, Juez de la Corte Suprema, Senador de EE. UU., Representante de EE. UU.",
36,Wrong_Rationale_2,"El Presidente de la Reserva Federal es un cargo independiente, no un miembro del gabinete. Los jueces de la Corte Suprema son parte del poder judicial. Los senadores y representantes de EE. UU. son parte del poder legislativo, no del gabinete ejecutivo.",
36,Wrong_Answer_3,"Gobernador del Estado, Alcalde, Comisionado del Condado, Miembro del Concejo Municipal",
36,Wrong_Rationale_3,"Los gobernadores estatales son ejecutivos a nivel estatal, no miembros del gabinete federal. Los alcaldes son funcionarios del gobierno local. Los comisionados del condado sirven a nivel del condado. Los miembros del concejo municipal son funcionarios del gobierno local. Ninguno de estos es un cargo de gabinete federal.",
37,Question,¿Qué hace el poder judicial?,
37,Correct_Answer_1,revisa las leyes,
37,Correct_Rationale_1,El poder judicial revisa las leyes para asegurarse de que sean constitucionales.,
37,Correct_Answer_2,explica las leyes,
37,Correct_Rationale_2,El poder judicial interpreta el significado de las leyes y las aplica a casos específicos.,
37,Correct_Answer_3,resuelve disputas,
37,Correct_Rationale_3,Resuelve disputas legales emitiendo fallos.,
37,Correct_Answer_4,decide si una ley va en contra de la Constitución,
37,Correct_Rationale_4,El poder judicial tiene la facultad de revisión judicial para determinar si las leyes son constitucionales.,
37,Wrong_Answer_1,"hace leyes, aplica leyes, asesora al presidente",
37,Wrong_Rationale_1,El poder legislativo (Congreso) hace leyes. El poder ejecutivo aplica las leyes. El papel del gabinete es asesorar al presidente.,
37,Wrong_Answer_2,"recauda impuestos, imprime dinero, regula el comercio",
37,Wrong_Rationale_2,"Estos son poderes del Congreso, no del poder judicial.",
37,Wrong_Answer_3,"comanda las fuerzas armadas, negocia tratados, nombra embajadores",
37,Wrong_Rationale_3,"Estos son poderes del presidente, no del poder judicial.",
38,Question,¿Cuál es el tribunal más alto de los Estados Unidos?,
38,Correct_Answer_1,la Corte Suprema,
38,Correct_Rationale_1,La Corte Suprema es el tribunal más alto del sistema judicial de EE. UU.,
38,Wrong_Answer_1,una Corte Suprema estatal,
38,Wrong_Rationale_1,"Una Corte Suprema estatal es la más alta en el sistema judicial de ese estado, pero la Corte Suprema de EE. UU. es superior para toda la nación.",
38,Wrong_Answer_2,un tribunal de apelaciones,
38,Wrong_Rationale_2,Un tribunal de apelaciones es un tribunal inferior a la Corte Suprema.,
38,Wrong_Answer_3,la Corte Internacional de Justicia,
38,Wrong_Rationale_3,La Corte Internacional de Justicia es un órgano judicial de la ONU que maneja disputas entre países.,
39,Question,¿Cuántos jueces hay en la Corte Suprema?,
39,Correct_Answer_1,Nueve (9),
39,Correct_Rationale_1,La Corte Suprema está compuesta por un juez presidente y ocho jueces asociados.,
39,Wrong_Answer_1,Siete (7),
39,Wrong_Rationale_1,El número de jueces está establecido por ley y ha sido nueve desde 1869.,
39,Wrong_Answer_2,Doce (12),
39,Wrong_Rationale_2,"Doce se refiere al número de tribunales regionales de apelaciones, no al número de jueces de la Corte Suprema.",
39,Wrong_Answer_3,Cincuenta (50),
39,Wrong_Rationale_3,Cincuenta es el número de estados.,
40,Question,¿Quién es actualmente el presidente del Tribunal Supremo de Estados Unidos?,
40,Correct_Answer_1,John Roberts,
40,Correct_Rationale_1,"John G. Roberts, Jr. es el decimoséptimo y actual presidente del Tribunal Supremo.",
40,Wrong_Answer_1,Clarence Thomas,
40,Wrong_Rationale_1,Clarence Thomas es actualmente el juez asociado con más años de servicio.,
40,Wrong_Answer_2,Merrick Garland,
40,Wrong_Rationale_2,Merrick Garland es el actual fiscal general.,
40,Wrong_Answer_3,Ruth Bader Ginsburg,
40,Wrong_Rationale_3,Ruth Bader Ginsburg fue una jueza asociada muy respetada que falleció en 2020.,
41,Question,"Según nuestra Constitución, algunos poderes pertenecen al gobierno federal. ¿Cuál es un poder del gobierno federal?",
41,Correct_Answer_1,imprimir dinero,
41,Correct_Rationale_1,Imprimir dinero es un poder exclusivo del gobierno federal.,
41,Correct_Answer_2,declarar la guerra,
41,Correct_Rationale_2,Declarar la guerra es un poder del Congreso federal.,
41,Correct_Answer_3,crear un ejército,
41,Correct_Rationale_3,Crear y mantener un ejército para la defensa nacional es un papel del gobierno federal.,
41,Correct_Answer_4,celebrar tratados,
41,Correct_Rationale_4,Celebrar tratados oficiales con otros países es un poder del gobierno federal.,
41,Wrong_Answer_1,"otorgar una licencia de conducir, proveer educación, proveer protección (policía), regular las leyes de matrimonio",
41,Wrong_Rationale_1,"Otorgar licencias de conducir es un poder de los gobiernos estatales individuales. Operar sistemas educativos es principalmente responsabilidad de los gobiernos estatales y locales. Proveer fuerzas policiales es principalmente un poder de los gobiernos estatales y locales. Regular las leyes de matrimonio es un poder estatal, no federal.",
41,Wrong_Answer_2,"realizar elecciones, establecer tribunales locales, emitir licencias profesionales, regular el comercio intrastatal",
41,Wrong_Rationale_2,La realización de elecciones es gestionada por los gobiernos estatales y locales. El establecimiento de tribunales locales es una competencia estatal. La emisión de licencias profesionales está a cargo de los gobiernos estatales. Regular el comercio dentro de un estado (intrastatal) es una competencia estatal.,
41,Wrong_Answer_3,"gestionar los recursos naturales, establecer municipios, regular los negocios locales, proveer departamentos de bomberos",
41,Wrong_Rationale_3,La gestión de los recursos naturales dentro de los límites estatales es principalmente una responsabilidad del estado. El establecimiento de municipios es una función del gobierno estatal y local. La regulación de los negocios locales suele ser realizada por las autoridades estatales y locales. Proveer departamentos de bomberos es responsabilidad del gobierno local.,
42,Question,"Según nuestra Constitución, algunos poderes pertenecen a los estados. ¿Cuál es un poder de los estados?",
42,Correct_Answer_1,proporcionar escolarización y educación,
42,Correct_Rationale_1,La política educativa y la operación escolar son principalmente responsabilidad de los estados.,
42,Correct_Answer_2,proporcionar protección (policía),
42,Correct_Rationale_2,Mantener el orden público mediante la operación de la policía estatal y local es un poder estatal.,
42,Correct_Answer_3,otorgar una licencia de conducir,
42,Correct_Rationale_3,Cada estado establece sus propios estándares y procedimientos para emitir licencias de conducir.,
42,Correct_Answer_4,proporcionar seguridad (departamentos de bomberos),
42,Correct_Rationale_4,Los servicios de protección contra incendios y de seguridad son proporcionados típicamente por los gobiernos estatales y locales.,
42,Correct_Answer_5,aprobar la zonificación y el uso del suelo,
42,Correct_Rationale_5,Los estados tienen la autoridad para regular el uso de la tierra y la zonificación dentro de sus límites.,
42,Wrong_Answer_1,"imprimir dinero, declarar la guerra, hacer tratados",
42,Wrong_Rationale_1,"Imprimir dinero es un poder exclusivo del gobierno federal, no de los estados. Declarar la guerra es un poder del Congreso federal, no de los estados. Hacer tratados con otros países es un poder del gobierno federal, no de los estados.",
42,Wrong_Answer_2,"regular el comercio interestatal, establecer oficinas de correos, acuñar moneda",
42,Wrong_Rationale_2,Estos son todos poderes exclusivos del gobierno federal que los estados no pueden ejercer.,
42,Wrong_Answer_3,"crear un ejército, establecer leyes de inmigración, regular el comercio exterior",
42,Wrong_Rationale_3,Estos son poderes federales adicionales que no se otorgan a los estados individuales bajo la Constitución.,
43,Question,¿Quién es el gobernador de su estado ahora?,
43,Correct_Answer_1,Las respuestas variarán,
43,Correct_Rationale_1,La respuesta a esta pregunta depende del estado en el que viva. Debe consultar usa.gov.,
43,Wrong_Answer_1,El nombre del senador,
43,Wrong_Rationale_1,"Un senador es parte de la rama legislativa federal y es diferente del gobernador, quien es el jefe del poder ejecutivo del estado.",
43,Wrong_Answer_2,El nombre del alcalde,
43,Wrong_Rationale_2,"El alcalde es el jefe del gobierno de una ciudad, diferente del gobernador que es el jefe de todo el estado.",
43,Wrong_Answer_3,El nombre del presidente,
43,Wrong_Rationale_3,"El presidente es el jefe del gobierno federal, diferente del gobernador que es el jefe de un gobierno estatal.",
44,Question,¿Cuál es la capital de tu estado?,
44,Correct_Answer_1,Las respuestas variarán,
44,Correct_Rationale_1,La respuesta a esta pregunta depende del estado en el que vivas.,
44,Wrong_Answer_1,Washington D. C.,
44,Wrong_Rationale_1,"Washington, D.C. es la capital de los Estados Unidos, no de un estado. Cada estado tiene su propia ciudad capital.",
44,Wrong_Answer_2,Ciudad de Nueva York,
44,Wrong_Rationale_2,"La ciudad de Nueva York es la ciudad más grande del estado de Nueva York, pero Albany es la capital de Nueva York.",
44,Wrong_Answer_3,Los Ángeles,
44,Wrong_Rationale_3,"Los Ángeles es la ciudad más grande de California, pero Sacramento es la capital de California.",
45,Question,¿Cuáles son los dos principales partidos políticos en los Estados Unidos?,
45,Correct_Answer_1,Demócrata y Republicano,
45,Correct_Rationale_1,Los partidos Demócrata y Republicano son los dos principales partidos que dominan la política estadounidense hoy en día.,
45,Wrong_Answer_1,Laborista y Conservador,
45,Wrong_Rationale_1,Los partidos Laborista y Conservador son los principales partidos políticos en el Reino Unido.,
45,Wrong_Answer_2,Liberal y Verde,
45,Wrong_Rationale_2,"Partidos como el Libertario y el Verde son terceros partidos en los Estados Unidos, pero no son uno de los dos principales partidos.",
45,Wrong_Answer_3,Senado y Cámara,
45,Wrong_Rationale_3,"El Senado y la Cámara son las dos partes del Congreso, no partidos políticos.",
46,Question,¿Cuál es el partido político del presidente actual?,
46,Correct_Answer_1,Republicano (Partido),
46,Correct_Rationale_1,El presidente Donald Trump es miembro del Partido Republicano. (A julio de 2025),
46,Wrong_Answer_1,Demócrata (Partido),
46,Wrong_Rationale_1,El Partido Demócrata es actualmente el principal partido de oposición.,
46,Wrong_Answer_2,Independiente,
46,Wrong_Rationale_2,"El presidente actual es miembro de un partido importante, el Partido Republicano.",
46,Wrong_Answer_3,Libertario (Partido),
46,Wrong_Rationale_3,El Partido Libertario es uno de los terceros partidos en EE.UU.,
47,Question,¿Cuál es el nombre del presidente de la Cámara de Representantes actualmente?,
47,Correct_Answer_1,Mike Johnson,
47,Correct_Rationale_1,(A partir de julio de 2025),
47,Wrong_Answer_1,Nancy Pelosi,
47,Wrong_Rationale_1,Nancy Pelosi fue una anterior presidenta de la Cámara de Representantes.,
47,Wrong_Answer_2,Kevin McCarthy,
47,Wrong_Rationale_2,Kevin McCarthy fue el presidente de la Cámara de Representantes justo antes de Mike Johnson.,
47,Wrong_Answer_3,Chuck Schumer,
47,Wrong_Rationale_3,Chuck Schumer es el actual líder de la mayoría en el Senado.,
48,Question,Hay cuatro enmiendas a la Constitución sobre quién puede votar. Describe una de ellas.,
48,Correct_Answer_1,Los ciudadanos de dieciocho (18) años o más (pueden votar),
48,Correct_Rationale_1,La Enmienda 26 redujo la edad para votar a 18 años.,
48,Correct_Answer_2,No tienes que pagar (un impuesto electoral) para votar,
48,Correct_Rationale_2,La Enmienda 24 eliminó los impuestos electorales en las elecciones federales.,
48,Correct_Answer_3,Cualquier ciudadano puede votar. (Las mujeres y los hombres pueden votar.),
48,Correct_Rationale_3,La Enmienda 19 otorgó a las mujeres el derecho al voto.,
48,Correct_Answer_4,Un ciudadano varón de cualquier raza (puede votar),
48,Correct_Rationale_4,La Enmienda 15 prohibió la discriminación en el voto por motivos de raza.,
48,Wrong_Answer_1,"Los residentes permanentes pueden votar, Solo las personas que poseen propiedades pueden votar, Solo las personas mayores de 30 años pueden votar, Solo las personas con títulos universitarios pueden votar",
48,Wrong_Rationale_1,"El derecho a votar en las elecciones federales está generalmente reservado a los ciudadanos estadounidenses, no a los residentes permanentes. La propiedad era un requisito en los primeros días, pero ya no lo es. La edad para votar es de 18 años o más, no 30, según la Enmienda 26. El nivel educativo no es un requisito para votar en los Estados Unidos.",
48,Wrong_Answer_2,"Solo las personas casadas pueden votar, Solo las personas empleadas pueden votar, Solo los veteranos militares pueden votar, Solo los propietarios de viviendas pueden votar",
48,Wrong_Rationale_2,El estado civil nunca ha sido un requisito constitucional para votar. El estado laboral no es un requisito para votar; los ciudadanos desempleados conservan su derecho al voto. No se requiere servicio militar para votar; los ciudadanos civiles tienen iguales derechos de voto. Ser propietario de vivienda no es un requisito para votar según la ley actual.,
48,Wrong_Answer_3,"Solo los contribuyentes pueden votar, Solo las personas nacidas en EE.UU. pueden votar, Solo las personas que hablan inglés pueden votar, Solo las personas sin antecedentes penales pueden votar",
48,Wrong_Rationale_3,"Aunque la mayoría de los votantes pagan algunos impuestos, el pago de impuestos no es un requisito constitucional para votar. Los ciudadanos naturalizados tienen los mismos derechos de voto que los nacidos en EE.UU. Los requisitos de idioma para votar han sido en gran medida eliminados por la ley federal. Aunque algunos estados restringen el voto para ciertos delincuentes, no tener antecedentes penales no es un requisito constitucional universal.",
49,Question,¿Cuál es una responsabilidad que es solo para los ciudadanos de los Estados Unidos?,
49,Correct_Answer_1,servir en un jurado,
49,Correct_Rationale_1,El deber de formar parte de un jurado es una responsabilidad clave reservada para los ciudadanos estadounidenses.,
49,Correct_Answer_2,votar en una elección federal,
49,Correct_Rationale_2,Votar en una elección federal es tanto un derecho como una responsabilidad clave de un ciudadano.,
49,Wrong_Answer_1,"pagar impuestos, obedecer la ley",
49,Wrong_Rationale_1,"Pagar impuestos es una responsabilidad para todos los residentes con ingresos (como los residentes permanentes), no solo para los ciudadanos. Obedecer la ley es una responsabilidad de todos en los Estados Unidos, sin importar el estatus de ciudadanía.",
49,Wrong_Answer_2,"obtener una licencia de conducir, asistir a la escuela",
49,Wrong_Rationale_2,"Obtener una licencia de conducir está disponible para residentes permanentes y otros residentes legales, no solo para ciudadanos. La asistencia escolar es obligatoria para todos los niños, sin importar su estatus de ciudadanía.",
49,Wrong_Answer_3,"trabajar legalmente, participar en la comunidad",
49,Wrong_Rationale_3,"Trabajar legalmente está permitido para residentes permanentes y otros no ciudadanos autorizados, no es exclusivo de los ciudadanos. La participación comunitaria se fomenta para todos los residentes, no solo para los ciudadanos.",
50,Question,Nombre un derecho exclusivo para los ciudadanos de los Estados Unidos.,
50,Correct_Answer_1,votar en una elección federal,
50,Correct_Rationale_1,Votar en elecciones federales es un derecho exclusivo de los ciudadanos.,
50,Correct_Answer_2,postularse para un cargo federal,
50,Correct_Rationale_2,"El derecho a postularse para un cargo federal, como presidente, senador o representante, está reservado a los ciudadanos.",
50,Wrong_Answer_1,"libertad de religión, libertad de expresión",
50,Wrong_Rationale_1,"La libertad de religión es un derecho garantizado a todos en los Estados Unidos, no solo a los ciudadanos. La libertad de expresión es un derecho garantizado a todos en los Estados Unidos, no solo a los ciudadanos.",
50,Wrong_Answer_2,"derechos al debido proceso, igual protección",
50,Wrong_Rationale_2,"Los derechos al debido proceso están garantizados a todas las personas bajo jurisdicción de EE. UU., no solo a los ciudadanos. La protección igual ante la ley se aplica a todos en los Estados Unidos, sin importar el estatus de ciudadanía.",
50,Wrong_Answer_3,"derecho a un abogado, protección contra registros irrazonables",
50,Wrong_Rationale_3,"El derecho a un abogado está garantizado a todas las personas acusadas de delitos, sin importar la ciudadanía. La protección contra registros e incautaciones irrazonables se aplica a todos en EE. UU., no solo a los ciudadanos.",
51,Question,¿Cuáles son dos derechos de todas las personas que viven en los Estados Unidos?,
51,Correct_Answer_1,libertad de expresión,
51,Correct_Rationale_1,Todos en los EE. UU. tienen derecho a expresar sus opiniones.,
51,Correct_Answer_2,libertad de palabra,
51,Correct_Rationale_2,Todos en los EE. UU. tienen derecho a hablar libremente.,
51,Correct_Answer_3,libertad de reunión,
51,Correct_Rationale_3,Todos en los EE. UU. tienen derecho a reunirse pacíficamente.,
51,Correct_Answer_4,libertad de petición al gobierno,
51,Correct_Rationale_4,Todos en los EE. UU. tienen derecho a presentar peticiones al gobierno para reparar agravios.,
51,Correct_Answer_5,libertad de religión,
51,Correct_Rationale_5,Todos en los EE. UU. tienen derecho a practicar cualquier religión o no practicar ninguna.,
51,Correct_Answer_6,el derecho a portar armas,
51,Correct_Rationale_6,La Segunda Enmienda protege el derecho a poseer y portar armas.,
51,Wrong_Answer_1,"el derecho a votar en una elección federal, el derecho a postularse para un cargo federal, el derecho a un pasaporte estadounidense, el derecho a servir en un jurado",
51,Wrong_Rationale_1,"El derecho a votar en una elección federal está reservado solo para los ciudadanos estadounidenses, no para todos los que viven en EE. UU. El derecho a postularse para un cargo federal está reservado solo para los ciudadanos estadounidenses. Los pasaportes estadounidenses se emiten solo a los ciudadanos estadounidenses, no a todos los residentes. El servicio en jurado generalmente está limitado a los ciudadanos en la mayoría de las jurisdicciones.",
51,Wrong_Answer_2,"el derecho a los beneficios de seguridad social, el derecho a Medicare, el derecho a los beneficios por desempleo, el derecho al empleo federal",
51,Wrong_Rationale_2,Los beneficios del Seguro Social son principalmente para ciudadanos y trabajadores autorizados que han contribuido. Medicare es principalmente para ciudadanos y residentes permanentes que cumplen con los requisitos. Los beneficios por desempleo requieren ciudadanía o autorización de trabajo en la mayoría de los estados. Muchos trabajos federales requieren ciudadanía estadounidense.,
51,Wrong_Answer_3,"el derecho a patrocinar la inmigración familiar, el derecho a la protección diplomática en el extranjero, el derecho a regresar a los EE. UU., el derecho a ocupar un cargo federal",
51,Wrong_Rationale_3,El derecho a patrocinar a ciertos miembros de la familia para inmigración es principalmente para ciudadanos y residentes permanentes. La protección diplomática en el extranjero es principalmente para ciudadanos estadounidenses. El derecho a regresar a los EE. UU. sin restricciones es para ciudadanos. Ocupando un cargo federal generalmente requiere ciudadanía.,
52,Question,¿A qué mostramos lealtad cuando decimos el Juramento a la Bandera?,
52,Correct_Answer_1,los Estados Unidos,
52,Correct_Rationale_1,El Juramento de Lealtad es una expresión de lealtad a la nación de los Estados Unidos.,
52,Correct_Answer_2,la bandera,
52,Correct_Rationale_2,"La bandera simboliza a los Estados Unidos, por lo que jurarle lealtad significa mostrar lealtad al país.",
52,Wrong_Answer_1,"el Presidente, la Constitución",
52,Wrong_Rationale_1,"La lealtad se jura a la nación en sí, no a una persona o gobierno específico como el Presidente. Los ciudadanos tienen el deber de defender la Constitución, pero el objeto directo del Juramento a la Bandera son los Estados Unidos y su bandera.",
52,Wrong_Answer_2,"el Congreso, la Corte Suprema",
52,Wrong_Rationale_2,"El Juramento es a la nación en su conjunto, no a ramas específicas del gobierno como el Congreso. La Corte Suprema es una rama del gobierno, pero la lealtad se jura al país mismo.",
52,Wrong_Answer_3,"tu estado, tu comunidad",
52,Wrong_Rationale_3,"Aunque la lealtad a un estado es importante, el Juramento de Lealtad es a toda la nación federal. La lealtad a la comunidad es importante, pero el Juramento es específicamente a la nación.",
53,Question,¿Cuál es una promesa que haces cuando te conviertes en ciudadano de los Estados Unidos?,
53,Correct_Answer_1,obedecer las leyes de los Estados Unidos,
53,Correct_Rationale_1,El Juramento de Lealtad incluye una promesa de obedecer las leyes de los Estados Unidos.,
53,Correct_Answer_2,ser leal a los Estados Unidos,
53,Correct_Rationale_2,Esta es una parte fundamental del Juramento de Lealtad.,
53,Correct_Answer_3,servir en el ejército de los Estados Unidos (si es necesario),
53,Correct_Rationale_3,Esta es una promesa de portar armas en nombre de la nación cuando sea necesario.,
53,Correct_Answer_4,renunciar a la lealtad a otros países,
53,Correct_Rationale_4,El Juramento de Lealtad incluye renunciar a la lealtad a estados extranjeros.,
53,Correct_Answer_5,defender la Constitución y las leyes de los Estados Unidos,
53,Correct_Rationale_5,Los nuevos ciudadanos prometen apoyar y defender la Constitución y las leyes.,
53,Correct_Answer_6,servir (realizar un trabajo importante para) la nación (si es necesario),
53,Correct_Rationale_6,Los ciudadanos prometen realizar trabajos de importancia nacional cuando se les requiera.,
53,Wrong_Answer_1,"votar cada año, hablar siempre inglés, nunca salir de los Estados Unidos",
53,Wrong_Rationale_1,"Votar es un derecho y responsabilidad crucial de un ciudadano, pero no es un deber legal ni parte del juramento. Aunque la competencia en inglés es un requisito para la ciudadanía, no hay promesa de hablar solo inglés. Los ciudadanos estadounidenses tienen derecho a viajar y vivir en el extranjero libremente.",
53,Wrong_Answer_2,"pagar impuestos más altos, servir en el gobierno, donar a la caridad",
53,Wrong_Rationale_2,"Los ciudadanos pagan las mismas tasas de impuestos que antes de la ciudadanía, basadas en los ingresos, no tasas más altas debido a la ciudadanía. Servir en el gobierno es una oportunidad, no una promesa obligatoria. Las donaciones benéficas se fomentan, pero no son un requisito legal ni parte del juramento.",
53,Wrong_Answer_3,"cambiar su nombre, renunciar a la ciudadanía anterior, vivir en Estados Unidos para siempre",
53,Wrong_Rationale_3,"Cambiar el nombre es opcional y no es necesario para la ciudadanía. Aunque algunos países requieren renunciar a la ciudadanía anterior, el juramento de EE. UU. no exige esto explícitamente. Los ciudadanos pueden vivir en el extranjero y mantener su ciudadanía.",
54,Question,¿Qué edad deben tener los ciudadanos para votar por el presidente?,
54,Correct_Answer_1,dieciocho (18) años o más,
54,Correct_Rationale_1,La 26ª Enmienda fijó la edad nacional de voto en 18 años.,
54,Wrong_Answer_1,dieciséis (16) años o más,
54,Wrong_Rationale_1,"Aunque algunos países o elecciones locales específicas permiten votar a los 16, la edad de voto federal en EE. UU. es 18.",
54,Wrong_Answer_2,veintiún (21) años o más,
54,Wrong_Rationale_2,"Antes de que se aprobara la 26ª Enmienda, la edad de voto era 21 en muchos estados.",
54,Wrong_Answer_3,no hay límite de edad,
54,Wrong_Rationale_3,Existe una edad mínima establecida por ley para poder votar.,
55,Question,¿Cuáles son dos formas en que los estadounidenses pueden participar en su democracia?,
55,Correct_Answer_1,votar,
55,Correct_Rationale_1,Votar es la manera más fundamental de participar en la democracia.,
55,Correct_Answer_2,unirse a un partido político,
55,Correct_Rationale_2,Unirse a un partido político permite a los ciudadanos apoyar a los candidatos y causas en los que creen.,
55,Correct_Answer_3,ayudar en una campaña,
55,Correct_Rationale_3,Ser voluntario en campañas políticas es una forma activa de participar en el proceso democrático.,
55,Correct_Answer_4,unirse a un grupo cívico,
55,Correct_Rationale_4,Los grupos cívicos permiten a los ciudadanos trabajar juntos en los problemas de la comunidad.,
55,Correct_Answer_5,unirse a un grupo comunitario,
55,Correct_Rationale_5,Los grupos comunitarios ayudan a los ciudadanos a abordar las preocupaciones y problemas locales.,
55,Correct_Answer_6,dar a un funcionario electo su opinión sobre un tema,
55,Correct_Rationale_6,Contactar a los funcionarios electos es una forma importante de hacer que su voz sea escuchada.,
55,Correct_Answer_7,llamar a senadores y representantes,
55,Correct_Rationale_7,Llamar a tus representantes es una forma directa de participar en la democracia.,
55,Correct_Answer_8,apoyar u oponerse públicamente a un tema o política,
55,Correct_Rationale_8,La defensa pública es un método clave de participación democrática.,
55,Correct_Answer_9,postularse para un cargo,
55,Correct_Rationale_9,Postularse para un cargo es una de las formas más directas de participar en la democracia.,
55,Correct_Answer_10,escribir a un periódico,
55,Correct_Rationale_10,Escribir cartas a los periódicos ayuda a compartir tus opiniones con la comunidad.,
55,Wrong_Answer_1,"ver las noticias en la televisión, izar una bandera estadounidense, pagar impuestos, leer periódicos",
55,Wrong_Rationale_1,"Aunque mantenerse informado es importante, ver las noticias por sí solo no se considera una 'participación' activa. Izar una bandera estadounidense es una buena manera de mostrar patriotismo, pero no es participación en el 'proceso' democrático. Pagar impuestos es una obligación legal, diferente de un acto voluntario de participación. Leer periódicos te ayuda a mantenerte informado, pero es pasivo en lugar de participación activa.",
55,Wrong_Answer_2,"asistir a desfiles, mostrar símbolos patrióticos, obedecer las leyes, respetar la bandera",
55,Wrong_Rationale_2,"Asistir a desfiles muestra espíritu cívico pero no participa directamente en procesos democráticos. Mostrar símbolos patrióticos muestra apoyo pero no constituye participación democrática. Obedecer las leyes es un deber cívico y un requisito legal, no participación democrática voluntaria. Respetar la bandera muestra patriotismo pero no participa en procesos democráticos.",
55,Wrong_Answer_3,"cantar el himno nacional, celebrar fiestas, usar ropa patriótica, publicar en redes sociales",
55,Wrong_Rationale_3,,
56,Question,¿Cuál es el último día en que puede enviar los formularios de impuestos federales sobre la renta?,
56,Correct_Answer_1,15 de abril,
56,Correct_Rationale_1,La fecha límite típica para presentar impuestos es el 15 de abril. (Puede extenderse si cae en un fin de semana o día festivo).,
56,Wrong_Answer_1,1 de enero,
56,Wrong_Rationale_1,El 1 de enero es el Día de Año Nuevo.,
56,Wrong_Answer_2,31 de diciembre,
56,Wrong_Rationale_2,El 31 de diciembre es el fin del año fiscal.,
56,Wrong_Answer_3,4 de julio,
56,Wrong_Rationale_3,El 4 de julio es el Día de la Independencia.,
57,Question,When must all men register for the Selective Service?,所有男性必须在何时登记参加兵役登记处？
57,Correct_Answer_1,a los dieciocho (18) años,
57,Correct_Rationale_1,El registro debe realizarse dentro de los 30 días posteriores a cumplir 18 años.,
57,Correct_Answer_2,entre dieciocho (18) y veintiséis (26),
