ID,DataName,hi
31,Wrong_Answer_3,सीनेट के अस्थायी अध्यक्ष
31,Wrong_Rationale_3,"सीनेट के अस्थायी अध्यक्ष राष्ट्रपति उत्तराधिकार की पंक्ति में चौथे स्थान पर होते हैं, प्रतिनिधि सभा के अध्यक्ष के बाद।"
32,Question,सेना का सर्वोच्च कमांडर कौन है?
32,Correct_Answer_1,राष्ट्रपति
32,Correct_Rationale_1,"राष्ट्रपति के पास सर्वोच्च अधिकार है, वह अमेरिका की सेना के सर्वोच्च कमांडर हैं।"
32,Wrong_Answer_1,रक्षा मंत्री
32,Wrong_Rationale_1,रक्षा मंत्री रक्षा विभाग के नागरिक प्रमुख होते हैं और राष्ट्रपति के आदेश के तहत काम करते हैं।
32,Wrong_Answer_2,संयुक्त चीफ्स ऑफ स्टाफ के अध्यक्ष
32,Wrong_Rationale_2,संयुक्त चीफ्स ऑफ स्टाफ के अध्यक्ष सबसे उच्च रैंकिंग वाले सैन्य अधिकारी होते हैं और राष्ट्रपति के मुख्य सैन्य सलाहकार होते हैं।
32,Wrong_Answer_3,उपराष्ट्रपति
32,Wrong_Rationale_3,उपराष्ट्रपति के पास सेना पर प्रत्यक्ष कमान का अधिकार नहीं होता है।
33,Question,कौन विधेयकों पर हस्ताक्षर करता है ताकि वे कानून बन जाएं?
33,Correct_Answer_1,राष्ट्रपति
33,Correct_Rationale_1,कांग्रेस द्वारा पारित विधेयक को कानून बनने के लिए राष्ट्रपति द्वारा हस्ताक्षरित होना चाहिए।
33,Wrong_Answer_1,लोकसभा अध्यक्ष
33,Wrong_Rationale_1,"लोकसभा अध्यक्ष विधेयक को लोकसभा से पारित कराने की प्रक्रिया का नेतृत्व करते हैं, लेकिन इसे कानून बनाने के लिए अंतिम अधिकार उनके पास नहीं होता।"
33,Wrong_Answer_2,उपराष्ट्रपति
33,Wrong_Rationale_2,"उपराष्ट्रपति सीनेट में बराबरी की स्थिति में निर्णायक वोट डाल सकते हैं, लेकिन विधेयकों को कानून बनाने के लिए हस्ताक्षर नहीं करते।"
33,Wrong_Answer_3,मुख्य न्यायाधीश
33,Wrong_Rationale_3,मुख्य न्यायाधीश कानूनों की व्याख्या करते हैं और विधायी प्रक्रिया में शामिल नहीं होते।
34,Question,विधेयकों को वीटो कौन करता है?
34,Correct_Answer_1,राष्ट्रपति
34,Correct_Rationale_1,राष्ट्रपति के पास कांग्रेस द्वारा पारित विधेयकों को वीटो करने की शक्ति है।
34,Wrong_Answer_1,कांग्रेस
34,Wrong_Rationale_1,कांग्रेस विधेयकों को पारित करती है; यह राष्ट्रपति के वीटो को भी पलट सकती है।
34,Wrong_Answer_2,सर्वोच्च न्यायालय
34,Wrong_Rationale_2,"सर्वोच्च न्यायालय किसी कानून को लागू होने के बाद असंवैधानिक घोषित कर सकता है, लेकिन वह विधेयक को वीटो नहीं कर सकता।"
34,Wrong_Answer_3,राज्यपाल
34,Wrong_Rationale_3,"राज्यपाल के पास राज्य कानूनों पर वीटो करने की शक्ति होती है, संघीय कानूनों पर नहीं।"
35,Question,राष्ट्रपति का मंत्रिमंडल क्या करता है?
35,Correct_Answer_1,राष्ट्रपति को सलाह देता है
35,Correct_Rationale_1,"मंत्रिमंडल, जो कार्यकारी विभागों के प्रमुखों से बना है, राष्ट्रपति को विशेषज्ञ सलाह देता है।"
35,Wrong_Answer_1,कानून बनाता है
35,Wrong_Rationale_1,कानून कांग्रेस द्वारा बनाए जाते हैं।
35,Wrong_Answer_2,राष्ट्रपति का चुनाव करता है
35,Wrong_Rationale_2,राष्ट्रपति का चुनाव जनता और इलेक्टोरल कॉलेज द्वारा किया जाता है।
35,Wrong_Answer_3,युद्ध की घोषणा करता है
35,Wrong_Rationale_3,युद्ध की घोषणा करना कांग्रेस की विशिष्ट शक्ति है।
36,Question,दो कैबिनेट-स्तरीय पद कौन से हैं?
36,Correct_Answer_1,विदेश मंत्री
36,Correct_Rationale_1,विदेश मंत्री एक प्रमुख कैबिनेट सदस्य होते हैं जो विदेश नीति के लिए जिम्मेदार होते हैं।
36,Correct_Answer_2,वित्त मंत्री
36,Correct_Rationale_2,वित्त मंत्री देश की वित्तीय और आर्थिक नीति के लिए जिम्मेदार होते हैं।
36,Correct_Answer_3,रक्षा मंत्री
36,Correct_Rationale_3,रक्षा मंत्री सैन्य और रक्षा नीतियों की देखरेख करते हैं।
36,Correct_Answer_4,अटॉर्नी जनरल
36,Correct_Rationale_4,अटॉर्नी जनरल न्याय विभाग के प्रमुख और मुख्य कानून प्रवर्तन अधिकारी होते हैं।
36,Correct_Answer_5,कृषि मंत्री
36,Correct_Rationale_5,"कृषि मंत्री खेती, खाद्य सुरक्षा और ग्रामीण विकास नीतियों की देखरेख करते हैं।"
36,Correct_Answer_6,वाणिज्य सचिव
36,Correct_Rationale_6,वाणिज्य सचिव आर्थिक विकास और व्यापार को बढ़ावा देते हैं।
36,Correct_Answer_7,शिक्षा सचिव
36,Correct_Rationale_7,शिक्षा सचिव संघीय शिक्षा नीति और कार्यक्रमों की देखरेख करते हैं।
36,Correct_Answer_8,ऊर्जा सचिव
36,Correct_Rationale_8,ऊर्जा सचिव ऊर्जा नीति और परमाणु सुरक्षा का प्रबंधन करते हैं।
36,Correct_Answer_9,स्वास्थ्य और मानव सेवा सचिव
36,Correct_Rationale_9,स्वास्थ्य और मानव सेवा सचिव स्वास्थ्य और कल्याण कार्यक्रमों की देखरेख करते हैं।
36,Correct_Answer_10,गृह सुरक्षा सचिव
36,Correct_Rationale_10,गृह सुरक्षा सचिव राष्ट्र को सुरक्षा खतरों से बचाते हैं।
36,Correct_Answer_11,आवास और शहरी विकास सचिव
36,Correct_Rationale_11,आवास और शहरी विकास सचिव आवास और शहरी विकास नीतियों की देखरेख करते हैं।
36,Correct_Answer_12,आंतरिक मामलों के सचिव
36,Correct_Rationale_12,आंतरिक मामलों के सचिव सार्वजनिक भूमि और प्राकृतिक संसाधनों का प्रबंधन करते हैं।
36,Correct_Answer_13,श्रम सचिव
36,Correct_Rationale_13,श्रम सचिव कार्यस्थल की सुरक्षा और श्रम संबंधों की देखरेख करते हैं।
36,Correct_Answer_14,परिवहन सचिव
36,Correct_Rationale_14,परिवहन सचिव परिवहन बुनियादी ढांचे और सुरक्षा की देखरेख करते हैं।
36,Correct_Answer_15,पूर्व सैनिक मामलों के सचिव
36,Correct_Rationale_15,पूर्व सैनिक मामलों के सचिव सैन्य पूर्व सैनिकों को सेवाएं प्रदान करते हैं।
36,Correct_Answer_16,उपराष्ट्रपति
36,Correct_Rationale_16,उपराष्ट्रपति को भी मंत्रिमंडल स्तर का पद माना जाता है।
36,Wrong_Answer_1,"मुख्य न्यायाधीश, हाउस के स्पीकर, सीनेट के बहुमत नेता, हाउस के अल्पसंख्यक नेता"
36,Wrong_Rationale_1,"मुख्य न्यायाधीश न्यायपालिका के प्रमुख हैं और कार्यकारी मंत्रिमंडल के सदस्य नहीं हैं। हाउस के स्पीकर विधायी शाखा के नेता हैं, मंत्रिमंडल के सदस्य नहीं। सीनेट के बहुमत नेता एक विधायी पद है। हाउस के अल्पसंख्यक नेता भी एक विधायी पद है।"
36,Wrong_Answer_2,"फेडरल रिजर्व के अध्यक्ष, सुप्रीम कोर्ट के न्यायाधीश, अमेरिकी सीनेटर, अमेरिकी प्रतिनिधि"
36,Wrong_Rationale_2,"फेडरल रिजर्व के अध्यक्ष एक स्वतंत्र पद है, मंत्रिमंडल का सदस्य नहीं। सुप्रीम कोर्ट के न्यायाधीश न्यायपालिका का हिस्सा हैं। अमेरिकी सीनेटर और प्रतिनिधि विधायी शाखा का हिस्सा हैं, कार्यकारी मंत्रिमंडल का नहीं।"
36,Wrong_Answer_3,"राज्यपाल, मेयर, काउंटी कमिश्नर, सिटी काउंसिल सदस्य"
36,Wrong_Rationale_3,"राज्यपाल राज्य स्तर के कार्यकारी होते हैं, संघीय मंत्रिमंडल के सदस्य नहीं। मेयर स्थानीय सरकार के अधिकारी होते हैं। काउंटी कमिश्नर काउंटी स्तर पर सेवा करते हैं। सिटी काउंसिल सदस्य स्थानीय सरकार के अधिकारी होते हैं। इनमें से कोई भी संघीय मंत्रिमंडल पद नहीं है।"
37,Question,न्यायपालिका क्या करती है?
37,Correct_Answer_1,कानूनों की समीक्षा करता है
37,Correct_Rationale_1,न्यायपालिका यह सुनिश्चित करने के लिए कानूनों की समीक्षा करती है कि वे संवैधानिक हैं।
37,Correct_Answer_2,कानूनों की व्याख्या करता है
37,Correct_Rationale_2,न्यायपालिका कानूनों के अर्थ की व्याख्या करती है और उन्हें विशिष्ट मामलों में लागू करती है।
37,Correct_Answer_3,विवादों को हल करता है
37,Correct_Rationale_3,यह कानूनी विवादों को निर्णय देकर हल करता है।
37,Correct_Answer_4,यह तय करता है कि कोई कानून संविधान के खिलाफ है या नहीं
37,Correct_Rationale_4,न्यायपालिका के पास यह तय करने के लिए न्यायिक समीक्षा की शक्ति होती है कि कानून संवैधानिक हैं या नहीं।
37,Wrong_Answer_1,"कानून बनाता है, कानून लागू करता है, राष्ट्रपति को सलाह देता है"
37,Wrong_Rationale_1,विधायी शाखा (कांग्रेस) कानून बनाती है। कार्यकारी शाखा कानून लागू करती है। कैबिनेट की भूमिका राष्ट्रपति को सलाह देना है।
37,Wrong_Answer_2,"कर वसूलता है, पैसा छापता है, वाणिज्य को नियंत्रित करता है"
37,Wrong_Rationale_2,"ये कांग्रेस की शक्तियाँ हैं, न्यायपालिका की नहीं।"
37,Wrong_Answer_3,"सेना का नेतृत्व करता है, संधियों पर बातचीत करता है, राजदूतों की नियुक्ति करता है"
37,Wrong_Rationale_3,"ये राष्ट्रपति की शक्तियाँ हैं, न्यायपालिका की नहीं।"
38,Question,संयुक्त राज्य अमेरिका में सबसे ऊंची अदालत कौन सी है?
38,Correct_Answer_1,सर्वोच्च न्यायालय
38,Correct_Rationale_1,सर्वोच्च न्यायालय अमेरिकी न्याय प्रणाली में सबसे ऊंची अदालत है।
38,Wrong_Answer_1,एक राज्य का सर्वोच्च न्यायालय
38,Wrong_Rationale_1,"किसी राज्य का सर्वोच्च न्यायालय उस राज्य की न्याय प्रणाली में सबसे ऊंचा होता है, लेकिन पूरे देश के लिए अमेरिकी सर्वोच्च न्यायालय ऊंचा है।"
38,Wrong_Answer_2,अपीलीय न्यायालय
38,Wrong_Rationale_2,अपीलीय न्यायालय सर्वोच्च न्यायालय से निचली अदालत है।
38,Wrong_Answer_3,अंतर्राष्ट्रीय न्यायालय
38,Wrong_Rationale_3,अंतर्राष्ट्रीय न्यायालय संयुक्त राष्ट्र की एक न्यायिक संस्था है जो देशों के बीच विवादों को संभालती है।
39,Question,सर्वोच्च न्यायालय में कितने न्यायाधीश होते हैं?
39,Correct_Answer_1,नौ (9)
39,Correct_Rationale_1,सर्वोच्च न्यायालय में एक मुख्य न्यायाधीश और आठ सहयोगी न्यायाधीश होते हैं।
39,Wrong_Answer_1,सात (7)
39,Wrong_Rationale_1,न्यायाधीशों की संख्या कानून द्वारा निर्धारित है और 1869 से नौ है।
39,Wrong_Answer_2,बारह (12)
39,Wrong_Rationale_2,"बारह का संबंध क्षेत्रीय अपीलीय सर्किट अदालतों की संख्या से है, न कि सर्वोच्च न्यायालय के न्यायाधीशों की संख्या से।"
39,Wrong_Answer_3,पचास (50)
39,Wrong_Rationale_3,पचास राज्यों की संख्या है।
40,Question,वर्तमान में संयुक्त राज्य अमेरिका के मुख्य न्यायाधीश कौन हैं?
40,Correct_Answer_1,जॉन रॉबर्ट्स
40,Correct_Rationale_1,जॉन जी. रॉबर्ट्स जूनियर संयुक्त राज्य अमेरिका के 17वें और वर्तमान मुख्य न्यायाधीश हैं।
40,Wrong_Answer_1,क्लेरेंस थॉमस
40,Wrong_Rationale_1,क्लेरेंस थॉमस वर्तमान में सबसे लंबे समय से सेवा करने वाले एसोसिएट जस्टिस हैं।
40,Wrong_Answer_2,मेरिक गारलैंड
40,Wrong_Rationale_2,मेरिक गारलैंड वर्तमान में अटॉर्नी जनरल हैं।
40,Wrong_Answer_3,रूथ बेडर गिन्सबर्ग
40,Wrong_Rationale_3,रूथ बेडर गिन्सबर्ग एक सम्मानित एसोसिएट जस्टिस थीं जिनका निधन 2020 में हुआ।
41,Question,"हमारे संविधान के तहत, कुछ शक्तियाँ संघीय सरकार के पास हैं। संघीय सरकार की एक शक्ति क्या है?"
41,Correct_Answer_1,मुद्रा छापना
41,Correct_Rationale_1,मुद्रा छापना संघीय सरकार की एकमात्र शक्ति है।
41,Correct_Answer_2,युद्ध की घोषणा करना
41,Correct_Rationale_2,युद्ध की घोषणा संघीय कांग्रेस की शक्ति है।
41,Correct_Answer_3,सेना बनाना
41,Correct_Rationale_3,राष्ट्रीय रक्षा के लिए सेना का गठन और रखरखाव संघीय सरकार की भूमिका है।
41,Correct_Answer_4,संधियाँ करना
41,Correct_Rationale_4,अन्य देशों के साथ आधिकारिक संधियाँ करना संघीय सरकार की शक्ति है।
41,Wrong_Answer_1,"ड्राइविंग लाइसेंस देना, शिक्षा प्रदान करना, सुरक्षा प्रदान करना (पुलिस), विवाह कानूनों को नियंत्रित करना"
41,Wrong_Rationale_1,"ड्राइविंग लाइसेंस जारी करना व्यक्तिगत राज्य सरकारों की शक्ति है। शिक्षा प्रणाली का संचालन मुख्य रूप से राज्य और स्थानीय सरकारों की जिम्मेदारी है। पुलिस बल प्रदान करना मुख्य रूप से राज्य और स्थानीय सरकारों की शक्ति है। विवाह कानूनों को नियंत्रित करना राज्य की शक्ति है, न कि संघीय।"
41,Wrong_Answer_2,"चुनाव आयोजित करना, स्थानीय न्यायालय स्थापित करना, पेशेवर लाइसेंस जारी करना, राज्य के भीतर वाणिज्य को विनियमित करना"
41,Wrong_Rationale_2,चुनाव आयोजित करना राज्य और स्थानीय सरकारों द्वारा प्रबंधित किया जाता है। स्थानीय न्यायालय स्थापित करना एक राज्य का अधिकार है। पेशेवर लाइसेंस जारी करना राज्य सरकारों द्वारा संभाला जाता है। राज्य के भीतर (इंट्रास्टेट) वाणिज्य को विनियमित करना राज्य का अधिकार है।
41,Wrong_Answer_3,"प्राकृतिक संसाधनों का प्रबंधन करना, नगरपालिकाओं की स्थापना करना, स्थानीय व्यवसायों को विनियमित करना, अग्निशमन विभाग प्रदान करना"
41,Wrong_Rationale_3,राज्य की सीमाओं के भीतर प्राकृतिक संसाधनों का प्रबंधन मुख्य रूप से राज्य की जिम्मेदारी है। नगरपालिकाओं की स्थापना राज्य और स्थानीय सरकार का कार्य है। स्थानीय व्यवसायों को विनियमित करना आमतौर पर राज्य और स्थानीय प्राधिकरणों द्वारा किया जाता है। अग्निशमन विभाग प्रदान करना स्थानीय सरकार की जिम्मेदारी है।
42,Question,"हमारे संविधान के तहत, कुछ शक्तियाँ राज्यों को प्राप्त होती हैं। राज्यों की एक शक्ति क्या है?"
42,Correct_Answer_1,शिक्षा और स्कूल प्रदान करना
42,Correct_Rationale_1,शिक्षा नीति और स्कूल संचालन मुख्य रूप से राज्यों की जिम्मेदारी है।
42,Correct_Answer_2,सुरक्षा प्रदान करना (पुलिस)
42,Correct_Rationale_2,राज्य और स्थानीय पुलिस का संचालन करके सार्वजनिक व्यवस्था बनाए रखना एक राज्य का अधिकार है।
42,Correct_Answer_3,ड्राइविंग लाइसेंस जारी करना
42,Correct_Rationale_3,प्रत्येक राज्य ड्राइविंग लाइसेंस जारी करने के लिए अपने मानक और प्रक्रियाएँ निर्धारित करता है।
42,Correct_Answer_4,सुरक्षा प्रदान करना (दमकल विभाग)
42,Correct_Rationale_4,अग्नि सुरक्षा और सुरक्षा सेवाएं आमतौर पर राज्य और स्थानीय सरकारों द्वारा प्रदान की जाती हैं।
42,Correct_Answer_5,ज़ोनिंग और भूमि उपयोग को मंजूरी देना
42,Correct_Rationale_5,राज्यों के पास अपनी सीमाओं के भीतर भूमि उपयोग और ज़ोनिंग को नियंत्रित करने का अधिकार है।
42,Wrong_Answer_1,"मुद्रा छापना, युद्ध की घोषणा करना, संधियाँ करना"
42,Wrong_Rationale_1,"मुद्रा छापना संघीय सरकार का विशेषाधिकार है, राज्यों का नहीं। युद्ध की घोषणा संघीय कांग्रेस का अधिकार है, राज्यों का नहीं। अन्य देशों के साथ संधियाँ करना संघीय सरकार का अधिकार है, राज्यों का नहीं।"
42,Wrong_Answer_2,"अंतर्राज्यीय वाणिज्य को विनियमित करना, डाकघर स्थापित करना, सिक्के बनाना"
42,Wrong_Rationale_2,ये सभी संघीय सरकार की विशेष शक्तियाँ हैं जिन्हें राज्य नहीं अपना सकते।
42,Wrong_Answer_3,"सेना बनाना, आव्रजन कानून बनाना, विदेशी व्यापार को विनियमित करना"
42,Wrong_Rationale_3,ये अतिरिक्त संघीय शक्तियाँ हैं जो संविधान के तहत व्यक्तिगत राज्यों को नहीं दी गई हैं।
43,Question,आपके राज्य के वर्तमान गवर्नर कौन हैं?
43,Correct_Answer_1,उत्तर भिन्न हो सकते हैं
43,Correct_Rationale_1,इस प्रश्न का उत्तर आपके रहने वाले राज्य पर निर्भर करता है। आपको usa.gov देखना चाहिए।
43,Wrong_Answer_1,सीनेटर का नाम
43,Wrong_Rationale_1,"एक सीनेटर संघीय विधायी शाखा का हिस्सा होता है और गवर्नर से अलग होता है, जो राज्य की कार्यकारी शाखा का प्रमुख होता है।"
43,Wrong_Answer_2,मेयर का नाम
43,Wrong_Rationale_2,"मेयर शहर सरकार का प्रमुख होता है, जबकि गवर्नर पूरे राज्य का प्रमुख होता है।"
43,Wrong_Answer_3,राष्ट्रपति का नाम
43,Wrong_Rationale_3,"राष्ट्रपति संघीय सरकार का प्रमुख होता है, जबकि गवर्नर राज्य सरकार का प्रमुख होता है।"
44,Question,आपके राज्य की राजधानी क्या है?
44,Correct_Answer_1,उत्तर अलग-अलग होंगे
44,Correct_Rationale_1,इस प्रश्न का उत्तर इस पर निर्भर करता है कि आप किस राज्य में रहते हैं।
44,Wrong_Answer_1,वाशिंगटन डी.सी.
44,Wrong_Rationale_1,"वाशिंगटन डी.सी. संयुक्त राज्य अमेरिका की राजधानी है, न कि किसी राज्य की राजधानी। प्रत्येक राज्य की अपनी राजधानी होती है।"
44,Wrong_Answer_2,न्यूयॉर्क सिटी
44,Wrong_Rationale_2,"न्यूयॉर्क सिटी न्यूयॉर्क राज्य का सबसे बड़ा शहर है, लेकिन अल्बानी न्यूयॉर्क की राजधानी है।"
44,Wrong_Answer_3,लॉस एंजेलिस
44,Wrong_Rationale_3,"लॉस एंजेलिस कैलिफोर्निया का सबसे बड़ा शहर है, लेकिन सैक्रामेंटो कैलिफोर्निया की राजधानी है।"
45,Question,संयुक्त राज्य अमेरिका में दो प्रमुख राजनीतिक दल कौन से हैं?
45,Correct_Answer_1,डेमोक्रेटिक और रिपब्लिकन
45,Correct_Rationale_1,डेमोक्रेटिक और रिपब्लिकन पार्टियां आज अमेरिकी राजनीति पर हावी दो प्रमुख पार्टियां हैं।
45,Wrong_Answer_1,लेबर और कंज़र्वेटिव
45,Wrong_Rationale_1,लेबर और कंज़र्वेटिव पार्टियां यूनाइटेड किंगडम की प्रमुख राजनीतिक पार्टियां हैं।
45,Wrong_Answer_2,लिबरल और ग्रीन
45,Wrong_Rationale_2,"लिबर्टेरियन और ग्रीन जैसी पार्टियां अमेरिका में तीसरे दल हैं, लेकिन वे दो प्रमुख दलों में से नहीं हैं।"
45,Wrong_Answer_3,सीनेट और हाउस
45,Wrong_Rationale_3,"सीनेट और हाउस कांग्रेस के दो हिस्से हैं, राजनीतिक दल नहीं।"
46,Question,वर्तमान राष्ट्रपति की राजनीतिक पार्टी क्या है?
46,Correct_Answer_1,रिपब्लिकन (पार्टी)
46,Correct_Rationale_1,राष्ट्रपति डोनाल्ड ट्रंप रिपब्लिकन पार्टी के सदस्य हैं। (जुलाई 2025 तक)
46,Wrong_Answer_1,डेमोक्रेटिक (पार्टी)
46,Wrong_Rationale_1,डेमोक्रेटिक पार्टी वर्तमान में मुख्य विपक्षी पार्टी है।
46,Wrong_Answer_2,निर्दलीय
46,Wrong_Rationale_2,"वर्तमान राष्ट्रपति एक प्रमुख पार्टी, रिपब्लिकन पार्टी के सदस्य हैं।"
46,Wrong_Answer_3,लिबर्टेरियन (पार्टी)
46,Wrong_Rationale_3,लिबर्टेरियन पार्टी अमेरिका में तीसरी पार्टियों में से एक है।
47,Question,वर्तमान में प्रतिनिधि सभा के अध्यक्ष का नाम क्या है?
47,Correct_Answer_1,माइक जॉनसन
47,Correct_Rationale_1,(जुलाई 2025 तक)
47,Wrong_Answer_1,नैन्सी पेलोसी
47,Wrong_Rationale_1,नैन्सी पेलोसी प्रतिनिधि सभा की पूर्व अध्यक्ष थीं।
47,Wrong_Answer_2,केविन मैकार्थी
47,Wrong_Rationale_2,केविन मैकार्थी माइक जॉनसन से ठीक पहले प्रतिनिधि सभा के अध्यक्ष थे।
47,Wrong_Answer_3,चक शूमर
47,Wrong_Rationale_3,चक शूमर वर्तमान में सीनेट के बहुमत नेता हैं।
48,Question,संविधान में मतदान करने वाले व्यक्तियों के बारे में चार संशोधन हैं। उनमें से एक का वर्णन करें।
48,Correct_Answer_1,अठारह (18) वर्ष और उससे अधिक आयु के नागरिक (मतदान कर सकते हैं)
48,Correct_Rationale_1,26वें संशोधन ने मतदान की आयु को घटाकर 18 वर्ष कर दिया।
48,Correct_Answer_2,आपको मतदान करने के लिए (मतदान कर) का भुगतान नहीं करना होता है
48,Correct_Rationale_2,24वें संशोधन ने संघीय चुनावों में मतदान कर समाप्त कर दिया।
48,Correct_Answer_3,कोई भी नागरिक वोट कर सकता है। (महिलाएं और पुरुष वोट कर सकते हैं।)
48,Correct_Rationale_3,19वें संशोधन ने महिलाओं को मतदान का अधिकार दिया।
48,Correct_Answer_4,किसी भी जाति का पुरुष नागरिक (वोट कर सकता है)
48,Correct_Rationale_4,15वें संशोधन ने जाति के आधार पर मतदान में भेदभाव को प्रतिबंधित कर दिया।
48,Wrong_Answer_1,"स्थायी निवासी वोट कर सकते हैं, केवल संपत्ति के मालिक लोग वोट कर सकते हैं, केवल 30 से अधिक आयु के लोग वोट कर सकते हैं, केवल कॉलेज डिग्री वाले लोग वोट कर सकते हैं"
48,Wrong_Rationale_1,"संघीय चुनावों में मतदान का अधिकार आमतौर पर अमेरिकी नागरिकों के लिए आरक्षित है, न कि स्थायी निवासियों के लिए। शुरुआती दिनों में संपत्ति का स्वामित्व आवश्यक था, लेकिन अब यह आवश्यक नहीं है। 26वें संशोधन के अनुसार मतदान की आयु 18 वर्ष या उससे अधिक है, 30 नहीं। शिक्षा का स्तर संयुक्त राज्य अमेरिका में मतदान की आवश्यकता नहीं है।"
48,Wrong_Answer_2,"केवल विवाहित लोग वोट कर सकते हैं, केवल नौकरीपेशा लोग वोट कर सकते हैं, केवल सैन्य पूर्व सैनिक वोट कर सकते हैं, केवल घर के मालिक वोट कर सकते हैं"
48,Wrong_Rationale_2,वैवाहिक स्थिति कभी भी मतदान के लिए संवैधानिक आवश्यकता नहीं रही है। रोजगार की स्थिति मतदान के लिए आवश्यक नहीं है; बेरोजगार नागरिकों के पास अभी भी मतदान का अधिकार है। मतदान के लिए सैन्य सेवा आवश्यक नहीं है; नागरिकों के समान मतदान अधिकार हैं। गृहस्वामित्व वर्तमान कानून के तहत मतदान की आवश्यकता नहीं है।
48,Wrong_Answer_3,"केवल करदाता वोट कर सकते हैं, केवल अमेरिका में जन्मे लोग वोट कर सकते हैं, केवल अंग्रेज़ी बोलने वाले लोग वोट कर सकते हैं, केवल जिनका कोई आपराधिक रिकॉर्ड नहीं है वे वोट कर सकते हैं"
48,Wrong_Rationale_3,"जबकि अधिकांश मतदाता कुछ करों का भुगतान करते हैं, कर भुगतान मतदान के लिए संवैधानिक आवश्यकता नहीं है। प्राकृतिक नागरिकों के पास अमेरिका में जन्मे लोगों के समान मतदान अधिकार हैं। मतदान के लिए भाषा की आवश्यकताओं को संघीय कानून द्वारा काफी हद तक समाप्त कर दिया गया है। जबकि कुछ राज्य कुछ अपराधियों के लिए मतदान को प्रतिबंधित करते हैं, कोई आपराधिक रिकॉर्ड न होना सार्वभौमिक संवैधानिक आवश्यकता नहीं है।"
49,Question,संयुक्त राज्य अमेरिका के नागरिकों के लिए ही एक जिम्मेदारी क्या है?
49,Correct_Answer_1,जूरी में सेवा करना
49,Correct_Rationale_1,जूरी ड्यूटी अमेरिकी नागरिकों के लिए आरक्षित एक महत्वपूर्ण जिम्मेदारी है।
49,Correct_Answer_2,संघीय चुनाव में मतदान करना
49,Correct_Rationale_2,संघीय चुनाव में मतदान करना एक नागरिक का अधिकार और एक महत्वपूर्ण जिम्मेदारी दोनों है।
49,Wrong_Answer_1,"कर चुकाना, कानून का पालन करना"
49,Wrong_Rationale_1,"कर चुकाना सभी आय वाले निवासियों (जैसे स्थायी निवासियों) की जिम्मेदारी है, केवल नागरिकों की नहीं। कानून का पालन करना संयुक्त राज्य में सभी की जिम्मेदारी है, चाहे नागरिकता की स्थिति कुछ भी हो।"
49,Wrong_Answer_2,"ड्राइविंग लाइसेंस प्राप्त करना, स्कूल जाना"
49,Wrong_Rationale_2,"ड्राइविंग लाइसेंस प्राप्त करना स्थायी निवासियों और अन्य कानूनी निवासियों के लिए उपलब्ध है, केवल नागरिकों के लिए नहीं। स्कूल में उपस्थिति सभी बच्चों के लिए अनिवार्य है, चाहे नागरिकता की स्थिति कुछ भी हो।"
49,Wrong_Answer_3,"कानूनी रूप से काम करना, समुदाय में भाग लेना"
49,Wrong_Rationale_3,"कानूनी रूप से काम करना स्थायी निवासियों और अन्य अधिकृत गैर-नागरिकों के लिए अनुमति है, केवल नागरिकों के लिए नहीं। सामुदायिक भागीदारी सभी निवासियों के लिए प्रोत्साहित की जाती है, केवल नागरिकों के लिए नहीं।"
50,Question,संयुक्त राज्य अमेरिका के नागरिकों के लिए केवल एक अधिकार का नाम बताइए।
50,Correct_Answer_1,संघीय चुनाव में मतदान करना
50,Correct_Rationale_1,संघीय चुनावों में मतदान करना नागरिकों का विशेषाधिकार है।
50,Correct_Answer_2,संघीय पद के लिए चुनाव लड़ना
50,Correct_Rationale_2,"राष्ट्रपति, सीनेटर या प्रतिनिधि जैसे संघीय पद के लिए चुनाव लड़ने का अधिकार केवल नागरिकों के लिए सुरक्षित है।"
50,Wrong_Answer_1,"धर्म की स्वतंत्रता, अभिव्यक्ति की स्वतंत्रता"
50,Wrong_Rationale_1,"धर्म की स्वतंत्रता संयुक्त राज्य अमेरिका में सभी को दी गई है, केवल नागरिकों को नहीं। अभिव्यक्ति की स्वतंत्रता भी सभी को दी गई है, केवल नागरिकों को नहीं।"
50,Wrong_Answer_2,"उचित प्रक्रिया के अधिकार, समान संरक्षण"
50,Wrong_Rationale_2,"उचित प्रक्रिया का अधिकार संयुक्त राज्य अमेरिका के अधिकार क्षेत्र में सभी व्यक्तियों को दिया गया है, केवल नागरिकों को नहीं। कानून के तहत समान संरक्षण भी सभी पर लागू होता है, चाहे नागरिकता की स्थिति कुछ भी हो।"
50,Wrong_Answer_3,"कानूनी सलाहकार का अधिकार, अनुचित तलाशी से संरक्षण"
50,Wrong_Rationale_3,"कानूनी सलाहकार का अधिकार सभी अपराध के आरोपियों को दिया जाता है, चाहे उनकी नागरिकता कुछ भी हो। अनुचित तलाशी और ज़ब्ती से संरक्षण भी संयुक्त राज्य अमेरिका में सभी पर लागू होता है, केवल नागरिकों पर नहीं।"
51,Question,संयुक्त राज्य अमेरिका में रहने वाले प्रत्येक व्यक्ति के दो अधिकार क्या हैं?
