ID,DataName,vi,
27,Wrong_Rationale_3,Tháng Mười thường là thời gian vận động giai đoạn cuối gay gắt trước cuộc bầu cử.,
28,Question,Tên của Tổng thống Hoa Kỳ hiện tại là gì?,
28,Correct_Answer_1,Donald J. Trump,
28,Correct_Rationale_1,(Tính đến tháng 7 năm 2025),
28,Wrong_Answer_1,JD Vance,
28,Wrong_Rationale_1,JD Vance là phó tổng thống đương nhiệm.,
28,Wrong_Answer_2,Mike Johnson,
28,Wrong_Rationale_2,Mike Johnson là chủ tịch Hạ viện đương nhiệm.,
28,Wrong_Answer_3,Joe Biden,
28,Wrong_Rationale_3,Joe Biden là tổng thống tiền nhiệm.,
29,Question,Tên của Phó Tổng thống Hoa Kỳ hiện tại là gì?,
29,Correct_Answer_1,JD Vance,
29,Correct_Rationale_1,(Tính đến tháng 7 năm 2025),
29,Wrong_Answer_1,Donald J. Trump,
29,Wrong_Rationale_1,Donald J. Trump là tổng thống đương nhiệm.,
29,Wrong_Answer_2,Kamala Harris,
29,Wrong_Rationale_2,Kamala Harris là phó tổng thống tiền nhiệm.,
29,Wrong_Answer_3,John Roberts,
29,Wrong_Rationale_3,John Roberts là chánh án đương nhiệm của Tòa án Tối cao.,
30,Question,"Nếu Tổng thống không thể tiếp tục phục vụ, ai sẽ trở thành Tổng thống?",
30,Correct_Answer_1,Phó Tổng thống,
30,Correct_Rationale_1,Phó Tổng thống sẽ kế nhiệm chức Tổng thống nếu Tổng thống không thể tiếp tục phục vụ.,
30,Wrong_Answer_1,Chủ tịch Hạ viện,
30,Wrong_Rationale_1,Chủ tịch Hạ viện chỉ kế nhiệm khi cả Tổng thống và Phó Tổng thống đều không thể phục vụ.,
30,Wrong_Answer_2,Chánh án Tòa án Tối cao,
30,Wrong_Rationale_2,Chánh án Tòa án Tối cao không nằm trong danh sách kế nhiệm Tổng thống.,
30,Wrong_Answer_3,Ngoại trưởng,
30,Wrong_Rationale_3,Ngoại trưởng đứng thứ tư trong danh sách kế nhiệm Tổng thống.,
31,Question,"Nếu cả Tổng thống và Phó Tổng thống đều không thể phục vụ, ai sẽ trở thành Tổng thống?",
31,Correct_Answer_1,Chủ tịch Hạ viện,
31,Correct_Rationale_1,Chủ tịch Hạ viện đứng thứ ba trong thứ tự kế vị tổng thống.,
31,Wrong_Answer_1,Ngoại trưởng,
31,Wrong_Rationale_1,"Ngoại trưởng đứng thứ tư trong thứ tự kế vị, sau Chủ tịch Hạ viện.",
31,Wrong_Answer_2,Chánh án Tòa án Tối cao,
31,Wrong_Rationale_2,Chánh án Tòa án Tối cao không nằm trong thứ tự kế vị tổng thống.,
31,Wrong_Answer_3,Chủ tịch tạm quyền Thượng viện,
31,Wrong_Rationale_3,"Chủ tịch tạm quyền Thượng viện đứng thứ tư trong thứ tự kế vị, sau Chủ tịch Hạ viện.",
32,Question,Ai là Tổng tư lệnh của quân đội?,
32,Correct_Answer_1,Tổng thống,
32,Correct_Rationale_1,Tổng thống giữ quyền tối cao đối với lực lượng vũ trang Hoa Kỳ với tư cách là Tổng tư lệnh.,
32,Wrong_Answer_1,Bộ trưởng Quốc phòng,
32,Wrong_Rationale_1,"Bộ trưởng Quốc phòng là người đứng đầu dân sự của Bộ Quốc phòng, hoạt động theo lệnh của Tổng thống.",
32,Wrong_Answer_2,Chủ tịch Hội đồng Tham mưu trưởng Liên quân,
32,Wrong_Rationale_2,Chủ tịch Hội đồng Tham mưu trưởng Liên quân là sĩ quan quân sự cấp cao nhất và là cố vấn quân sự chính cho Tổng thống.,
32,Wrong_Answer_3,Phó tổng thống,
32,Wrong_Rationale_3,Phó tổng thống không có quyền chỉ huy trực tiếp đối với quân đội.,
33,Question,Ai ký vào các dự luật để chúng trở thành luật?,
33,Correct_Answer_1,Tổng thống,
33,Correct_Rationale_1,Dự luật được Quốc hội thông qua phải được Tổng thống ký thì mới trở thành luật.,
33,Wrong_Answer_1,Chủ tịch Hạ viện,
33,Wrong_Rationale_1,Chủ tịch Hạ viện lãnh đạo quá trình thông qua dự luật ở Hạ viện nhưng không có thẩm quyền cuối cùng để ký thành luật.,
33,Wrong_Answer_2,Phó Tổng thống,
33,Wrong_Rationale_2,Phó Tổng thống có thể bỏ phiếu phá vỡ thế hòa ở Thượng viện nhưng không ký dự luật thành luật.,
33,Wrong_Answer_3,Chánh án Tòa án Tối cao,
33,Wrong_Rationale_3,Chánh án Tòa án Tối cao giải thích luật pháp và không tham gia vào quá trình lập pháp.,
34,Question,Ai phủ quyết các dự luật?,
34,Correct_Answer_1,Tổng thống,
34,Correct_Rationale_1,Tổng thống có quyền phủ quyết các dự luật được Quốc hội thông qua.,
34,Wrong_Answer_1,Quốc hội,
34,Wrong_Rationale_1,Quốc hội thông qua các dự luật; họ cũng có thể bác bỏ quyền phủ quyết của tổng thống.,
34,Wrong_Answer_2,Tòa án Tối cao,
34,Wrong_Rationale_2,"Tòa án Tối cao có thể tuyên bố một đạo luật là vi hiến sau khi được ban hành, nhưng không thể phủ quyết dự luật.",
34,Wrong_Answer_3,Thống đốc,
34,Wrong_Rationale_3,"Thống đốc có quyền phủ quyết các đạo luật của tiểu bang, không phải luật liên bang.",
35,Question,Nội các của Tổng thống làm gì?,
35,Correct_Answer_1,tư vấn cho Tổng thống,
35,Correct_Rationale_1,"Nội các, bao gồm các lãnh đạo của các bộ hành pháp, cung cấp lời khuyên chuyên môn cho Tổng thống.",
35,Wrong_Answer_1,làm luật,
35,Wrong_Rationale_1,Luật được làm bởi Quốc hội.,
35,Wrong_Answer_2,bầu Tổng thống,
35,Wrong_Rationale_2,Tổng thống được bầu bởi nhân dân và Cử tri đoàn.,
35,Wrong_Answer_3,tuyên chiến,
35,Wrong_Rationale_3,Tuyên chiến là quyền hạn độc quyền của Quốc hội.,
36,Question,Hai vị trí cấp nội các nào?,
36,Correct_Answer_1,Bộ trưởng Ngoại giao,
36,Correct_Rationale_1,"Bộ trưởng Ngoại giao là một thành viên quan trọng của nội các, phụ trách chính sách đối ngoại.",
36,Correct_Answer_2,Bộ trưởng Tài chính,
36,Correct_Rationale_2,Bộ trưởng Tài chính chịu trách nhiệm về chính sách tài chính và kinh tế của quốc gia.,
36,Correct_Answer_3,Bộ trưởng Quốc phòng,
36,Correct_Rationale_3,Bộ trưởng Quốc phòng giám sát chính sách quân sự và quốc phòng.,
36,Correct_Answer_4,Tổng chưởng lý,
36,Correct_Rationale_4,Tổng chưởng lý là người đứng đầu Bộ Tư pháp và là quan chức thực thi pháp luật cao nhất.,
36,Correct_Answer_5,Bộ trưởng Nông nghiệp,
36,Correct_Rationale_5,"Bộ trưởng Nông nghiệp giám sát nông nghiệp, an toàn thực phẩm và các chính sách phát triển nông thôn.",
36,Correct_Answer_6,Bộ trưởng Thương mại,
36,Correct_Rationale_6,Bộ trưởng Thương mại thúc đẩy tăng trưởng kinh tế và thương mại.,
36,Correct_Answer_7,Bộ trưởng Giáo dục,
36,Correct_Rationale_7,Bộ trưởng Giáo dục giám sát chính sách và chương trình giáo dục liên bang.,
36,Correct_Answer_8,Bộ trưởng Năng lượng,
36,Correct_Rationale_8,Bộ trưởng Năng lượng quản lý chính sách năng lượng và an ninh hạt nhân.,
36,Correct_Answer_9,Bộ trưởng Y tế và Dịch vụ Nhân sinh,
36,Correct_Rationale_9,Bộ trưởng Y tế và Dịch vụ Nhân sinh giám sát các chương trình y tế và phúc lợi.,
36,Correct_Answer_10,Bộ trưởng An ninh Nội địa,
36,Correct_Rationale_10,Bộ trưởng An ninh Nội địa bảo vệ quốc gia khỏi các mối đe dọa an ninh.,
36,Correct_Answer_11,Bộ trưởng Nhà ở và Phát triển Đô thị,
36,Correct_Rationale_11,Bộ trưởng Nhà ở và Phát triển Đô thị giám sát các chính sách về nhà ở và phát triển đô thị.,
36,Correct_Answer_12,Bộ trưởng Nội vụ,
36,Correct_Rationale_12,Bộ trưởng Nội vụ quản lý đất công và tài nguyên thiên nhiên.,
36,Correct_Answer_13,Bộ trưởng Lao động,
36,Correct_Rationale_13,Bộ trưởng Lao động giám sát an toàn lao động và quan hệ lao động.,
36,Correct_Answer_14,Bộ trưởng Giao thông vận tải,
36,Correct_Rationale_14,Bộ trưởng Giao thông vận tải giám sát cơ sở hạ tầng giao thông và an toàn.,
36,Correct_Answer_15,Bộ trưởng Cựu chiến binh,
36,Correct_Rationale_15,Bộ trưởng Cựu chiến binh cung cấp dịch vụ cho các cựu quân nhân.,
36,Correct_Answer_16,Phó Tổng thống,
36,Correct_Rationale_16,Phó Tổng thống cũng được coi là một vị trí cấp nội các.,
36,Wrong_Answer_1,"Chánh án, Chủ tịch Hạ viện, Lãnh đạo phe đa số Thượng viện, Lãnh đạo phe thiểu số Hạ viện",
36,Wrong_Rationale_1,"Chánh án là người đứng đầu ngành tư pháp và không phải là thành viên nội các hành pháp. Chủ tịch Hạ viện là lãnh đạo của ngành lập pháp, không phải thành viên nội các. Lãnh đạo phe đa số Thượng viện là vị trí lập pháp. Lãnh đạo phe thiểu số Hạ viện cũng là vị trí lập pháp.",
36,Wrong_Answer_2,"Chủ tịch Cục Dự trữ Liên bang, Thẩm phán Tòa án Tối cao, Thượng nghị sĩ Hoa Kỳ, Hạ nghị sĩ Hoa Kỳ",
36,Wrong_Rationale_2,"Chủ tịch Cục Dự trữ Liên bang là một vị trí độc lập, không phải thành viên nội các. Các Thẩm phán Tòa án Tối cao thuộc ngành tư pháp. Các Thượng nghị sĩ và Hạ nghị sĩ Hoa Kỳ thuộc ngành lập pháp, không phải nội các hành pháp.",
36,Wrong_Answer_3,"Thống đốc bang, Thị trưởng, Ủy viên quận, Nghị viên hội đồng thành phố",
36,Wrong_Rationale_3,"Các Thống đốc bang là các nhà lãnh đạo cấp bang, không phải thành viên nội các liên bang. Thị trưởng là quan chức chính quyền địa phương. Ủy viên quận phục vụ ở cấp quận. Nghị viên hội đồng thành phố là quan chức chính quyền địa phương. Không ai trong số này là chức vụ nội các liên bang.",
37,Question,Ngành tư pháp làm gì?,
37,Correct_Answer_1,xem xét luật pháp,
37,Correct_Rationale_1,Ngành tư pháp xem xét luật pháp để đảm bảo chúng hợp hiến.,
37,Correct_Answer_2,giải thích luật pháp,
37,Correct_Rationale_2,Ngành tư pháp diễn giải ý nghĩa của luật pháp và áp dụng vào các vụ việc cụ thể.,
37,Correct_Answer_3,giải quyết tranh chấp,
37,Correct_Rationale_3,Nó giải quyết các tranh chấp pháp lý bằng cách đưa ra phán quyết.,
37,Correct_Answer_4,quyết định xem một đạo luật có vi phạm Hiến pháp hay không,
37,Correct_Rationale_4,Ngành tư pháp có quyền xem xét tư pháp để xác định luật có hợp hiến hay không.,
37,Wrong_Answer_1,"ban hành luật, thực thi luật, cố vấn cho Tổng thống",
37,Wrong_Rationale_1,Quốc hội ban hành luật. Cơ quan hành pháp thực thi luật. Vai trò của Nội các là tư vấn cho Tổng thống.,
37,Wrong_Answer_2,"thu thuế, in tiền, điều tiết thương mại",
37,Wrong_Rationale_2,"Đây là quyền hạn của Quốc hội, không phải của ngành tư pháp.",
37,Wrong_Answer_3,"chỉ huy quân đội, đàm phán các hiệp ước, bổ nhiệm các đại sứ",
37,Wrong_Rationale_3,"Đây là quyền hạn của Tổng thống, không phải của ngành tư pháp.",
38,Question,Tòa án cao nhất ở Hoa Kỳ là gì?,
38,Correct_Answer_1,Tòa án Tối cao,
38,Correct_Rationale_1,Tòa án Tối cao là tòa án cao nhất trong hệ thống tư pháp Hoa Kỳ.,
38,Wrong_Answer_1,Tòa án Tối cao của tiểu bang,
38,Wrong_Rationale_1,"Tòa án Tối cao của tiểu bang là cao nhất trong hệ thống tư pháp của tiểu bang đó, nhưng Tòa án Tối cao Hoa Kỳ cao hơn cho toàn quốc.",
38,Wrong_Answer_2,tòa phúc thẩm,
38,Wrong_Rationale_2,Tòa phúc thẩm là tòa án cấp dưới so với Tòa án Tối cao.,
38,Wrong_Answer_3,Tòa án Công lý Quốc tế,
38,Wrong_Rationale_3,Tòa án Công lý Quốc tế là cơ quan tư pháp của Liên Hợp Quốc xử lý tranh chấp giữa các quốc gia.,
39,Question,Có bao nhiêu thẩm phán trong Tòa án Tối cao?,
39,Correct_Answer_1,Chín (9),
39,Correct_Rationale_1,Tòa án Tối cao gồm một Chánh án và tám Thẩm phán liên kết.,
39,Wrong_Answer_1,Bảy (7),
39,Wrong_Rationale_1,Số lượng thẩm phán được quy định bởi luật và đã là chín từ năm 1869.,
39,Wrong_Answer_2,Mười hai (12),
39,Wrong_Rationale_2,"Mười hai liên quan đến số lượng tòa phúc thẩm liên bang khu vực, không phải số lượng thẩm phán của Tòa án Tối cao.",
39,Wrong_Answer_3,Năm mươi (50),
39,Wrong_Rationale_3,Năm mươi là số tiểu bang.,
40,Question,"Hiện tại, ai là Chánh án Tòa án Tối cao Hoa Kỳ?",
40,Correct_Answer_1,John Roberts,
40,Correct_Rationale_1,"John G. Roberts, Jr. là Chánh án thứ 17 và đương nhiệm.",
40,Wrong_Answer_1,Clarence Thomas,
40,Wrong_Rationale_1,Clarence Thomas hiện là Thẩm phán liên bang phục vụ lâu nhất hiện nay.,
40,Wrong_Answer_2,Merrick Garland,
40,Wrong_Rationale_2,Merrick Garland hiện là Tổng chưởng lý Hoa Kỳ.,
40,Wrong_Answer_3,Ruth Bader Ginsburg,
40,Wrong_Rationale_3,"Ruth Bader Ginsburg là một Thẩm phán liên bang được kính trọng, qua đời năm 2020.",
41,Question,"Theo Hiến pháp của chúng ta, một số quyền thuộc về chính phủ liên bang. Một quyền của chính phủ liên bang là gì?",
41,Correct_Answer_1,in tiền,
41,Correct_Rationale_1,In tiền là quyền độc quyền của chính phủ liên bang.,
41,Correct_Answer_2,tuyên chiến,
41,Correct_Rationale_2,Tuyên chiến là quyền hạn của Quốc hội liên bang.,
41,Correct_Answer_3,thành lập quân đội,
41,Correct_Rationale_3,Việc thành lập và duy trì quân đội cho quốc phòng là vai trò của chính phủ liên bang.,
41,Correct_Answer_4,ký kết hiệp ước,
41,Correct_Rationale_4,Việc ký kết các hiệp ước chính thức với các quốc gia khác là quyền hạn của chính phủ liên bang.,
41,Wrong_Answer_1,"cấp bằng lái xe, cung cấp giáo dục, cung cấp bảo vệ (cảnh sát), điều chỉnh luật hôn nhân",
41,Wrong_Rationale_1,"Cấp bằng lái xe là quyền của các chính quyền tiểu bang riêng lẻ. Vận hành hệ thống giáo dục chủ yếu là trách nhiệm của chính quyền tiểu bang và địa phương. Cung cấp lực lượng cảnh sát chủ yếu là quyền hạn của chính quyền tiểu bang và địa phương. Điều chỉnh luật hôn nhân là quyền của tiểu bang, không phải liên bang.",
41,Wrong_Answer_2,"tổ chức bầu cử, thành lập tòa án địa phương, cấp giấy phép hành nghề, điều chỉnh thương mại nội bang",
41,Wrong_Rationale_2,Việc tổ chức bầu cử do chính quyền bang và địa phương quản lý. Việc thành lập tòa án địa phương là quyền hạn của bang. Việc cấp giấy phép hành nghề do chính quyền bang đảm nhiệm. Điều chỉnh thương mại trong bang (nội bang) là quyền hạn của bang.,
41,Wrong_Answer_3,"quản lý tài nguyên thiên nhiên, thành lập các đô thị, điều chỉnh các doanh nghiệp địa phương, cung cấp sở cứu hỏa",
41,Wrong_Rationale_3,Việc quản lý tài nguyên thiên nhiên trong phạm vi bang chủ yếu là trách nhiệm của bang. Việc thành lập các đô thị là chức năng của chính quyền bang và địa phương. Điều chỉnh các doanh nghiệp địa phương thường do chính quyền bang và địa phương thực hiện. Cung cấp sở cứu hỏa là trách nhiệm của chính quyền địa phương.,
42,Question,"Theo Hiến pháp của chúng ta, một số quyền thuộc về các bang. Một quyền của các bang là gì?",
42,Correct_Answer_1,cung cấp giáo dục và trường học,
42,Correct_Rationale_1,Chính sách giáo dục và hoạt động trường học chủ yếu là trách nhiệm của các bang.,
42,Correct_Answer_2,cung cấp bảo vệ (cảnh sát),
42,Correct_Rationale_2,Duy trì trật tự công cộng bằng cách vận hành cảnh sát bang và địa phương là quyền lực của bang.,
42,Correct_Answer_3,cấp bằng lái xe,
42,Correct_Rationale_3,Mỗi bang đặt ra tiêu chuẩn và thủ tục riêng để cấp bằng lái xe.,
42,Correct_Answer_4,cung cấp an toàn (sở cứu hỏa),
42,Correct_Rationale_4,Dịch vụ bảo vệ phòng cháy chữa cháy và an toàn thường do chính quyền bang và địa phương cung cấp.,
42,Correct_Answer_5,phê duyệt quy hoạch và sử dụng đất,
42,Correct_Rationale_5,Các bang có quyền điều chỉnh việc sử dụng đất và quy hoạch trong phạm vi lãnh thổ của mình.,
42,Wrong_Answer_1,"in tiền, tuyên chiến, ký kết hiệp ước",
42,Wrong_Rationale_1,"Việc in tiền là quyền hạn độc quyền của chính phủ liên bang, không phải của các bang. Tuyên chiến là quyền của Quốc hội liên bang, không phải của các bang. Ký kết hiệp ước với các quốc gia khác là quyền của chính phủ liên bang, không phải của các bang.",
42,Wrong_Answer_2,"điều tiết thương mại liên bang, thành lập bưu điện, đúc tiền",
42,Wrong_Rationale_2,Đây đều là quyền hạn độc quyền của chính phủ liên bang mà các bang không thể thực hiện.,
42,Wrong_Answer_3,"thành lập quân đội, ban hành luật nhập cư, điều chỉnh thương mại nước ngoài",
42,Wrong_Rationale_3,Đây là các quyền lực liên bang bổ sung không được trao cho các bang riêng lẻ theo Hiến pháp.,
43,Question,Ai là thống đốc bang của bạn hiện tại?,
43,Correct_Answer_1,Câu trả lời sẽ khác nhau,
43,Correct_Rationale_1,Câu trả lời cho câu hỏi này phụ thuộc vào tiểu bang bạn đang sống. Bạn nên kiểm tra tại usa.gov.,
43,Wrong_Answer_1,Tên của thượng nghị sĩ,
43,Wrong_Rationale_1,"Thượng nghị sĩ là thành viên của cơ quan lập pháp liên bang và khác với thống đốc, người đứng đầu cơ quan hành pháp của tiểu bang.",
43,Wrong_Answer_2,Tên của thị trưởng,
43,Wrong_Rationale_2,"Thị trưởng là người đứng đầu chính quyền thành phố, khác với thống đốc là người đứng đầu toàn bộ tiểu bang.",
43,Wrong_Answer_3,Tên của tổng thống,
43,Wrong_Rationale_3,"Tổng thống là người đứng đầu chính phủ liên bang, khác với thống đốc là người đứng đầu chính quyền tiểu bang.",
44,Question,Thủ phủ của bang bạn là gì?,
44,Correct_Answer_1,Câu trả lời sẽ khác nhau,
44,Correct_Rationale_1,Câu trả lời cho câu hỏi này phụ thuộc vào tiểu bang bạn đang sống.,
44,Wrong_Answer_1,Washington D.C.,
44,Wrong_Rationale_1,"Washington, D.C. là thủ đô của Hoa Kỳ, không phải thủ phủ của một bang. Mỗi bang có thủ phủ riêng.",
44,Wrong_Answer_2,Thành phố New York,
44,Wrong_Rationale_2,"Thành phố New York là thành phố lớn nhất ở bang New York, nhưng Albany là thủ phủ của bang này.",
44,Wrong_Answer_3,Los Angeles,
44,Wrong_Rationale_3,"Los Angeles là thành phố lớn nhất ở California, nhưng Sacramento là thủ phủ của bang này.",
45,Question,Hai đảng chính ở Hoa Kỳ là gì?,
45,Correct_Answer_1,Dân chủ và Cộng hòa,
45,Correct_Rationale_1,Đảng Dân chủ và Đảng Cộng hòa là hai đảng chính chi phối chính trị Hoa Kỳ ngày nay.,
45,Wrong_Answer_1,Công đảng và Bảo thủ,
45,Wrong_Rationale_1,Công đảng và Đảng Bảo thủ là các đảng chính ở Vương quốc Anh.,
45,Wrong_Answer_2,Tự do và Xanh,
45,Wrong_Rationale_2,"Các đảng như Đảng Tự do và Đảng Xanh là các đảng thứ ba ở Hoa Kỳ, nhưng không phải là một trong hai đảng chính.",
45,Wrong_Answer_3,Thượng viện và Hạ viện,
45,Wrong_Rationale_3,"Thượng viện và Hạ viện là hai phần của Quốc hội, không phải là các đảng chính trị.",
46,Question,Tổng thống hiện tại thuộc đảng chính trị nào?,
46,Correct_Answer_1,Cộng hòa (Đảng),
46,Correct_Rationale_1,Tổng thống Donald Trump là thành viên của Đảng Cộng hòa. (Tính đến tháng 7 năm 2025),
46,Wrong_Answer_1,Dân chủ (Đảng),
46,Wrong_Rationale_1,Đảng Dân chủ hiện là đảng đối lập chính.,
46,Wrong_Answer_2,Độc lập,
46,Wrong_Rationale_2,"Tổng thống đương nhiệm là thành viên của một đảng lớn, Đảng Cộng hòa.",
46,Wrong_Answer_3,Tự do (Đảng),
46,Wrong_Rationale_3,Đảng Tự do là một trong những đảng thứ ba ở Hoa Kỳ.,
47,Question,Tên của Chủ tịch Hạ viện hiện tại là gì?,
47,Correct_Answer_1,Mike Johnson,
47,Correct_Rationale_1,(Tính đến tháng 7 năm 2025),
47,Wrong_Answer_1,Nancy Pelosi,
47,Wrong_Rationale_1,Nancy Pelosi từng là Chủ tịch Hạ viện trước đây.,
47,Wrong_Answer_2,Kevin McCarthy,
47,Wrong_Rationale_2,Kevin McCarthy là Chủ tịch Hạ viện ngay trước Mike Johnson.,
47,Wrong_Answer_3,Chuck Schumer,
47,Wrong_Rationale_3,Chuck Schumer hiện là Lãnh đạo Đa số Thượng viện.,
48,Question,Có bốn tu chính án trong Hiến pháp quy định ai có thể bỏ phiếu. Hãy mô tả một trong số đó.,
48,Correct_Answer_1,Công dân từ mười tám (18) tuổi trở lên (có thể bỏ phiếu),
48,Correct_Rationale_1,Tu chính án thứ 26 đã hạ độ tuổi bỏ phiếu xuống 18.,
48,Correct_Answer_2,Bạn không phải trả (thuế bầu cử) để bỏ phiếu,
48,Correct_Rationale_2,Tu chính án thứ 24 đã bãi bỏ thuế bầu cử trong các cuộc bầu cử liên bang.,
48,Correct_Answer_3,Bất kỳ công dân nào cũng có thể bỏ phiếu. (Phụ nữ và đàn ông đều có thể bỏ phiếu.),
48,Correct_Rationale_3,Tu chính án thứ 19 đã trao cho phụ nữ quyền bầu cử.,
48,Correct_Answer_4,Nam giới thuộc bất kỳ chủng tộc nào (đều có thể bỏ phiếu),
48,Correct_Rationale_4,Tu chính án thứ 15 cấm phân biệt đối xử trong bầu cử dựa trên chủng tộc.,
48,Wrong_Answer_1,"Thường trú nhân có thể bỏ phiếu, chỉ những người sở hữu tài sản mới được bỏ phiếu, chỉ những người trên 30 tuổi mới được bỏ phiếu, chỉ những người có bằng đại học mới được bỏ phiếu",
48,Wrong_Rationale_1,"Quyền bỏ phiếu trong các cuộc bầu cử liên bang thường dành cho công dân Hoa Kỳ, không dành cho thường trú nhân. Trước đây, sở hữu tài sản là yêu cầu bắt buộc nhưng hiện tại không còn. Theo Tu chính án thứ 26, tuổi bỏ phiếu là từ 18 trở lên, không phải 30. Trình độ học vấn không phải là yêu cầu để bỏ phiếu ở Hoa Kỳ.",
48,Wrong_Answer_2,"Chỉ những người đã kết hôn mới được bỏ phiếu, Chỉ những người có việc làm mới được bỏ phiếu, Chỉ các cựu chiến binh mới được bỏ phiếu, Chỉ những người sở hữu nhà mới được bỏ phiếu",
48,Wrong_Rationale_2,Tình trạng hôn nhân chưa bao giờ là điều kiện theo hiến pháp để bỏ phiếu. Tình trạng việc làm không phải là điều kiện để bỏ phiếu; công dân thất nghiệp vẫn giữ quyền bầu cử. Không yêu cầu phục vụ quân sự để bỏ phiếu; công dân thường có quyền bầu cử ngang nhau. Quyền sở hữu nhà không phải là điều kiện để bỏ phiếu theo luật hiện hành.,
48,Wrong_Answer_3,"Chỉ những người nộp thuế mới được bỏ phiếu, Chỉ những người sinh ra tại Hoa Kỳ mới được bỏ phiếu, Chỉ những người nói tiếng Anh mới được bỏ phiếu, Chỉ những người không có tiền án mới được bỏ phiếu",
48,Wrong_Rationale_3,"Mặc dù hầu hết cử tri trả một số loại thuế, việc nộp thuế không phải là điều kiện theo hiến pháp để bỏ phiếu. Công dân nhập tịch có quyền bầu cử như những người sinh ra tại Hoa Kỳ. Yêu cầu về ngôn ngữ để bỏ phiếu đã bị loại bỏ phần lớn bởi luật liên bang. Mặc dù một số bang hạn chế quyền bầu cử đối với một số tội phạm, việc không có tiền án không phải là điều kiện theo hiến pháp phổ quát.",
49,Question,Trách nhiệm nào chỉ dành cho công dân Hoa Kỳ?,
49,Correct_Answer_1,tham gia bồi thẩm đoàn,
49,Correct_Rationale_1,Nghĩa vụ làm bồi thẩm viên là một trách nhiệm quan trọng dành riêng cho công dân Hoa Kỳ.,
49,Correct_Answer_2,bỏ phiếu trong một cuộc bầu cử liên bang,
49,Correct_Rationale_2,Việc bỏ phiếu trong một cuộc bầu cử liên bang vừa là quyền vừa là trách nhiệm quan trọng của công dân.,
49,Wrong_Answer_1,"nộp thuế, tuân thủ pháp luật",
49,Wrong_Rationale_1,"Nộp thuế là trách nhiệm của tất cả cư dân có thu nhập (như thường trú nhân), không chỉ của công dân. Tuân thủ pháp luật là trách nhiệm của mọi người ở Hoa Kỳ, bất kể tình trạng quốc tịch.",
49,Wrong_Answer_2,"lấy bằng lái xe, đi học",
49,Wrong_Rationale_2,"Việc lấy bằng lái xe được áp dụng cho thường trú nhân và các cư dân hợp pháp khác, không chỉ công dân. Việc đến trường là bắt buộc đối với tất cả trẻ em, bất kể tình trạng quốc tịch.",
49,Wrong_Answer_3,"làm việc hợp pháp, tham gia cộng đồng",
49,Wrong_Rationale_3,"Làm việc hợp pháp được phép đối với thường trú nhân và những người không phải công dân nhưng được phép, không chỉ dành cho công dân. Sự tham gia vào cộng đồng được khuyến khích cho tất cả cư dân, không chỉ công dân.",
50,Question,Nêu một quyền chỉ dành cho công dân Hoa Kỳ.,
50,Correct_Answer_1,bỏ phiếu trong một cuộc bầu cử liên bang,
50,Correct_Rationale_1,Quyền bỏ phiếu trong các cuộc bầu cử liên bang là quyền riêng của công dân.,
50,Correct_Answer_2,ra tranh cử vào chức vụ liên bang,
50,Correct_Rationale_2,"Quyền ra tranh cử vào các chức vụ liên bang, như Tổng thống, Thượng nghị sĩ hoặc Hạ nghị sĩ, là dành riêng cho công dân.",
50,Wrong_Answer_1,"tự do tôn giáo, tự do ngôn luận",
50,Wrong_Rationale_1,"Quyền tự do tôn giáo được đảm bảo cho tất cả mọi người ở Hoa Kỳ, không chỉ công dân. Quyền tự do ngôn luận cũng được đảm bảo cho tất cả mọi người ở Hoa Kỳ, không chỉ công dân.",
50,Wrong_Answer_2,"quyền được xét xử đúng thủ tục, bảo vệ bình đẳng",
50,Wrong_Rationale_2,"Quyền được xét xử đúng thủ tục được bảo đảm cho tất cả mọi người trong phạm vi pháp lý của Hoa Kỳ, không chỉ công dân. Quyền được bảo vệ bình đẳng theo pháp luật áp dụng cho tất cả mọi người ở Hoa Kỳ, bất kể tình trạng quốc tịch.",
50,Wrong_Answer_3,"quyền có luật sư, bảo vệ khỏi việc khám xét vô lý",
50,Wrong_Rationale_3,"Quyền có luật sư được bảo đảm cho tất cả những người bị buộc tội phạm, bất kể quốc tịch. Quyền được bảo vệ khỏi việc khám xét và tịch thu vô lý áp dụng cho tất cả mọi người ở Hoa Kỳ, không chỉ công dân.",
51,Question,Hai quyền của mọi người sống ở Hoa Kỳ là gì?,
51,Correct_Answer_1,tự do ngôn luận,
51,Correct_Rationale_1,Mọi người ở Hoa Kỳ đều có quyền bày tỏ ý kiến của mình.,
51,Correct_Answer_2,tự do phát biểu,
51,Correct_Rationale_2,Mọi người ở Hoa Kỳ đều có quyền nói tự do.,
51,Correct_Answer_3,quyền hội họp,
51,Correct_Rationale_3,Mọi người ở Hoa Kỳ đều có quyền tụ họp một cách ôn hòa.,
51,Correct_Answer_4,quyền kiến nghị chính phủ,
51,Correct_Rationale_4,Mọi người ở Hoa Kỳ đều có quyền kiến nghị chính phủ giải quyết khiếu nại.,
51,Correct_Answer_5,tự do tôn giáo,
51,Correct_Rationale_5,Mọi người ở Hoa Kỳ đều có quyền theo bất kỳ tôn giáo nào hoặc không theo tôn giáo nào.,
51,Correct_Answer_6,quyền mang vũ khí,
51,Correct_Rationale_6,Tu chính án thứ hai bảo vệ quyền sở hữu và mang vũ khí.,
