ID,DataName,tl,
25,Wrong_Answer_2,(dahil sa) yaman ng estado,
25,Wrong_Rationale_2,"Ang populasyon, hindi ang kapangyarihang pang-ekonomiya ng estado, ang pamantayan.",
25,Wrong_Answer_3,dahil sa kung kailan itinatag ang estado,
25,Wrong_Rationale_3,Ang pagkakasunod ng pagsali ng estado sa Unyon ay hindi nakakaapekto sa bilang ng mga kinatawan nito.,
26,Question,Ilang taon natin inihahalal ang isang pangulo?,
26,Correct_Answer_1,Apat (4),
26,Correct_Rationale_1,Ang termino ng pangulo ay apat na taon.,
26,Wrong_Answer_1,Dalawa (2),
26,Wrong_Rationale_1,Dalawang taon ang termino ng isang miyembro ng Kapulungan ng mga Kinatawan.,
26,Wrong_Answer_2,Anim (6),
26,Wrong_Rationale_2,Anim na taon ang termino ng isang senador.,
26,Wrong_Answer_3,Lima (5),
26,Wrong_Rationale_3,Walang mga opisina ng pederal sa U.S. na may limang taong termino.,
27,Question,Sa anong buwan tayo bumoboto para sa Pangulo?,
27,Correct_Answer_1,Nobyembre,
27,Correct_Rationale_1,Ang halalan ng Pangulo ng U.S. ay ginaganap tuwing apat na taon sa Martes pagkatapos ng unang Lunes ng Nobyembre.,
27,Wrong_Answer_1,Enero,
27,Wrong_Rationale_1,Ang bagong Pangulo ay nanunumpa sa Enero.,
27,Wrong_Answer_2,Hulyo,
27,Wrong_Rationale_2,Ang ika-4 ng Hulyo ay Araw ng Kalayaan.,
27,Wrong_Answer_3,Oktubre,
27,Wrong_Rationale_3,Karaniwang panahon ng matinding kampanya sa huling yugto ang Oktubre bago ang halalan.,
28,Question,Ano ang pangalan ng kasalukuyang pangulo ng Estados Unidos?,
28,Correct_Answer_1,Donald J. Trump,
28,Correct_Rationale_1,(Noong Hulyo 2025),
28,Wrong_Answer_1,JD Vance,
28,Wrong_Rationale_1,Si JD Vance ang kasalukuyang bise presidente.,
28,Wrong_Answer_2,Mike Johnson,
28,Wrong_Rationale_2,Si Mike Johnson ang kasalukuyang speaker ng Kapulungan ng mga Kinatawan.,
28,Wrong_Answer_3,Joe Biden,
28,Wrong_Rationale_3,Si Joe Biden ang dating pangulo.,
29,Question,Ano ang pangalan ng kasalukuyang bise presidente ng Estados Unidos?,
29,Correct_Answer_1,JD Vance,
29,Correct_Rationale_1,(Noong Hulyo 2025),
29,Wrong_Answer_1,Donald J. Trump,
29,Wrong_Rationale_1,Si Donald J. Trump ang kasalukuyang pangulo.,
29,Wrong_Answer_2,Kamala Harris,
29,Wrong_Rationale_2,Si Kamala Harris ang dating bise presidente.,
29,Wrong_Answer_3,John Roberts,
29,Wrong_Rationale_3,Si John Roberts ang kasalukuyang punong mahistrado.,
30,Question,"Kung hindi na makakapagsilbi ang pangulo, sino ang magiging pangulo?",
30,Correct_Answer_1,ang Pangalawang Pangulo,
30,Correct_Rationale_1,Ang Pangalawang Pangulo ang papalit bilang pangulo kung hindi na makakapagsilbi ang pangulo.,
30,Wrong_Answer_1,ang Ispiker ng Kapulungan,
30,Wrong_Rationale_1,Ang Ispiker ng Kapulungan ay papalit lamang bilang pangulo kung parehong hindi na makakapagsilbi ang pangulo at pangalawang pangulo.,
30,Wrong_Answer_2,ang Punong Mahistrado,
30,Wrong_Rationale_2,Ang Punong Mahistrado ay wala sa linya ng pagpapalit sa pangulo.,
30,Wrong_Answer_3,ang Kalihim ng Estado,
30,Wrong_Rationale_3,Ang Kalihim ng Estado ay pang-apat sa linya ng pagpapalit sa pangulo.,
31,Question,"Kung parehong hindi na makakapaglingkod ang Pangulo at ang Pangalawang Pangulo, sino ang magiging Pangulo?",
31,Correct_Answer_1,ang Tagapagsalita ng Kapulungan,
31,Correct_Rationale_1,Ang Tagapagsalita ng Kapulungan ay pangatlo sa linya ng paghalili sa pagkapangulo.,
31,Wrong_Answer_1,ang Kalihim ng Estado,
31,Wrong_Rationale_1,"Ang Kalihim ng Estado ay pang-apat sa linya ng paghalili, kasunod ng Tagapagsalita ng Kapulungan.",
31,Wrong_Answer_2,ang Punong Mahistrado,
31,Wrong_Rationale_2,Ang Punong Mahistrado ay hindi kasama sa linya ng paghalili sa pagkapangulo.,
31,Wrong_Answer_3,ang Pangulo pro tempore ng Senado,
31,Wrong_Rationale_3,"Ang Pangulo pro tempore ng Senado ay pang-apat sa linya, kasunod ng Tagapagsalita ng Kapulungan.",
32,Question,Sino ang Commander in Chief ng sandatahang lakas?,
32,Correct_Answer_1,ang Pangulo,
32,Correct_Rationale_1,Ang Pangulo ang may pinakamataas na kapangyarihan sa sandatahang lakas ng U.S. bilang Commander in Chief.,
32,Wrong_Answer_1,ang Kalihim ng Depensa,
32,Wrong_Rationale_1,Ang Kalihim ng Depensa ay ang sibilyang pinuno ng Kagawaran ng Depensa at kumikilos sa ilalim ng utos ng Pangulo.,
32,Wrong_Answer_2,ang Tagapangulo ng Pinagsamang mga Hepe ng Kawani,
32,Wrong_Rationale_2,Ang Tagapangulo ng Pinagsamang mga Hepe ng Kawani ay ang pinakamataas na ranggong opisyal ng militar at pangunahing tagapayo militar ng Pangulo.,
32,Wrong_Answer_3,ang Pangalawang Pangulo,
32,Wrong_Rationale_3,Ang Pangalawang Pangulo ay walang direktang kapangyarihang mag-utos sa militar.,
33,Question,Sino ang pumipirma ng mga panukalang batas upang maging mga batas?,
33,Correct_Answer_1,ang Pangulo,
33,Correct_Rationale_1,Ang panukalang batas na ipinasa ng Kongreso ay dapat pirmahan ng Pangulo upang maging batas.,
33,Wrong_Answer_1,ang Speaker ng Kapulungan,
33,Wrong_Rationale_1,"Pinamumunuan ng Speaker ng Kapulungan ang proseso para maipasa ang panukalang batas sa Kapulungan, ngunit wala siyang huling kapangyarihan na pirmahan ito bilang batas.",
33,Wrong_Answer_2,ang Pangalawang Pangulo,
33,Wrong_Rationale_2,Maaaring bumoto ang Pangalawang Pangulo upang tapusin ang tabla sa Senado ngunit hindi siya pumipirma ng mga panukalang batas upang maging batas.,
33,Wrong_Answer_3,ang Punong Mahistrado,
33,Wrong_Rationale_3,Ang Punong Mahistrado ay nagbibigay-kahulugan sa mga batas at hindi nakikilahok sa proseso ng paggawa ng batas.,
34,Question,Sino ang nagbe-veto ng mga panukalang batas?,
34,Correct_Answer_1,ang Pangulo,
34,Correct_Rationale_1,May kapangyarihan ang Pangulo na i-veto ang mga panukalang batas na ipinasa ng Kongreso.,
34,Wrong_Answer_1,ang Kongreso,
34,Wrong_Rationale_1,Ang Kongreso ang nagpasa ng mga panukalang batas; maaari rin nitong balewalain ang veto ng Pangulo.,
34,Wrong_Answer_2,ang Korte Suprema,
34,Wrong_Rationale_2,"Maaaring ideklara ng Korte Suprema na labag sa Konstitusyon ang isang batas matapos itong maisabatas, ngunit hindi ito maaaring mag-veto ng panukalang batas.",
34,Wrong_Answer_3,ang Gobernador,
34,Wrong_Rationale_3,"May kapangyarihan ang Gobernador na mag-veto ng mga batas ng estado, hindi ng mga batas pederal.",
35,Question,Ano ang ginagawa ng Gabinete ng Pangulo?,
35,Correct_Answer_1,pinapayuhan ang Pangulo,
35,Correct_Rationale_1,"Ang Gabinete, na binubuo ng mga pinuno ng mga kagawaran ng ehekutibo, ay nagbibigay ng ekspertong payo sa Pangulo.",
35,Wrong_Answer_1,gumagawa ng mga batas,
35,Wrong_Rationale_1,Ang mga batas ay ginagawa ng Kongreso.,
35,Wrong_Answer_2,pumipili ng Pangulo,
35,Wrong_Rationale_2,Ang Pangulo ay inihahalal ng mga tao at ng Electoral College.,
35,Wrong_Answer_3,nagpapahayag ng digmaan,
35,Wrong_Rationale_3,Ang pagdeklara ng digmaan ay isang eksklusibong kapangyarihan ng Kongreso.,
36,Question,Ano ang dalawang posisyon sa antas ng Gabinete?,
36,Correct_Answer_1,Kalihim ng Estado,
36,Correct_Rationale_1,Ang Kalihim ng Estado ay isang pangunahing miyembro ng Gabinete na responsable para sa patakarang panlabas.,
36,Correct_Answer_2,Kalihim ng Pananalapi,
36,Correct_Rationale_2,Ang Kalihim ng Pananalapi ay responsable para sa patakarang pinansyal at pang-ekonomiya ng bansa.,
36,Correct_Answer_3,Kalihim ng Depensa,
36,Correct_Rationale_3,Ang Kalihim ng Depensa ay nangangasiwa sa patakarang militar at depensa.,
36,Correct_Answer_4,Pangkalahatang Abugado,
36,Correct_Rationale_4,Ang Pangkalahatang Abugado ang pinuno ng Kagawaran ng Hustisya at ang pangunahing opisyal ng pagpapatupad ng batas.,
36,Correct_Answer_5,Kalihim ng Agrikultura,
36,Correct_Rationale_5,"Ang Kalihim ng Agrikultura ay nangangasiwa sa pagsasaka, kaligtasan ng pagkain, at mga patakaran sa pag-unlad ng kanayunan.",
36,Correct_Answer_6,Kalihim ng Komersyo,
36,Correct_Rationale_6,Ang Kalihim ng Komersyo ay nagtataguyod ng paglago ng ekonomiya at kalakalan.,
36,Correct_Answer_7,Kalihim ng Edukasyon,
36,Correct_Rationale_7,Ang Kalihim ng Edukasyon ay nangangasiwa sa pederal na patakaran at mga programa sa edukasyon.,
36,Correct_Answer_8,Kalihim ng Enerhiya,
36,Correct_Rationale_8,Ang Kalihim ng Enerhiya ay namamahala sa patakaran sa enerhiya at seguridad nuklear.,
36,Correct_Answer_9,Kalihim ng Kalusugan at Serbisyong Pantao,
36,Correct_Rationale_9,Ang Kalihim ng Kalusugan at Serbisyong Pantao ay nangangasiwa sa mga programang pangkalusugan at kapakanan.,
36,Correct_Answer_10,Kalihim ng Seguridad sa Bayan,
36,Correct_Rationale_10,Ang Kalihim ng Seguridad sa Bayan ay nagpoprotekta sa bansa mula sa mga banta sa seguridad.,
36,Correct_Answer_11,Kalihim ng Pabahay at Kaunlarang Panlungsod,
36,Correct_Rationale_11,Ang Kalihim ng Pabahay at Kaunlarang Panlungsod ay nangangasiwa sa mga patakaran sa pabahay at kaunlaran ng lungsod.,
36,Correct_Answer_12,Kalihim ng Panloob,
36,Correct_Rationale_12,Ang Kalihim ng Panloob ay namamahala sa mga pampublikong lupain at likas na yaman.,
36,Correct_Answer_13,Kalihim ng Paggawa,
36,Correct_Rationale_13,Ang Kalihim ng Paggawa ay nangangasiwa sa kaligtasan sa lugar ng trabaho at relasyon sa paggawa.,
36,Correct_Answer_14,Kalihim ng Transportasyon,
36,Correct_Rationale_14,Ang Kalihim ng Transportasyon ay nangangasiwa sa imprastraktura ng transportasyon at kaligtasan.,
36,Correct_Answer_15,Kalihim ng Kagawaran ng mga Beterano,
36,Correct_Rationale_15,Ang Kalihim ng Kagawaran ng mga Beterano ay nagbibigay ng serbisyo sa mga beteranong militar.,
36,Correct_Answer_16,Pangalawang Pangulo,
36,Correct_Rationale_16,Ang Pangalawang Pangulo ay itinuturing din na posisyon sa antas ng Gabinete.,
36,Wrong_Answer_1,"Punong Mahistrado, Ispiker ng Kapulungan, Pinuno ng Mayorya sa Senado, Pinuno ng Minorya sa Kapulungan",
36,Wrong_Rationale_1,"Ang Punong Mahistrado ay pinuno ng sangay hudisyal at hindi miyembro ng Gabinete ng ehekutibo. Ang Ispiker ng Kapulungan ay pinuno sa sangay lehislatibo, hindi miyembro ng Gabinete. Ang Pinuno ng Mayorya sa Senado ay posisyong lehislatibo. Ang Pinuno ng Minorya sa Kapulungan ay isa ring posisyong lehislatibo.",
36,Wrong_Answer_2,"Tagapangulo ng Federal Reserve, Mahistrado ng Korte Suprema, Senador ng U.S., Kinatawan ng U.S.",
36,Wrong_Rationale_2,"Ang Tagapangulo ng Federal Reserve ay isang independiyenteng posisyon, hindi miyembro ng Gabinete. Ang mga Mahistrado ng Korte Suprema ay bahagi ng sangay hudisyal. Ang mga Senador at Kinatawan ng U.S. ay bahagi ng sangay lehislatibo, hindi ng Gabinete ng ehekutibo.",
36,Wrong_Answer_3,"Gobernador ng Estado, Alkalde, Komisyoner ng County, Miyembro ng Konseho ng Lungsod",
36,Wrong_Rationale_3,"Ang mga Gobernador ng Estado ay mga ehekutibo sa antas ng estado, hindi miyembro ng Gabinete pederal. Ang mga Alkalde ay mga opisyal ng pamahalaang lokal. Ang mga Komisyoner ng County ay naglilingkod sa antas ng county. Ang mga Miyembro ng Konseho ng Lungsod ay mga opisyal ng pamahalaang lokal. Wala sa mga ito ang posisyon sa Gabinete pederal.",
37,Question,Ano ang ginagawa ng sangay hudisyal?,
37,Correct_Answer_1,nire-review ang mga batas,
37,Correct_Rationale_1,Tinitingnan ng sangay hudisyal ang mga batas upang matiyak na ito ay ayon sa konstitusyon.,
37,Correct_Answer_2,nagpapaliwanag ng mga batas,
37,Correct_Rationale_2,Ang sangay hudisyal ay nagpapaliwanag ng kahulugan ng mga batas at ginagamit ito sa mga partikular na kaso.,
37,Correct_Answer_3,lumulutas ng mga pagtatalo,
37,Correct_Rationale_3,Nilulutas nito ang mga legal na pagtatalo sa pamamagitan ng paggawa ng mga pasya.,
37,Correct_Answer_4,nagpapasya kung ang isang batas ay laban sa Konstitusyon,
37,Correct_Rationale_4,May kapangyarihan ang sangay hudisyal sa judicial review upang matukoy kung ang mga batas ay ayon sa konstitusyon.,
37,Wrong_Answer_1,"gumagawa ng batas, nagpapatupad ng batas, nagbibigay payo sa Pangulo",
37,Wrong_Rationale_1,Ang sangay lehislatibo (Kongreso) ay gumagawa ng mga batas. Ang sangay ehekutibo ay nagpapatupad ng mga batas. Ang papel ng Gabinete ay payuhan ang Pangulo.,
37,Wrong_Answer_2,"nangongolekta ng buwis, nag-iimprenta ng pera, nagreregula ng kalakalan",
37,Wrong_Rationale_2,"Ito ay mga kapangyarihan ng Kongreso, hindi ng sangay hudisyal.",
37,Wrong_Answer_3,"namumuno sa militar, nakikipagkasundo sa mga tratado, nagtatalaga ng mga embahador",
37,Wrong_Rationale_3,"Ito ay mga kapangyarihan ng Pangulo, hindi ng sangay hudisyal.",
38,Question,Ano ang pinakamataas na hukuman sa Estados Unidos?,
38,Correct_Answer_1,ang Korte Suprema,
38,Correct_Rationale_1,Ang Korte Suprema ang pinakamataas na hukuman sa sistemang panghukuman ng U.S.,
38,Wrong_Answer_1,isang Korte Suprema ng estado,
38,Wrong_Rationale_1,"Ang Korte Suprema ng estado ang pinakamataas sa sistemang panghukuman ng estado, ngunit ang Korte Suprema ng U.S. ay mas mataas para sa buong bansa.",
38,Wrong_Answer_2,isang korte ng apela,
38,Wrong_Rationale_2,Ang korte ng apela ay mas mababa kaysa sa Korte Suprema.,
38,Wrong_Answer_3,ang Pandaigdigang Hukuman ng Katarungan,
38,Wrong_Rationale_3,Ang Pandaigdigang Hukuman ng Katarungan ay isang panghukuman na katawan ng UN na humahawak ng mga pagtatalo sa pagitan ng mga bansa.,
39,Question,Ilan ang mga mahistrado sa Korte Suprema?,
39,Correct_Answer_1,Siyam (9),
39,Correct_Rationale_1,Ang Korte Suprema ay binubuo ng isang Punong Mahistrado at walong Kasamang Mahistrado.,
39,Wrong_Answer_1,Pito (7),
39,Wrong_Rationale_1,Ang bilang ng mga mahistrado ay itinakda ng batas at siyam na mula pa noong 1869.,
39,Wrong_Answer_2,Labindalawa (12),
39,Wrong_Rationale_2,"Ang labindalawa ay tumutukoy sa bilang ng mga rehiyonal na hukuman ng apela, hindi sa bilang ng mga mahistrado sa Korte Suprema.",
39,Wrong_Answer_3,Limampu (50),
39,Wrong_Rationale_3,Limampu ang bilang ng mga estado.,
40,Question,Sino ang kasalukuyang Punong Mahistrado ng Estados Unidos?,
40,Correct_Answer_1,John Roberts,
40,Correct_Rationale_1,"Si John G. Roberts, Jr. ay ang ika-17 at kasalukuyang Punong Mahistrado.",
40,Wrong_Answer_1,Clarence Thomas,
40,Wrong_Rationale_1,Si Clarence Thomas ang kasalukuyang Associate Justice na may pinakamahabang serbisyo.,
40,Wrong_Answer_2,Merrick Garland,
40,Wrong_Rationale_2,Si Merrick Garland ang kasalukuyang Pangkalahatang Tagausig.,
40,Wrong_Answer_3,Ruth Bader Ginsburg,
40,Wrong_Rationale_3,Si Ruth Bader Ginsburg ay isang iginagalang na Associate Justice na pumanaw noong 2020.,
41,Question,"Sa ilalim ng ating Konstitusyon, ang ilang kapangyarihan ay kabilang sa pamahalaang pederal. Ano ang isa sa mga kapangyarihan ng pamahalaang pederal?",
41,Correct_Answer_1,mag-imprenta ng pera,
41,Correct_Rationale_1,Ang pag-imprenta ng pera ay isang eksklusibong kapangyarihan ng pamahalaang pederal.,
41,Correct_Answer_2,magdeklara ng digmaan,
41,Correct_Rationale_2,Ang pagdedeklara ng digmaan ay kapangyarihan ng Kongreso ng pederal.,
41,Correct_Answer_3,bumuo ng hukbo,
41,Correct_Rationale_3,Ang paglikha at pagpapanatili ng hukbo para sa pambansang depensa ay tungkulin ng pamahalaang pederal.,
41,Correct_Answer_4,gumawa ng mga kasunduan,
41,Correct_Rationale_4,Ang paggawa ng opisyal na kasunduan sa ibang bansa ay kapangyarihan ng pamahalaang pederal.,
41,Wrong_Answer_1,"magbigay ng lisensya sa pagmamaneho, magbigay ng edukasyon, magbigay ng proteksyon (pulis), mag-regulate ng batas sa kasal",
41,Wrong_Rationale_1,"Ang pagbibigay ng lisensya sa pagmamaneho ay kapangyarihan ng mga pamahalaang pang-estado. Ang pagpapatakbo ng mga sistema ng edukasyon ay pangunahing responsibilidad ng mga pamahalaang pang-estado at lokal. Ang pagbibigay ng mga pwersang pulis ay pangunahing kapangyarihan ng mga pamahalaang pang-estado at lokal. Ang pag-regulate ng mga batas sa kasal ay kapangyarihan ng estado, hindi pederal.",
41,Wrong_Answer_2,"magsagawa ng halalan, magtatag ng mga lokal na korte, magbigay ng mga propesyonal na lisensya, mag-regulate ng kalakalan sa loob ng estado",
41,Wrong_Rationale_2,Ang pagsasagawa ng halalan ay pinamamahalaan ng mga pamahalaang pang-estado at lokal. Ang pagtatatag ng mga lokal na korte ay kapangyarihan ng estado. Ang pagbibigay ng mga propesyonal na lisensya ay hawak ng mga pamahalaang pang-estado. Ang pag-regulate ng kalakalan sa loob ng estado (intrastate) ay kapangyarihan ng estado.,
41,Wrong_Answer_3,"pamahalaan ang likas na yaman, magtatag ng mga munisipalidad, mag-regulate ng mga lokal na negosyo, magbigay ng mga fire department",
41,Wrong_Rationale_3,Ang pamamahala ng likas na yaman sa loob ng hangganan ng estado ay pangunahing responsibilidad ng estado. Ang pagtatatag ng mga munisipalidad ay tungkulin ng pamahalaang pang-estado at lokal. Ang pag-regulate ng mga lokal na negosyo ay karaniwang ginagawa ng mga awtoridad ng estado at lokal. Ang pagbibigay ng mga fire department ay responsibilidad ng pamahalaang lokal.,
42,Question,"Ayon sa ating Konstitusyon, ang ilang kapangyarihan ay kabilang sa mga estado. Ano ang isa sa mga kapangyarihan ng mga estado?",
42,Correct_Answer_1,magbigay ng edukasyon at paaralan,
42,Correct_Rationale_1,Ang patakaran sa edukasyon at pagpapatakbo ng paaralan ay pangunahing responsibilidad ng mga estado.,
42,Correct_Answer_2,magbigay ng proteksyon (pulis),
42,Correct_Rationale_2,Ang pagpapanatili ng kaayusan sa publiko sa pamamagitan ng pagpapatakbo ng pulisya ng estado at lokal ay isang kapangyarihan ng estado.,
42,Correct_Answer_3,magbigay ng lisensya sa pagmamaneho,
42,Correct_Rationale_3,Bawat estado ay nagtatakda ng sarili nitong pamantayan at pamamaraan para sa pagbibigay ng lisensya sa pagmamaneho.,
42,Correct_Answer_4,magbigay ng kaligtasan (mga bumbero),
42,Correct_Rationale_4,Ang proteksyon laban sa sunog at mga serbisyo sa kaligtasan ay karaniwang ibinibigay ng mga pamahalaan ng estado at lokal.,
42,Correct_Answer_5,aprubahan ang pag-zoning at paggamit ng lupa,
42,Correct_Rationale_5,May kapangyarihan ang mga estado na i-regulate ang paggamit ng lupa at pag-zoning sa loob ng kanilang mga hangganan.,
42,Wrong_Answer_1,"mag-imprenta ng pera, magdeklara ng digmaan, gumawa ng mga kasunduan",
42,Wrong_Rationale_1,"Ang pag-imprenta ng pera ay eksklusibong kapangyarihan ng pamahalaang pederal, hindi ng mga estado. Ang pagdeklara ng digmaan ay kapangyarihan ng pederal na Kongreso, hindi ng mga estado. Ang paggawa ng mga kasunduan sa ibang bansa ay kapangyarihan ng pamahalaang pederal, hindi ng mga estado.",
42,Wrong_Answer_2,"i-regulate ang interstate commerce, magtatag ng post office, magmint ng pera",
42,Wrong_Rationale_2,Ito ay pawang mga eksklusibong kapangyarihan ng pamahalaang pederal na hindi maaaring isagawa ng mga estado.,
42,Wrong_Answer_3,"lumikha ng hukbo, magtatag ng mga batas sa imigrasyon, mag-regulate ng kalakalan sa ibang bansa",
42,Wrong_Rationale_3,Ito ay karagdagang kapangyarihan ng pamahalaang pederal na hindi ibinigay sa mga indibidwal na estado sa ilalim ng Konstitusyon.,
43,Question,Sino ang gobernador ng iyong estado ngayon?,
43,Correct_Answer_1,Magkakaiba ang mga sagot,
43,Correct_Rationale_1,Ang sagot sa tanong na ito ay nakadepende sa estado kung saan ka nakatira. Dapat mong tingnan ang usa.gov.,
43,Wrong_Answer_1,Ang pangalan ng senador,
43,Wrong_Rationale_1,"Ang isang senador ay bahagi ng pederal na sangay na tagapagbatas at iba sa gobernador, na siyang pinuno ng sangay na tagapagpaganap ng estado.",
43,Wrong_Answer_2,Ang pangalan ng alkalde,
43,Wrong_Rationale_2,"Ang alkalde ang pinuno ng pamahalaang lungsod, iba sa gobernador na pinuno ng buong estado.",
43,Wrong_Answer_3,Ang pangalan ng pangulo,
43,Wrong_Rationale_3,"Ang pangulo ang pinuno ng pamahalaang pederal, iba sa gobernador na pinuno ng pamahalaang panlalawigan.",
44,Question,Ano ang kabisera ng iyong estado?,
44,Correct_Answer_1,Magkakaiba ang mga sagot,
44,Correct_Rationale_1,Ang sagot sa tanong na ito ay nakadepende sa estado kung saan ka nakatira.,
44,Wrong_Answer_1,Washington D.C.,
44,Wrong_Rationale_1,"Ang Washington, D.C. ay kabisera ng Estados Unidos, hindi ng isang estado. Bawat estado ay may sarili nitong kabisera.",
44,Wrong_Answer_2,Lungsod ng New York,
44,Wrong_Rationale_2,"Ang Lungsod ng New York ang pinakamalaking lungsod sa estado ng New York, ngunit ang Albany ang kabisera nito.",
44,Wrong_Answer_3,Los Angeles,
44,Wrong_Rationale_3,"Ang Los Angeles ang pinakamalaking lungsod sa California, ngunit Sacramento ang kabisera nito.",
45,Question,Ano ang dalawang pangunahing partidong pampulitika sa Estados Unidos?,
45,Correct_Answer_1,Demokratiko at Republikano,
45,Correct_Rationale_1,Ang mga partidong Demokratiko at Republikano ang dalawang pangunahing partido na namamayani sa pulitika ng U.S. ngayon.,
45,Wrong_Answer_1,Labour at Konserbatibo,
45,Wrong_Rationale_1,Ang mga partidong Labour at Konserbatibo ay ang mga pangunahing partidong pampulitika sa United Kingdom.,
45,Wrong_Answer_2,Liberal at Luntian,
45,Wrong_Rationale_2,"Ang mga partidong gaya ng Libertarian at Green ay mga ikatlong partido sa U.S., ngunit hindi kabilang sa dalawang pangunahing partido.",
45,Wrong_Answer_3,Senado at Kapulungan,
45,Wrong_Rationale_3,"Ang Senado at Kapulungan ay ang dalawang bahagi ng Kongreso, hindi mga partidong pampulitika.",
46,Question,Ano ang partidong pampulitika ng kasalukuyang pangulo?,
46,Correct_Answer_1,Republikano (Partido),
46,Correct_Rationale_1,Ang pangulong Donald Trump ay kasapi ng Partido Republikano. (Noong Hulyo 2025),
46,Wrong_Answer_1,Demokratiko (Partido),
46,Wrong_Rationale_1,Ang Partido Demokratiko ay kasalukuyang pangunahing partido ng oposisyon.,
46,Wrong_Answer_2,Independent,
46,Wrong_Rationale_2,"Ang kasalukuyang pangulo ay kasapi ng isang pangunahing partido, ang Partido Republikano.",
46,Wrong_Answer_3,Libertaryo (Partido),
46,Wrong_Rationale_3,Ang Partido Libertaryo ay isa sa mga ikatlong partido sa U.S.,
47,Question,Ano ang pangalan ng kasalukuyang Speaker ng Kapulungan ng mga Kinatawan?,
47,Correct_Answer_1,Mike Johnson,
47,Correct_Rationale_1,(Simula Hulyo 2025),
47,Wrong_Answer_1,Nancy Pelosi,
47,Wrong_Rationale_1,Si Nancy Pelosi ay dating Speaker ng Kapulungan ng mga Kinatawan.,
47,Wrong_Answer_2,Kevin McCarthy,
47,Wrong_Rationale_2,Si Kevin McCarthy ang Speaker bago si Mike Johnson.,
47,Wrong_Answer_3,Chuck Schumer,
47,Wrong_Rationale_3,Si Chuck Schumer ang kasalukuyang Senate Majority Leader.,
48,Question,May apat na susog sa Konstitusyon tungkol sa kung sino ang maaaring bumoto. Ilarawan ang isa sa mga ito.,
48,Correct_Answer_1,Mga mamamayan na labing-walo (18) taong gulang at mas matanda (maaaring bumoto),
48,Correct_Rationale_1,Binaba ng Ika-26 na Susog ang edad ng pagboto sa 18.,
48,Correct_Answer_2,Hindi mo kailangang magbayad (ng buwis sa pagboto) para bumoto,
48,Correct_Rationale_2,Inalis ng Ika-24 na Susog ang mga buwis sa pagboto sa pambansang halalan.,
48,Correct_Answer_3,Sinumang mamamayan ay maaaring bumoto. (Maaaring bumoto ang mga babae at lalaki.),
48,Correct_Rationale_3,Ipinagkaloob ng Ika-19 na Susog sa mga babae ang karapatang bumoto.,
48,Correct_Answer_4,Isang lalaking mamamayan ng anumang lahi (maaaring bumoto),
48,Correct_Rationale_4,Ipinagbawal ng Ika-15 na Susog ang diskriminasyon sa pagboto batay sa lahi.,
48,Wrong_Answer_1,"Ang mga permanenteng residente ay maaaring bumoto, Tanging ang mga taong may-ari ng ari-arian lamang ang maaaring bumoto, Tanging ang mga taong lampas 30 taong gulang lamang ang maaaring bumoto, Tanging ang mga taong may degree sa kolehiyo lamang ang maaaring bumoto",
48,Wrong_Rationale_1,"Ang karapatang bumoto sa pambansang halalan ay karaniwang nakalaan para sa mga mamamayang U.S., hindi sa mga permanenteng residente. Noon ay kinakailangan ang pagmamay-ari ng ari-arian, ngunit hindi na ito kailangan ngayon. Ayon sa Ika-26 na Susog, ang edad ng pagboto ay 18 pataas, hindi 30. Ang antas ng edukasyon ay hindi kinakailangan upang makaboto sa Estados Unidos.",
48,Wrong_Answer_2,"Tanging mga may asawa lamang ang maaaring bumoto, Tanging mga may trabaho lamang ang maaaring bumoto, Tanging mga beterano lamang ng militar ang maaaring bumoto, Tanging mga may-ari lamang ng bahay ang maaaring bumoto",
48,Wrong_Rationale_2,Ang katayuan sa pag-aasawa ay hindi kailanman naging konstitusyunal na kinakailangan para bumoto. Ang katayuan sa trabaho ay hindi kinakailangan para bumoto; nananatili ang karapatang bumoto ng mga walang trabaho. Hindi kailangan ng serbisyo militar para bumoto; pantay ang karapatang bumoto ng mga sibilyan. Ang pagmamay-ari ng bahay ay hindi kinakailangan para bumoto ayon sa kasalukuyang batas.,
48,Wrong_Answer_3,"Tanging mga nagbabayad ng buwis lamang ang maaaring bumoto, Tanging mga ipinanganak sa U.S. lamang ang maaaring bumoto, Tanging mga nagsasalita ng Ingles lamang ang maaaring bumoto, Tanging mga walang rekord kriminal lamang ang maaaring bumoto",
48,Wrong_Rationale_3,"Kahit na karamihan sa mga botante ay nagbabayad ng ilang buwis, ang pagbabayad ng buwis ay hindi kinakailangang konstitusyunal para bumoto. Ang mga naturalized na mamamayan ay may parehong karapatan sa pagboto gaya ng mga ipinanganak sa U.S. Ang mga kinakailangang wika para bumoto ay halos tinanggal na ng batas pederal. Kahit na ang ilang estado ay naglilimita sa pagboto para sa ilang kriminal, ang kawalan ng rekord kriminal ay hindi isang unibersal na kinakailangang konstitusyunal.",
49,Question,Ano ang isang responsibilidad na tanging para lamang sa mga mamamayan ng Estados Unidos?,
49,Correct_Answer_1,maglingkod sa isang hurado,
49,Correct_Rationale_1,Ang tungkulin sa hurado ay isang pangunahing responsibilidad na nakalaan para sa mga mamamayang Amerikano.,
49,Correct_Answer_2,bumoto sa isang pederal na halalan,
