ID,DataName,fr,
34,Correct_Rationale_1,Le Président a le pouvoir de mettre son veto aux lois adoptées par le Congrès.,
34,Wrong_Answer_1,le Congrès,
34,Wrong_Rationale_1,Le Congrès adopte les lois ; il peut aussi passer outre un veto présidentiel.,
34,Wrong_Answer_2,la Cour suprême,
34,Wrong_Rationale_2,"La Cour suprême peut juger une loi inconstitutionnelle après son adoption, mais elle ne peut pas opposer son veto à un projet de loi.",
34,Wrong_Answer_3,le Gouverneur,
34,Wrong_Rationale_3,"Un gouverneur a un droit de veto sur les lois de l'État, pas sur les lois fédérales.",
35,Question,Que fait le cabinet du président ?,
35,Correct_Answer_1,conseille le président,
35,Correct_Rationale_1,"Le cabinet, composé des chefs des départements exécutifs, fournit des conseils d’experts au président.",
35,Wrong_Answer_1,fait les lois,
35,Wrong_Rationale_1,Les lois sont faites par le Congrès.,
35,Wrong_Answer_2,élit le président,
35,Wrong_Rationale_2,Le président est élu par le peuple et le collège électoral.,
35,Wrong_Answer_3,déclare la guerre,
35,Wrong_Rationale_3,Déclarer la guerre est un pouvoir exclusif du Congrès.,
36,Question,Quels sont deux postes au niveau du cabinet ?,
36,Correct_Answer_1,Secrétaire d'État,
36,Correct_Rationale_1,Le Secrétaire d'État est un membre clé du cabinet responsable de la politique étrangère.,
36,Correct_Answer_2,Secrétaire du Trésor,
36,Correct_Rationale_2,Le Secrétaire du Trésor est responsable de la politique financière et économique du pays.,
36,Correct_Answer_3,Secrétaire de la Défense,
36,Correct_Rationale_3,Le Secrétaire à la Défense supervise la politique militaire et de défense.,
36,Correct_Answer_4,Procureur général,
36,Correct_Rationale_4,Le Procureur général est le chef du département de la Justice et le principal responsable de l'application de la loi.,
36,Correct_Answer_5,Secrétaire à l'Agriculture,
36,Correct_Rationale_5,"Le Secrétaire à l'Agriculture supervise les politiques agricoles, de sécurité alimentaire et de développement rural.",
36,Correct_Answer_6,Secrétaire au Commerce,
36,Correct_Rationale_6,Le Secrétaire au Commerce promeut la croissance économique et le commerce.,
36,Correct_Answer_7,Secrétaire à l'Éducation,
36,Correct_Rationale_7,Le Secrétaire à l'Éducation supervise la politique et les programmes éducatifs fédéraux.,
36,Correct_Answer_8,Secrétaire à l'Énergie,
36,Correct_Rationale_8,Le Secrétaire à l'Énergie gère la politique énergétique et la sécurité nucléaire.,
36,Correct_Answer_9,Secrétaire à la Santé et aux Services sociaux,
36,Correct_Rationale_9,Le Secrétaire à la Santé et aux Services sociaux supervise les programmes de santé et de bien-être.,
36,Correct_Answer_10,Secrétaire à la Sécurité intérieure,
36,Correct_Rationale_10,Le Secrétaire à la Sécurité intérieure protège la nation contre les menaces à la sécurité.,
36,Correct_Answer_11,Secrétaire au Logement et au Développement urbain,
36,Correct_Rationale_11,Le Secrétaire au Logement et au Développement urbain supervise les politiques de logement et de développement urbain.,
36,Correct_Answer_12,Secrétaire à l'Intérieur,
36,Correct_Rationale_12,Le Secrétaire à l'Intérieur gère les terres publiques et les ressources naturelles.,
36,Correct_Answer_13,Secrétaire au Travail,
36,Correct_Rationale_13,Le Secrétaire au Travail supervise la sécurité au travail et les relations de travail.,
36,Correct_Answer_14,Secrétaire aux Transports,
36,Correct_Rationale_14,Le Secrétaire aux Transports supervise les infrastructures de transport et la sécurité.,
36,Correct_Answer_15,Secrétaire aux Anciens Combattants,
36,Correct_Rationale_15,Le Secrétaire aux Anciens Combattants fournit des services aux anciens combattants militaires.,
36,Correct_Answer_16,Vice-président,
36,Correct_Rationale_16,Le vice-président est également considéré comme un poste de niveau ministériel.,
36,Wrong_Answer_1,"Président de la Cour suprême, Président de la Chambre des représentants, Chef de la majorité au Sénat, Chef de la minorité à la Chambre",
36,Wrong_Rationale_1,"Le président de la Cour suprême est le chef du pouvoir judiciaire et non un membre du Cabinet exécutif. Le président de la Chambre est un leader du pouvoir législatif, non un membre du Cabinet. Le chef de la majorité au Sénat est un poste législatif. Le chef de la minorité à la Chambre est également un poste législatif.",
36,Wrong_Answer_2,"Président de la Réserve fédérale, Juge de la Cour suprême, Sénateur américain, Représentant américain",
36,Wrong_Rationale_2,"Le président de la Réserve fédérale est un poste indépendant, non un membre du Cabinet. Les juges de la Cour suprême font partie du pouvoir judiciaire. Les sénateurs et représentants américains font partie du pouvoir législatif, non du Cabinet exécutif.",
36,Wrong_Answer_3,"Gouverneur d'État, Maire, Commissaire de comté, Membre du conseil municipal",
36,Wrong_Rationale_3,"Les gouverneurs des États sont des dirigeants au niveau de l'État, pas des membres du Cabinet fédéral. Les maires sont des responsables du gouvernement local. Les commissaires de comté servent au niveau du comté. Les membres du conseil municipal sont des responsables du gouvernement local. Aucun de ces postes n'est un poste au sein du Cabinet fédéral.",
37,Question,Que fait le pouvoir judiciaire ?,
37,Correct_Answer_1,révise les lois,
37,Correct_Rationale_1,Le pouvoir judiciaire révise les lois pour s'assurer qu'elles sont constitutionnelles.,
37,Correct_Answer_2,explique les lois,
37,Correct_Rationale_2,Le pouvoir judiciaire interprète la signification des lois et les applique à des cas spécifiques.,
37,Correct_Answer_3,résout les différends,
37,Correct_Rationale_3,Il résout les différends juridiques en rendant des décisions.,
37,Correct_Answer_4,décide si une loi est contraire à la Constitution,
37,Correct_Rationale_4,Le pouvoir judiciaire a le pouvoir de contrôle judiciaire pour déterminer si les lois sont constitutionnelles.,
37,Wrong_Answer_1,"fait des lois, applique des lois, conseille le Président",
37,Wrong_Rationale_1,Le pouvoir législatif (Congrès) fait les lois. Le pouvoir exécutif applique les lois. Le rôle du Cabinet est de conseiller le Président.,
37,Wrong_Answer_2,"perçoit des impôts, imprime de l'argent, réglemente le commerce",
37,Wrong_Rationale_2,"Ce sont des pouvoirs du Congrès, pas du pouvoir judiciaire.",
37,Wrong_Answer_3,"commande les forces armées, négocie les traités, nomme les ambassadeurs",
37,Wrong_Rationale_3,"Ce sont des pouvoirs du Président, pas du pouvoir judiciaire.",
38,Question,Quelle est la plus haute cour des États-Unis ?,
38,Correct_Answer_1,la Cour suprême,
38,Correct_Rationale_1,La Cour suprême est la plus haute juridiction du système judiciaire américain.,
38,Wrong_Answer_1,une Cour suprême d'État,
38,Wrong_Rationale_1,"Une Cour suprême d'État est la plus haute juridiction dans le système judiciaire de cet État, mais la Cour suprême des États-Unis est supérieure pour toute la nation.",
38,Wrong_Answer_2,une cour d'appel,
38,Wrong_Rationale_2,Une cour d'appel est une juridiction inférieure à la Cour suprême.,
38,Wrong_Answer_3,la Cour internationale de Justice,
38,Wrong_Rationale_3,La Cour internationale de Justice est un organe judiciaire de l'ONU qui traite les différends entre pays.,
39,Question,Combien de juges y a-t-il à la Cour suprême ?,
39,Correct_Answer_1,Neuf (9),
39,Correct_Rationale_1,La Cour suprême est composée d’un juge en chef et de huit juges associés.,
39,Wrong_Answer_1,Sept (7),
39,Wrong_Rationale_1,Le nombre de juges est fixé par la loi et est de neuf depuis 1869.,
39,Wrong_Answer_2,Douze (12),
39,Wrong_Rationale_2,"Douze se rapporte au nombre de cours d’appel régionales, pas au nombre de juges de la Cour suprême.",
39,Wrong_Answer_3,Cinquante (50),
39,Wrong_Rationale_3,Cinquante est le nombre d’États.,
40,Question,Qui est actuellement le juge en chef des États-Unis ?,
40,Correct_Answer_1,John Roberts,
40,Correct_Rationale_1,"John G. Roberts, Jr. est le 17e et actuel juge en chef.",
40,Wrong_Answer_1,Clarence Thomas,
40,Wrong_Rationale_1,Clarence Thomas est actuellement le juge associé ayant servi le plus longtemps.,
40,Wrong_Answer_2,Merrick Garland,
40,Wrong_Rationale_2,Merrick Garland est l'actuel procureur général.,
40,Wrong_Answer_3,Ruth Bader Ginsburg,
40,Wrong_Rationale_3,Ruth Bader Ginsburg était une juge associée respectée qui est décédée en 2020.,
41,Question,"Selon notre Constitution, certains pouvoirs appartiennent au gouvernement fédéral. Quel est l’un des pouvoirs du gouvernement fédéral ?",
41,Correct_Answer_1,imprimer de l’argent,
41,Correct_Rationale_1,L’impression de la monnaie est un pouvoir exclusif du gouvernement fédéral.,
41,Correct_Answer_2,déclarer la guerre,
41,Correct_Rationale_2,Déclarer la guerre est un pouvoir du Congrès fédéral.,
41,Correct_Answer_3,créer une armée,
41,Correct_Rationale_3,Créer et entretenir une armée pour la défense nationale est un rôle du gouvernement fédéral.,
41,Correct_Answer_4,conclure des traités,
41,Correct_Rationale_4,La conclusion de traités officiels avec d’autres pays est un pouvoir du gouvernement fédéral.,
41,Wrong_Answer_1,"délivrer un permis de conduire, fournir l’éducation, assurer la protection (police), réglementer les lois sur le mariage",
41,Wrong_Rationale_1,"La délivrance de permis de conduire est une compétence des gouvernements des États individuels. L’exploitation des systèmes éducatifs relève principalement de la responsabilité des gouvernements des États et locaux. La fourniture de forces de police est principalement une compétence des gouvernements des États et locaux. La réglementation des lois sur le mariage est une compétence de l’État, non fédérale.",
41,Wrong_Answer_2,"organiser des élections, établir des tribunaux locaux, délivrer des licences professionnelles, réglementer le commerce intrastatal",
41,Wrong_Rationale_2,L'organisation des élections est gérée par les gouvernements des États et locaux. L'établissement de tribunaux locaux est une compétence de l'État. La délivrance de licences professionnelles est assurée par les gouvernements des États. La réglementation du commerce à l'intérieur d'un État (intrastatal) relève de la compétence de l'État.,
41,Wrong_Answer_3,"gérer les ressources naturelles, établir des municipalités, réglementer les entreprises locales, fournir des services d'incendie",
41,Wrong_Rationale_3,La gestion des ressources naturelles à l'intérieur des frontières de l'État est principalement une responsabilité de l'État. L'établissement de municipalités est une fonction des gouvernements de l'État et locaux. La réglementation des entreprises locales est généralement effectuée par les autorités de l'État et locales. Fournir des services d'incendie est une responsabilité du gouvernement local.,
42,Question,"Selon notre Constitution, certains pouvoirs appartiennent aux États. Quel est l’un des pouvoirs des États ?",
42,Correct_Answer_1,fournir l'enseignement et l'éducation,
42,Correct_Rationale_1,La politique éducative et le fonctionnement des écoles relèvent principalement de la responsabilité des États.,
42,Correct_Answer_2,fournir une protection (police),
42,Correct_Rationale_2,Maintenir l'ordre public en exploitant la police d'État et locale est un pouvoir des États.,
42,Correct_Answer_3,délivrer un permis de conduire,
42,Correct_Rationale_3,Chaque État fixe ses propres normes et procédures pour délivrer les permis de conduire.,
42,Correct_Answer_4,fournir la sécurité (services d'incendie),
42,Correct_Rationale_4,Les services de protection contre les incendies et de sécurité sont généralement fournis par les gouvernements des États et locaux.,
42,Correct_Answer_5,approuver le zonage et l'utilisation des sols,
42,Correct_Rationale_5,Les États ont le pouvoir de réglementer l'utilisation des terres et le zonage à l'intérieur de leurs frontières.,
42,Wrong_Answer_1,"imprimer de l'argent, déclarer la guerre, conclure des traités",
42,Wrong_Rationale_1,"Imprimer de l'argent est un pouvoir exclusif du gouvernement fédéral, pas des États. Déclarer la guerre est un pouvoir du Congrès fédéral, pas des États. Conclure des traités avec d'autres pays est un pouvoir du gouvernement fédéral, pas des États.",
42,Wrong_Answer_2,"réglementer le commerce interétatique, établir des bureaux de poste, frapper la monnaie",
42,Wrong_Rationale_2,Ce sont tous des pouvoirs exclusifs du gouvernement fédéral que les États ne peuvent pas exercer.,
42,Wrong_Answer_3,"créer une armée, établir des lois sur l'immigration, réglementer le commerce extérieur",
42,Wrong_Rationale_3,Ce sont des pouvoirs fédéraux supplémentaires qui ne sont pas accordés aux États individuels en vertu de la Constitution.,
43,Question,Qui est le gouverneur de votre État actuellement ?,
43,Correct_Answer_1,Les réponses varieront,
43,Correct_Rationale_1,La réponse à cette question dépend de l’État où vous vivez. Vous devriez consulter usa.gov.,
43,Wrong_Answer_1,Le nom du sénateur,
43,Wrong_Rationale_1,"Un sénateur fait partie du pouvoir législatif fédéral et est différent du gouverneur, qui est le chef du pouvoir exécutif de l’État.",
43,Wrong_Answer_2,Le nom du maire,
43,Wrong_Rationale_2,"Le maire est le chef du gouvernement d'une ville, différent du gouverneur qui est le chef de tout l'État.",
43,Wrong_Answer_3,Le nom du président,
43,Wrong_Rationale_3,"Le président est le chef du gouvernement fédéral, différent du gouverneur qui est le chef d’un gouvernement d’État.",
44,Question,Quelle est la capitale de votre État ?,
44,Correct_Answer_1,Les réponses varieront,
44,Correct_Rationale_1,La réponse à cette question dépend de l'État dans lequel vous vivez.,
44,Wrong_Answer_1,Washington D.C.,
44,Wrong_Rationale_1,"Washington, D.C. est la capitale des États-Unis, pas celle d'un État. Chaque État a sa propre capitale.",
44,Wrong_Answer_2,New York,
44,Wrong_Rationale_2,"New York est la plus grande ville de l'État de New York, mais Albany est la capitale de l'État.",
44,Wrong_Answer_3,Los Angeles,
44,Wrong_Rationale_3,"Los Angeles est la plus grande ville de Californie, mais Sacramento en est la capitale.",
45,Question,Quels sont les deux principaux partis politiques aux États-Unis ?,
45,Correct_Answer_1,Démocrate et Républicain,
45,Correct_Rationale_1,Les partis démocrate et républicain sont les deux principaux partis qui dominent la politique américaine aujourd'hui.,
45,Wrong_Answer_1,Travailliste et Conservateur,
45,Wrong_Rationale_1,Les partis travailliste et conservateur sont les principaux partis politiques au Royaume-Uni.,
45,Wrong_Answer_2,Libéral et Vert,
45,Wrong_Rationale_2,"Des partis comme le parti libertarien et le parti vert sont des tiers partis aux États-Unis, mais ne font pas partie des deux principaux partis.",
45,Wrong_Answer_3,Sénat et Chambre,
45,Wrong_Rationale_3,"Le Sénat et la Chambre sont les deux parties du Congrès, pas des partis politiques.",
46,Question,Quel est le parti politique du président actuel ?,
46,Correct_Answer_1,Républicain (Parti),
46,Correct_Rationale_1,Le président Donald Trump est membre du Parti républicain. (En juillet 2025),
46,Wrong_Answer_1,Démocrate (Parti),
46,Wrong_Rationale_1,Le Parti démocrate est actuellement le principal parti d'opposition.,
46,Wrong_Answer_2,Indépendant,
46,Wrong_Rationale_2,"Le président actuel est membre d'un grand parti, le Parti républicain.",
46,Wrong_Answer_3,Libertarien (Parti),
46,Wrong_Rationale_3,Le Parti libertarien est l'un des partis tiers aux États-Unis.,
47,Question,Quel est le nom du président de la Chambre des représentants actuellement ?,
47,Correct_Answer_1,Mike Johnson,
47,Correct_Rationale_1,(En juillet 2025),
47,Wrong_Answer_1,Nancy Pelosi,
47,Wrong_Rationale_1,Nancy Pelosi a été une ancienne présidente de la Chambre des représentants.,
47,Wrong_Answer_2,Kevin McCarthy,
47,Wrong_Rationale_2,Kevin McCarthy était le président de la Chambre juste avant Mike Johnson.,
47,Wrong_Answer_3,Chuck Schumer,
47,Wrong_Rationale_3,Chuck Schumer est l'actuel chef de la majorité au Sénat.,
48,Question,Il y a quatre amendements à la Constitution concernant qui peut voter. Décrivez-en un.,
48,Correct_Answer_1,Les citoyens âgés de dix-huit (18) ans et plus (peuvent voter),
48,Correct_Rationale_1,Le 26e amendement a abaissé l'âge de vote à 18 ans.,
48,Correct_Answer_2,Vous n'êtes pas obligé de payer (une taxe de vote) pour voter,
48,Correct_Rationale_2,Le 24e amendement a supprimé les taxes de vote lors des élections fédérales.,
48,Correct_Answer_3,Tout citoyen peut voter. (Les femmes et les hommes peuvent voter.),
48,Correct_Rationale_3,Le 19e amendement a accordé aux femmes le droit de vote.,
48,Correct_Answer_4,Un citoyen masculin de toute race (peut voter),
48,Correct_Rationale_4,Le 15e amendement a interdit la discrimination dans le vote fondée sur la race.,
48,Wrong_Answer_1,"Les résidents permanents peuvent voter, seules les personnes possédant une propriété peuvent voter, seules les personnes de plus de 30 ans peuvent voter, seules les personnes ayant un diplôme universitaire peuvent voter",
48,Wrong_Rationale_1,"Le droit de vote aux élections fédérales est généralement réservé aux citoyens américains, et non aux résidents permanents. La propriété était une exigence au début, mais elle n'est plus requise pour voter. L'âge de vote est de 18 ans et plus, pas 30, selon le 26e amendement. Le niveau d'éducation n'est pas une exigence pour voter aux États-Unis.",
48,Wrong_Answer_2,"Seules les personnes mariées peuvent voter, Seules les personnes employées peuvent voter, Seuls les anciens combattants peuvent voter, Seuls les propriétaires peuvent voter",
48,Wrong_Rationale_2,Le statut marital n’a jamais été une exigence constitutionnelle pour voter. Le statut professionnel n’est pas une condition pour voter ; les citoyens sans emploi conservent leur droit de vote. Le service militaire n’est pas requis pour voter ; les citoyens civils ont les mêmes droits de vote. La propriété d’un logement n’est pas une exigence pour voter selon la loi actuelle.,
48,Wrong_Answer_3,"Seuls les contribuables peuvent voter, Seules les personnes nées aux États-Unis peuvent voter, Seules les personnes parlant anglais peuvent voter, Seules les personnes sans casier judiciaire peuvent voter",
48,Wrong_Rationale_3,"Bien que la plupart des électeurs paient des impôts, le paiement d’impôts n’est pas une exigence constitutionnelle pour voter. Les citoyens naturalisés ont les mêmes droits de vote que ceux nés aux États-Unis. Les exigences linguistiques pour voter ont été largement supprimées par la loi fédérale. Bien que certains États restreignent le vote de certains criminels, l’absence de casier judiciaire n’est pas une exigence constitutionnelle universelle.",
49,Question,Quelle est une responsabilité réservée uniquement aux citoyens des États-Unis ?,
49,Correct_Answer_1,siéger dans un jury,
49,Correct_Rationale_1,Le devoir de jury est une responsabilité clé réservée aux citoyens américains.,
49,Correct_Answer_2,voter à une élection fédérale,
49,Correct_Rationale_2,Voter à une élection fédérale est à la fois un droit et une responsabilité clé d'un citoyen.,
49,Wrong_Answer_1,"payer des impôts, obéir à la loi",
49,Wrong_Rationale_1,"Payer des impôts est une responsabilité de tous les résidents ayant un revenu (comme les résidents permanents), pas seulement des citoyens. Obéir à la loi est une responsabilité pour tous aux États-Unis, quel que soit le statut de citoyenneté.",
49,Wrong_Answer_2,"obtenir un permis de conduire, aller à l'école",
49,Wrong_Rationale_2,"Obtenir un permis de conduire est possible pour les résidents permanents et autres résidents légaux, pas seulement pour les citoyens. La fréquentation scolaire est obligatoire pour tous les enfants, quel que soit le statut de citoyenneté.",
49,Wrong_Answer_3,"travailler légalement, participer à la communauté",
49,Wrong_Rationale_3,"Travailler légalement est autorisé pour les résidents permanents et autres non-citoyens autorisés, pas seulement pour les citoyens. La participation communautaire est encouragée pour tous les résidents, pas seulement pour les citoyens.",
50,Question,Nommez un droit réservé uniquement aux citoyens des États-Unis.,
50,Correct_Answer_1,voter lors d'une élection fédérale,
50,Correct_Rationale_1,Voter aux élections fédérales est un droit réservé aux citoyens.,
50,Correct_Answer_2,se présenter à une fonction fédérale,
50,Correct_Rationale_2,"Le droit de se présenter à une fonction fédérale, comme président, sénateur ou représentant, est réservé aux citoyens.",
50,Wrong_Answer_1,"liberté de religion, liberté d'expression",
50,Wrong_Rationale_1,"La liberté de religion est un droit garanti à tous aux États-Unis, pas seulement aux citoyens. La liberté d'expression est un droit garanti à tous aux États-Unis, pas seulement aux citoyens.",
50,Wrong_Answer_2,"droits à une procédure régulière, protection égale",
50,Wrong_Rationale_2,"Les droits à une procédure régulière sont garantis à toutes les personnes relevant de la juridiction des États-Unis, pas seulement aux citoyens. La protection égale prévue par la loi s'applique à tout le monde aux États-Unis, quel que soit le statut de citoyenneté.",
50,Wrong_Answer_3,"droit à un avocat, protection contre les fouilles déraisonnables",
50,Wrong_Rationale_3,"Le droit à un avocat est garanti à toutes les personnes accusées de crimes, quelle que soit leur citoyenneté. La protection contre les fouilles et saisies déraisonnables s'applique à tout le monde aux États-Unis, pas seulement aux citoyens.",
51,Question,Quels sont deux droits de toute personne vivant aux États-Unis ?,
51,Correct_Answer_1,liberté d'expression,
51,Correct_Rationale_1,Tout le monde aux États-Unis a le droit d'exprimer ses opinions.,
51,Correct_Answer_2,liberté de parole,
51,Correct_Rationale_2,Tout le monde aux États-Unis a le droit de parler librement.,
51,Correct_Answer_3,liberté de réunion,
51,Correct_Rationale_3,Tout le monde aux États-Unis a le droit de se réunir pacifiquement.,
51,Correct_Answer_4,liberté de pétitionner le gouvernement,
51,Correct_Rationale_4,Tout le monde aux États-Unis a le droit de pétitionner le gouvernement pour réparation de griefs.,
51,Correct_Answer_5,liberté de religion,
51,Correct_Rationale_5,Tout le monde aux États-Unis a le droit de pratiquer n'importe quelle religion ou de n'en pratiquer aucune.,
51,Correct_Answer_6,le droit de porter des armes,
51,Correct_Rationale_6,Le deuxième amendement protège le droit de posséder et de porter des armes.,
51,Wrong_Answer_1,"le droit de voter à une élection fédérale, le droit de se présenter à un poste fédéral, le droit à un passeport américain, le droit de siéger dans un jury",
51,Wrong_Rationale_1,"Le droit de voter à une élection fédérale est réservé uniquement aux citoyens américains, pas à toutes les personnes vivant aux États-Unis. Le droit de se présenter à un poste fédéral est réservé uniquement aux citoyens américains. Les passeports américains sont délivrés uniquement aux citoyens américains, pas à tous les résidents. Le service dans un jury est généralement limité aux citoyens dans la plupart des juridictions.",
51,Wrong_Answer_2,"le droit aux prestations de sécurité sociale, le droit à Medicare, le droit aux allocations de chômage, le droit à l'emploi fédéral",
51,Wrong_Rationale_2,Les prestations de sécurité sociale sont principalement destinées aux citoyens et aux travailleurs autorisés qui ont cotisé. Medicare est principalement destiné aux citoyens et aux résidents permanents qui remplissent les conditions. Les allocations de chômage exigent la citoyenneté ou une autorisation de travail dans la plupart des États. De nombreux emplois fédéraux exigent la citoyenneté américaine.,
51,Wrong_Answer_3,"le droit de parrainer l'immigration familiale, le droit à la protection diplomatique à l'étranger, le droit de revenir aux États-Unis, le droit d'occuper une fonction fédérale",
51,Wrong_Rationale_3,Le droit de parrainer certains membres de la famille pour l'immigration est principalement réservé aux citoyens et aux résidents permanents. La protection diplomatique à l'étranger est principalement pour les citoyens américains. Le droit de revenir aux États-Unis sans restriction est réservé aux citoyens. Occuper une fonction fédérale requiert généralement la citoyenneté.,
52,Question,À quoi montrons-nous de la loyauté lorsque nous récitons le Serment d’allégeance ?,
52,Correct_Answer_1,les États-Unis,
52,Correct_Rationale_1,Le Serment d’allégeance est une expression de loyauté envers la nation des États-Unis.,
52,Correct_Answer_2,le drapeau,
52,Correct_Rationale_2,"Le drapeau symbolise les États-Unis, donc lui prêter serment signifie montrer sa loyauté au pays.",
52,Wrong_Answer_1,"le Président, la Constitution",
52,Wrong_Rationale_1,"La loyauté est jurée à la nation elle-même, non à une personne ou à un gouvernement spécifique comme le Président. Les citoyens ont le devoir de défendre la Constitution, mais l’objet direct du Serment d’allégeance est les États-Unis et leur drapeau.",
52,Wrong_Answer_2,"le Congrès, la Cour suprême",
52,Wrong_Rationale_2,"Le Serment est envers la nation dans son ensemble, non envers des branches spécifiques du gouvernement comme le Congrès. La Cour suprême est une branche du gouvernement, mais la loyauté est jurée au pays lui-même.",
52,Wrong_Answer_3,"ton État, ta communauté",
52,Wrong_Rationale_3,"Bien que la loyauté envers son État soit importante, le Serment d’allégeance est envers toute la nation fédérale. La loyauté envers la communauté est importante, mais le Serment est spécifiquement envers la nation.",
53,Question,Quelle est une promesse que vous faites lorsque vous devenez citoyen des États-Unis ?,
53,Correct_Answer_1,obéir aux lois des États-Unis,
53,Correct_Rationale_1,Le serment d’allégeance inclut une promesse d’obéir aux lois des États-Unis.,
53,Correct_Answer_2,être loyal envers les États-Unis,
53,Correct_Rationale_2,C’est une partie essentielle du serment d’allégeance.,
53,Correct_Answer_3,servir dans l’armée américaine (si nécessaire),
53,Correct_Rationale_3,C’est une promesse de porter les armes au nom de la nation lorsque cela est requis.,
53,Correct_Answer_4,renoncer à la loyauté envers d’autres pays,
53,Correct_Rationale_4,Le serment d’allégeance inclut le renoncement à l’allégeance envers des États étrangers.,
53,Correct_Answer_5,défendre la Constitution et les lois des États-Unis,
53,Correct_Rationale_5,Les nouveaux citoyens promettent de soutenir et de défendre la Constitution et les lois.,
53,Correct_Answer_6,servir (accomplir un travail important pour) la nation (si nécessaire),
53,Correct_Rationale_6,Les citoyens promettent d’accomplir des travaux d’importance nationale lorsque cela est requis.,
53,Wrong_Answer_1,"voter chaque année, toujours parler anglais, ne jamais quitter les États-Unis",
53,Wrong_Rationale_1,"Le vote est un droit et une responsabilité cruciale d’un citoyen, mais ce n’est pas un devoir légal ni une partie du serment. Bien que la maîtrise de l’anglais soit une exigence pour la citoyenneté, il n’y a pas de promesse de parler uniquement anglais. Les citoyens américains ont le droit de voyager et de vivre librement à l’étranger.",
53,Wrong_Answer_2,"payer plus d’impôts, servir dans le gouvernement, donner à des œuvres de charité",
53,Wrong_Rationale_2,"Les citoyens paient les mêmes taux d’imposition qu’avant la citoyenneté, en fonction des revenus, et non des taux plus élevés dus à la citoyenneté. Servir dans le gouvernement est une opportunité, pas une promesse obligatoire. Les dons caritatifs sont encouragés mais ne sont pas une obligation légale ni une promesse de serment.",
53,Wrong_Answer_3,"changer votre nom, renoncer à votre citoyenneté précédente, vivre en Amérique pour toujours",
53,Wrong_Rationale_3,"Le changement de nom est facultatif et non requis pour la citoyenneté. Bien que certains pays exigent l’abandon de la citoyenneté précédente, le serment américain ne l’exige pas explicitement. Les citoyens peuvent vivre à l’étranger et conserver leur citoyenneté.",
54,Question,Quel âge doivent avoir les citoyens pour voter pour le président ?,
54,Correct_Answer_1,dix-huit (18) ans et plus,
54,Correct_Rationale_1,Le 26e amendement a fixé l'âge de vote national à 18 ans.,
54,Wrong_Answer_1,seize (16) ans et plus,
54,Wrong_Rationale_1,"Bien que certains pays ou élections locales spécifiques permettent de voter à 16 ans, l'âge de vote fédéral aux États-Unis est de 18 ans.",
54,Wrong_Answer_2,vingt et un (21) ans et plus,
54,Wrong_Rationale_2,"Avant l'adoption du 26e amendement, l'âge de vote était de 21 ans dans de nombreux États.",
54,Wrong_Answer_3,il n'y a pas de limite d'âge,
54,Wrong_Rationale_3,Il existe un âge minimum légal pour être éligible au vote.,
55,Question,Quelles sont deux façons pour les Américains de participer à leur démocratie ?,
55,Correct_Answer_1,voter,
55,Correct_Rationale_1,Voter est la manière la plus fondamentale de participer à la démocratie.,
55,Correct_Answer_2,rejoindre un parti politique,
55,Correct_Rationale_2,Rejoindre un parti politique permet aux citoyens de soutenir les candidats et les causes en lesquels ils croient.,
55,Correct_Answer_3,aider à une campagne,
55,Correct_Rationale_3,Faire du bénévolat pour des campagnes politiques est une manière active de participer au processus démocratique.,
55,Correct_Answer_4,rejoindre un groupe civique,
55,Correct_Rationale_4,Les groupes civiques permettent aux citoyens de travailler ensemble sur des problèmes communautaires.,
55,Correct_Answer_5,rejoindre un groupe communautaire,
55,Correct_Rationale_5,Les groupes communautaires aident les citoyens à traiter les préoccupations et les problèmes locaux.,
55,Correct_Answer_6,donner à un élu votre opinion sur une question,
55,Correct_Rationale_6,Contacter les élus est une façon importante de faire entendre votre voix.,
55,Correct_Answer_7,appeler les sénateurs et les représentants,
55,Correct_Rationale_7,Appeler vos représentants est une manière directe de participer à la démocratie.,
55,Correct_Answer_8,soutenir ou s’opposer publiquement à une question ou une politique,
55,Correct_Rationale_8,Le plaidoyer public est une méthode clé de participation démocratique.,
55,Correct_Answer_9,se présenter à une élection,
55,Correct_Rationale_9,Se présenter à une élection est l’une des façons les plus directes de participer à la démocratie.,
55,Correct_Answer_10,écrire à un journal,
55,Correct_Rationale_10,Écrire des lettres aux journaux aide à partager vos opinions avec la communauté.,
55,Wrong_Answer_1,"regarder les nouvelles à la télévision, hisser un drapeau américain, payer des impôts, lire des journaux",
55,Wrong_Rationale_1,"Bien qu’il soit important de rester informé, regarder les nouvelles seul n’est pas considéré comme une « participation » active. Hissser un drapeau américain est une bonne façon de montrer son patriotisme, mais ce n’est pas une participation au « processus » démocratique. Payer des impôts est une obligation légale, différente d’un acte volontaire de participation. Lire les journaux vous aide à rester informé, mais c’est passif plutôt qu’une participation active.",
55,Wrong_Answer_2,"assister à des défilés, afficher des symboles patriotiques, respecter les lois, respecter le drapeau",
55,Wrong_Rationale_2,"Assister à des défilés montre l’esprit civique mais ne participe pas directement aux processus démocratiques. Afficher des symboles patriotiques montre du soutien mais ne constitue pas une participation démocratique. Respecter les lois est un devoir civique et une exigence légale, pas une participation démocratique volontaire. Respecter le drapeau montre du patriotisme mais ne participe pas aux processus démocratiques.",
