ID,DataName,ar
30,Correct_Rationale_1,يتولى نائب الرئيس الرئاسة إذا لم يعد الرئيس قادرًا على أداء مهامه.
30,Wrong_Answer_1,رئيس مجلس النواب
30,Wrong_Rationale_1,يتولى رئيس مجلس النواب الرئاسة فقط إذا لم يعد كل من الرئيس ونائب الرئيس قادرين على أداء مهامهما.
30,Wrong_Answer_2,رئيس المحكمة العليا
30,Wrong_Rationale_2,رئيس المحكمة العليا ليس ضمن خط الخلافة الرئاسية.
30,Wrong_Answer_3,وزير الخارجية
30,Wrong_Rationale_3,وزير الخارجية هو الرابع في خط الخلافة الرئاسية.
31,Question,"إذا لم يعد كل من الرئيس ونائب الرئيس قادرين على الخدمة، فمن يصبح الرئيس؟"
31,Correct_Answer_1,رئيس مجلس النواب
31,Correct_Rationale_1,رئيس مجلس النواب هو الثالث في خط الخلافة الرئاسية.
31,Wrong_Answer_1,وزير الخارجية
31,Wrong_Rationale_1,"وزير الخارجية هو الرابع في خط الخلافة، بعد رئيس مجلس النواب."
31,Wrong_Answer_2,رئيس المحكمة العليا
31,Wrong_Rationale_2,رئيس المحكمة العليا ليس ضمن خط الخلافة الرئاسية.
31,Wrong_Answer_3,الرئيس المؤقت لمجلس الشيوخ
31,Wrong_Rationale_3,"الرئيس المؤقت لمجلس الشيوخ هو الرابع في الترتيب، بعد رئيس مجلس النواب."
32,Question,من هو القائد الأعلى للقوات المسلحة؟
32,Correct_Answer_1,الرئيس
32,Correct_Rationale_1,الرئيس يمتلك السلطة العليا على القوات المسلحة الأمريكية بصفته القائد الأعلى.
32,Wrong_Answer_1,وزير الدفاع
32,Wrong_Rationale_1,وزير الدفاع هو الرئيس المدني لوزارة الدفاع ويعمل تحت أوامر الرئيس.
32,Wrong_Answer_2,رئيس هيئة الأركان المشتركة
32,Wrong_Rationale_2,رئيس هيئة الأركان المشتركة هو الضابط العسكري الأعلى رتبة والمستشار العسكري الرئيسي للرئيس.
32,Wrong_Answer_3,نائب الرئيس
32,Wrong_Rationale_3,نائب الرئيس لا يمتلك سلطة قيادة مباشرة على القوات المسلحة.
33,Question,من الذي يوقع على مشاريع القوانين لتصبح قوانين؟
33,Correct_Answer_1,الرئيس
33,Correct_Rationale_1,يجب أن يوقع الرئيس على أي مشروع قانون يقره الكونغرس ليصبح قانونًا.
33,Wrong_Answer_1,رئيس مجلس النواب
33,Wrong_Rationale_1,"رئيس مجلس النواب يقود عملية تمرير مشروع القانون في المجلس، لكنه لا يملك السلطة النهائية لتوقيعه كقانون."
33,Wrong_Answer_2,نائب الرئيس
33,Wrong_Rationale_2,"يمكن لنائب الرئيس أن يدلي بصوت كاسر للتعادل في مجلس الشيوخ، لكنه لا يوقع على مشاريع القوانين لتصبح قوانين."
33,Wrong_Answer_3,رئيس المحكمة العليا
33,Wrong_Rationale_3,رئيس المحكمة العليا يفسر القوانين ولا يشارك في العملية التشريعية.
34,Question,من يرفض (يستخدم الفيتو ضد) القوانين؟
34,Correct_Answer_1,الرئيس
34,Correct_Rationale_1,للرئيس سلطة رفض القوانين التي يقرها الكونغرس.
34,Wrong_Answer_1,الكونغرس
34,Wrong_Rationale_1,الكونغرس يقر القوانين؛ ويمكنه أيضًا تجاوز فيتو الرئيس.
34,Wrong_Answer_2,المحكمة العليا
34,Wrong_Rationale_2,"يمكن للمحكمة العليا أن تحكم بعدم دستورية القانون بعد سنّه، لكنها لا تستطيع رفضه (باستخدام الفيتو)."
34,Wrong_Answer_3,الحاكم
34,Wrong_Rationale_3,"للحاكم سلطة الفيتو على القوانين المحلية، وليس القوانين الفيدرالية."
35,Question,ماذا يفعل مجلس وزراء الرئيس؟
35,Correct_Answer_1,ينصح الرئيس
35,Correct_Rationale_1,يتألف مجلس الوزراء من رؤساء الوزارات التنفيذية ويقدم المشورة المتخصصة للرئيس.
35,Wrong_Answer_1,يسن القوانين
35,Wrong_Rationale_1,القوانين يسنها الكونغرس.
35,Wrong_Answer_2,ينتخب الرئيس
35,Wrong_Rationale_2,يتم انتخاب الرئيس من قبل الشعب والكلية الانتخابية.
35,Wrong_Answer_3,يعلن الحرب
35,Wrong_Rationale_3,إعلان الحرب هو سلطة حصرية للكونغرس.
36,Question,ما هما منصبان على مستوى مجلس الوزراء؟
36,Correct_Answer_1,وزير الخارجية
36,Correct_Rationale_1,وزير الخارجية هو عضو رئيسي في مجلس الوزراء مسؤول عن السياسة الخارجية.
36,Correct_Answer_2,وزير الخزانة
36,Correct_Rationale_2,وزير الخزانة مسؤول عن السياسة المالية والاقتصادية للبلاد.
36,Correct_Answer_3,وزير الدفاع
36,Correct_Rationale_3,وزير الدفاع يشرف على السياسة العسكرية والدفاعية.
36,Correct_Answer_4,النائب العام
36,Correct_Rationale_4,النائب العام هو رئيس وزارة العدل وكبير مسؤولي إنفاذ القانون.
36,Correct_Answer_5,وزير الزراعة
36,Correct_Rationale_5,وزير الزراعة يشرف على السياسات الزراعية وسلامة الغذاء والتنمية الريفية.
36,Correct_Answer_6,وزير التجارة
36,Correct_Rationale_6,وزير التجارة يعزز النمو الاقتصادي والتجارة.
36,Correct_Answer_7,وزير التعليم
36,Correct_Rationale_7,وزير التعليم يشرف على السياسة والبرامج التعليمية الفيدرالية.
36,Correct_Answer_8,وزير الطاقة
36,Correct_Rationale_8,وزير الطاقة يدير سياسة الطاقة والأمن النووي.
36,Correct_Answer_9,وزير الصحة والخدمات الإنسانية
36,Correct_Rationale_9,وزير الصحة والخدمات الإنسانية يشرف على برامج الصحة والرفاهية.
36,Correct_Answer_10,وزير الأمن الداخلي
36,Correct_Rationale_10,وزير الأمن الداخلي يحمي الأمة من التهديدات الأمنية.
36,Correct_Answer_11,وزير الإسكان والتنمية الحضرية
36,Correct_Rationale_11,وزير الإسكان والتنمية الحضرية يشرف على سياسات الإسكان والتنمية الحضرية.
36,Correct_Answer_12,وزير الداخلية
36,Correct_Rationale_12,وزير الداخلية يدير الأراضي العامة والموارد الطبيعية.
36,Correct_Answer_13,وزير العمل
36,Correct_Rationale_13,وزير العمل يشرف على سلامة مكان العمل وعلاقات العمل.
36,Correct_Answer_14,وزير النقل
36,Correct_Rationale_14,وزير النقل يشرف على البنية التحتية والنقل والسلامة.
36,Correct_Answer_15,وزير شؤون المحاربين القدامى
36,Correct_Rationale_15,وزير شؤون المحاربين القدامى يقدم خدمات للمحاربين القدامى العسكريين.
36,Correct_Answer_16,نائب الرئيس
36,Correct_Rationale_16,يُعتبر نائب الرئيس أيضًا منصبًا على مستوى مجلس الوزراء.
36,Wrong_Answer_1,"رئيس المحكمة العليا، رئيس مجلس النواب، زعيم الأغلبية في مجلس الشيوخ، زعيم الأقلية في مجلس النواب"
36,Wrong_Rationale_1,"رئيس المحكمة العليا هو رئيس السلطة القضائية وليس عضوًا في مجلس الوزراء التنفيذي. رئيس مجلس النواب هو قائد في السلطة التشريعية، وليس عضوًا في مجلس الوزراء. زعيم الأغلبية في مجلس الشيوخ هو منصب تشريعي. زعيم الأقلية في مجلس النواب هو أيضًا منصب تشريعي."
36,Wrong_Answer_2,"رئيس مجلس الاحتياطي الفيدرالي، قاضي المحكمة العليا، عضو مجلس الشيوخ الأمريكي، عضو مجلس النواب الأمريكي"
36,Wrong_Rationale_2,"رئيس مجلس الاحتياطي الفيدرالي هو منصب مستقل، وليس عضوًا في مجلس الوزراء. قضاة المحكمة العليا هم جزء من السلطة القضائية. أعضاء مجلس الشيوخ والنواب الأمريكيون هم جزء من السلطة التشريعية، وليسوا في مجلس الوزراء التنفيذي."
36,Wrong_Answer_3,"حاكم الولاية، العمدة، مفوض المقاطعة، عضو مجلس المدينة"
36,Wrong_Rationale_3,"حكام الولايات هم مسؤولون تنفيذيون على مستوى الولاية، وليسوا أعضاء في مجلس الوزراء الفيدرالي. العمداء هم مسؤولون في الحكومة المحلية. مفوضو المقاطعات يخدمون على مستوى المقاطعة. أعضاء مجلس المدينة هم أيضًا مسؤولون في الحكومة المحلية. لا يعتبر أي من هؤلاء مناصب في مجلس الوزراء الفيدرالي."
37,Question,ماذا يفعل الفرع القضائي؟
37,Correct_Answer_1,يراجع القوانين
37,Correct_Rationale_1,تقوم السلطة القضائية بمراجعة القوانين للتأكد من أنها دستورية.
37,Correct_Answer_2,يفسر القوانين
37,Correct_Rationale_2,تفسر السلطة القضائية معنى القوانين وتطبقها على القضايا المحددة.
37,Correct_Answer_3,يحل النزاعات
37,Correct_Rationale_3,تحل النزاعات القانونية من خلال إصدار الأحكام.
37,Correct_Answer_4,يقرر ما إذا كان القانون يتعارض مع الدستور
37,Correct_Rationale_4,تمتلك السلطة القضائية سلطة المراجعة القضائية لتحديد ما إذا كانت القوانين دستورية.
37,Wrong_Answer_1,"يسن القوانين، ينفذ القوانين، ينصح الرئيس"
37,Wrong_Rationale_1,يسن الفرع التشريعي (الكونغرس) القوانين. ينفذ الفرع التنفيذي القوانين. دور مجلس الوزراء هو تقديم المشورة للرئيس.
37,Wrong_Answer_2,"يجمع الضرائب، يطبع النقود، ينظم التجارة"
37,Wrong_Rationale_2,"هذه صلاحيات الكونغرس، وليست من صلاحيات السلطة القضائية."
37,Wrong_Answer_3,"يقود الجيش، يتفاوض على المعاهدات، يعين السفراء"
37,Wrong_Rationale_3,"هذه صلاحيات الرئيس، وليست من صلاحيات السلطة القضائية."
38,Question,ما هي أعلى محكمة في الولايات المتحدة؟
38,Correct_Answer_1,المحكمة العليا
38,Correct_Rationale_1,المحكمة العليا هي أعلى محكمة في النظام القضائي الأمريكي.
38,Wrong_Answer_1,المحكمة العليا للولاية
38,Wrong_Rationale_1,"المحكمة العليا للولاية هي الأعلى في النظام القضائي لتلك الولاية، لكن المحكمة العليا الأمريكية أعلى بالنسبة للبلاد كلها."
38,Wrong_Answer_2,محكمة الاستئناف
38,Wrong_Rationale_2,محكمة الاستئناف هي محكمة أدنى من المحكمة العليا.
38,Wrong_Answer_3,محكمة العدل الدولية
38,Wrong_Rationale_3,محكمة العدل الدولية هي هيئة قضائية تابعة للأمم المتحدة تتعامل مع النزاعات بين الدول.
39,Question,كم عدد القضاة في المحكمة العليا؟
39,Correct_Answer_1,تسعة (9)
39,Correct_Rationale_1,تتألف المحكمة العليا من رئيس قضاة واحد وثمانية قضاة معاونين.
39,Wrong_Answer_1,سبعة (7)
39,Wrong_Rationale_1,عدد القضاة محدد بموجب القانون وهو تسعة منذ عام 1869.
39,Wrong_Answer_2,اثنا عشر (12)
39,Wrong_Rationale_2,"يشير العدد اثنا عشر إلى عدد محاكم الاستئناف الإقليمية، وليس عدد قضاة المحكمة العليا."
39,Wrong_Answer_3,خمسون (50)
39,Wrong_Rationale_3,خمسون هو عدد الولايات.
40,Question,من هو رئيس المحكمة العليا في الولايات المتحدة الآن؟
40,Correct_Answer_1,جون روبرتس
40,Correct_Rationale_1,جون ج. روبرتس الابن هو الرئيس السابع عشر والحالي للمحكمة العليا.
40,Wrong_Answer_1,كلارنس توماس
40,Wrong_Rationale_1,كلارنس توماس هو أطول قضاة المحكمة العليا خدمة حالياً.
40,Wrong_Answer_2,ميريك غارلاند
40,Wrong_Rationale_2,ميريك غارلاند هو المدعي العام الحالي.
40,Wrong_Answer_3,روث بادر جينسبيرغ
40,Wrong_Rationale_3,كانت روث بادر جينسبيرغ قاضية مشاركة محترمة للغاية توفيت في عام 2020.
41,Question,"بموجب دستورنا، بعض السلطات تعود للحكومة الفيدرالية. ما هي إحدى سلطات الحكومة الفيدرالية؟"
41,Correct_Answer_1,طباعة النقود
41,Correct_Rationale_1,طباعة النقود هي سلطة حصرية للحكومة الفيدرالية.
41,Correct_Answer_2,إعلان الحرب
41,Correct_Rationale_2,إعلان الحرب هو سلطة من سلطات الكونغرس الفيدرالي.
41,Correct_Answer_3,إنشاء جيش
41,Correct_Rationale_3,إنشاء وصيانة جيش للدفاع الوطني هو دور الحكومة الفيدرالية.
41,Correct_Answer_4,إبرام المعاهدات
41,Correct_Rationale_4,إبرام المعاهدات الرسمية مع الدول الأخرى هي سلطة للحكومة الفيدرالية.
41,Wrong_Answer_1,"منح رخصة قيادة، توفير التعليم، توفير الحماية (الشرطة)، تنظيم قوانين الزواج"
41,Wrong_Rationale_1,"منح رخص القيادة هو سلطة للحكومات المحلية لكل ولاية. تشغيل أنظمة التعليم هو بشكل أساسي مسؤولية الحكومات المحلية والولائية. توفير قوات الشرطة هو في الأساس سلطة الحكومات المحلية والولائية. تنظيم قوانين الزواج هو سلطة ولاية، وليس فيدرالية."
41,Wrong_Answer_2,"إجراء الانتخابات، إنشاء المحاكم المحلية، إصدار التراخيص المهنية، تنظيم التجارة داخل الولاية"
41,Wrong_Rationale_2,إدارة الانتخابات تتم من قبل الحكومات المحلية وحكومات الولايات. إنشاء المحاكم المحلية هو سلطة للولاية. إصدار التراخيص المهنية تتولاه حكومات الولايات. تنظيم التجارة داخل الولاية (داخلية) هو سلطة للولاية.
41,Wrong_Answer_3,"إدارة الموارد الطبيعية، إنشاء البلديات، تنظيم الأعمال المحلية، توفير إدارات الإطفاء"
41,Wrong_Rationale_3,إدارة الموارد الطبيعية ضمن حدود الولاية هي في الأساس مسؤولية الولاية. إنشاء البلديات هو وظيفة للحكومة المحلية وحكومة الولاية. تنظيم الأعمال المحلية يتم عادة من قبل السلطات المحلية وحكومات الولايات. توفير إدارات الإطفاء هو مسؤولية الحكومة المحلية.
42,Question,"بموجب دستورنا، بعض السلطات تعود إلى الولايات. ما هي إحدى سلطات الولايات؟"
42,Correct_Answer_1,توفير التعليم والمدارس
42,Correct_Rationale_1,سياسة التعليم وتشغيل المدارس هي في الأساس من مسؤولية الولايات.
42,Correct_Answer_2,توفير الحماية (الشرطة)
42,Correct_Rationale_2,الحفاظ على النظام العام من خلال تشغيل شرطة الولاية والمحلية هو سلطة من سلطات الولاية.
42,Correct_Answer_3,إصدار رخصة قيادة
42,Correct_Rationale_3,تحدد كل ولاية معاييرها وإجراءاتها الخاصة لإصدار رخص القيادة.
42,Correct_Answer_4,توفير السلامة (إدارات الإطفاء)
42,Correct_Rationale_4,يتم عادةً توفير خدمات الحماية من الحرائق والسلامة من قبل حكومات الولايات والحكومات المحلية.
42,Correct_Answer_5,الموافقة على تقسيم المناطق واستخدام الأراضي
42,Correct_Rationale_5,للولايات سلطة تنظيم استخدام الأراضي وتقسيم المناطق داخل حدودها.
42,Wrong_Answer_1,"طباعة النقود، إعلان الحرب، إبرام المعاهدات"
42,Wrong_Rationale_1,"طباعة النقود هي سلطة حصرية للحكومة الفيدرالية، وليست للولايات. إعلان الحرب هو سلطة الكونغرس الفيدرالي، وليس للولايات. إبرام المعاهدات مع الدول الأخرى هو سلطة الحكومة الفيدرالية، وليست للولايات."
42,Wrong_Answer_2,"تنظيم التجارة بين الولايات، إنشاء مكاتب بريد، سك النقود"
42,Wrong_Rationale_2,هذه جميعها سلطات حصرية للحكومة الفيدرالية لا يمكن للولايات ممارستها.
42,Wrong_Answer_3,"إنشاء جيش، وضع قوانين الهجرة، تنظيم التجارة الخارجية"
42,Wrong_Rationale_3,هذه سلطات اتحادية إضافية غير ممنوحة للولايات الفردية بموجب الدستور.
43,Question,من هو حاكم ولايتك الآن؟
43,Correct_Answer_1,ستختلف الإجابات
43,Correct_Rationale_1,يعتمد الجواب على هذه السؤال على الولاية التي تعيش فيها. يجب أن تتحقق من موقع usa.gov.
43,Wrong_Answer_1,اسم السناتور
43,Wrong_Rationale_1,"السناتور هو جزء من السلطة التشريعية الفيدرالية وهو مختلف عن الحاكم، الذي هو رئيس السلطة التنفيذية للولاية."
43,Wrong_Answer_2,اسم العمدة
43,Wrong_Rationale_2,"العمدة هو رئيس حكومة المدينة، وهو مختلف عن الحاكم الذي هو رئيس الولاية بأكملها."
43,Wrong_Answer_3,اسم الرئيس
43,Wrong_Rationale_3,"الرئيس هو رئيس الحكومة الفيدرالية، وهو مختلف عن الحاكم الذي هو رئيس حكومة الولاية."
44,Question,ما هي عاصمة ولايتك؟
44,Correct_Answer_1,تختلف الإجابات
44,Correct_Rationale_1,تعتمد الإجابة على هذا السؤال على الولاية التي تعيش فيها.
44,Wrong_Answer_1,واشنطن العاصمة
44,Wrong_Rationale_1,"واشنطن العاصمة هي عاصمة الولايات المتحدة، وليست عاصمة ولاية. لكل ولاية عاصمتها الخاصة."
44,Wrong_Answer_2,مدينة نيويورك
44,Wrong_Rationale_2,"مدينة نيويورك هي أكبر مدينة في ولاية نيويورك، لكن ألباني هي عاصمة نيويورك."
44,Wrong_Answer_3,لوس أنجلوس
44,Wrong_Rationale_3,"لوس أنجلوس هي أكبر مدينة في ولاية كاليفورنيا، لكن ساكرامنتو هي عاصمتها."
45,Question,ما هما الحزبان السياسيان الرئيسيان في الولايات المتحدة؟
45,Correct_Answer_1,الديمقراطي والجمهوري
45,Correct_Rationale_1,الحزبان الديمقراطي والجمهوري هما الحزبان الرئيسيان اللذان يهيمنان على السياسة الأمريكية اليوم.
45,Wrong_Answer_1,حزب العمال والمحافظين
45,Wrong_Rationale_1,حزبا العمال والمحافظين هما الحزبان السياسيان الرئيسيان في المملكة المتحدة.
45,Wrong_Answer_2,الليبرالي والخضر
45,Wrong_Rationale_2,"أحزاب مثل الحزب الليبرتاري وحزب الخضر هي أحزاب ثالثة في الولايات المتحدة، لكنها ليست واحدة من الحزبين الرئيسيين."
45,Wrong_Answer_3,مجلس الشيوخ ومجلس النواب
45,Wrong_Rationale_3,"مجلس الشيوخ ومجلس النواب هما الجزآن المكونان للكونغرس، وليس أحزاباً سياسية."
46,Question,ما هو الحزب السياسي للرئيس الحالي؟
46,Correct_Answer_1,الجمهوري (الحزب)
46,Correct_Rationale_1,الرئيس دونالد ترامب عضو في الحزب الجمهوري. (اعتبارًا من يوليو 2025)
46,Wrong_Answer_1,الديمقراطي (الحزب)
46,Wrong_Rationale_1,الحزب الديمقراطي هو حاليًا الحزب المعارض الرئيسي.
46,Wrong_Answer_2,مستقل
46,Wrong_Rationale_2,"الرئيس الحالي عضو في حزب رئيسي، الحزب الجمهوري."
46,Wrong_Answer_3,التحرري (الحزب)
46,Wrong_Rationale_3,الحزب التحرري هو أحد الأحزاب الثالثة في الولايات المتحدة.
47,Question,ما هو اسم رئيس مجلس النواب الحالي؟
47,Correct_Answer_1,مايك جونسون
47,Correct_Rationale_1,(اعتبارًا من يوليو 2025)
47,Wrong_Answer_1,نانسي بيلوسي
47,Wrong_Rationale_1,كانت نانسي بيلوسي رئيسة سابقة لمجلس النواب.
47,Wrong_Answer_2,كيفن مكارثي
47,Wrong_Rationale_2,كان كيفن مكارثي رئيس مجلس النواب مباشرة قبل مايك جونسون.
47,Wrong_Answer_3,تشاك شومر
47,Wrong_Rationale_3,تشاك شومر هو زعيم الأغلبية الحالي في مجلس الشيوخ.
48,Question,هناك أربعة تعديلات على الدستور تتعلق بمن يمكنه التصويت. صف أحدها.
48,Correct_Answer_1,المواطنون الذين يبلغون من العمر ثمانية عشر (18) عامًا فأكثر (يمكنهم التصويت)
48,Correct_Rationale_1,التعديل السادس والعشرون خفض سن التصويت إلى 18 عامًا.
48,Correct_Answer_2,لست مضطرًا لدفع (ضريبة الاقتراع) للتصويت
48,Correct_Rationale_2,التعديل الرابع والعشرون ألغى ضرائب الاقتراع في الانتخابات الفيدرالية.
48,Correct_Answer_3,يمكن لأي مواطن التصويت. (يمكن للنساء والرجال التصويت.)
48,Correct_Rationale_3,التعديل التاسع عشر منح النساء حق التصويت.
48,Correct_Answer_4,أي مواطن ذكر من أي عرق (يمكنه التصويت)
48,Correct_Rationale_4,التعديل الخامس عشر حظر التمييز في التصويت على أساس العرق.
48,Wrong_Answer_1,"يمكن للمقيمين الدائمين التصويت، فقط الأشخاص الذين يمتلكون عقارًا يمكنهم التصويت، فقط الأشخاص الذين تزيد أعمارهم عن 30 عامًا يمكنهم التصويت، فقط الأشخاص الحاصلين على درجات جامعية يمكنهم التصويت"
48,Wrong_Rationale_1,"الحق في التصويت في الانتخابات الفيدرالية مخصص عمومًا للمواطنين الأمريكيين، وليس للمقيمين الدائمين. كان امتلاك الممتلكات شرطًا في الأيام الأولى، لكنه لم يعد مطلوبًا. سن التصويت هو 18 عامًا فأكثر، وليس 30، وفقًا للتعديل السادس والعشرين. المستوى التعليمي ليس شرطًا للتصويت في الولايات المتحدة."
48,Wrong_Answer_2,"يمكن فقط للمتزوجين التصويت، يمكن فقط للعاملين التصويت، يمكن فقط للمحاربين القدامى التصويت، يمكن فقط لمالكي المنازل التصويت"
48,Wrong_Rationale_2,لم يكن الوضع الاجتماعي شرطًا دستوريًا للتصويت أبدًا. حالة التوظيف ليست شرطًا للتصويت؛ المواطنون العاطلون عن العمل يحتفظون بحقهم في التصويت. الخدمة العسكرية ليست مطلوبة للتصويت؛ يتمتع المواطنون المدنيون بحقوق تصويت متساوية. ملكية المنزل ليست شرطًا للتصويت بموجب القانون الحالي.
48,Wrong_Answer_3,"يمكن فقط لدافعي الضرائب التصويت، يمكن فقط للمولودين في الولايات المتحدة التصويت، يمكن فقط للناطقين باللغة الإنجليزية التصويت، يمكن فقط لمن ليس لديهم سجل جنائي التصويت"
48,Wrong_Rationale_3,"على الرغم من أن معظم الناخبين يدفعون بعض الضرائب، فإن دفع الضرائب ليس شرطًا دستوريًا للتصويت. يتمتع المواطنون المتجنسون بنفس حقوق التصويت التي يتمتع بها المولودون في الولايات المتحدة. لقد ألغى القانون الفيدرالي إلى حد كبير متطلبات اللغة للتصويت. على الرغم من أن بعض الولايات تفرض قيودًا على التصويت لبعض المجرمين، فإن عدم وجود سجل جنائي ليس شرطًا دستوريًا عالميًا."
49,Question,ما هي المسؤولية التي تقع فقط على عاتق مواطني الولايات المتحدة؟
49,Correct_Answer_1,الخدمة في هيئة محلفين
49,Correct_Rationale_1,أداء واجب هيئة المحلفين هو مسؤولية رئيسية مخصصة لمواطني الولايات المتحدة.
49,Correct_Answer_2,التصويت في انتخابات اتحادية
49,Correct_Rationale_2,التصويت في الانتخابات الفيدرالية هو حق ومسؤولية أساسية للمواطن.
49,Wrong_Answer_1,"دفع الضرائب، الامتثال للقانون"
49,Wrong_Rationale_1,"دفع الضرائب هو مسؤولية لجميع المقيمين الذين لديهم دخل (مثل المقيمين الدائمين)، وليس للمواطنين فقط. الامتثال للقانون هو مسؤولية للجميع في الولايات المتحدة بغض النظر عن حالة الجنسية."
49,Wrong_Answer_2,"الحصول على رخصة قيادة، الالتحاق بالمدرسة"
49,Wrong_Rationale_2,"الحصول على رخصة قيادة متاح للمقيمين الدائمين والمقيمين القانونيين الآخرين، وليس للمواطنين فقط. الالتحاق بالمدرسة إلزامي لجميع الأطفال بغض النظر عن حالة الجنسية."
49,Wrong_Answer_3,"العمل بشكل قانوني، المشاركة في المجتمع"
49,Wrong_Rationale_3,"العمل بشكل قانوني مسموح به للمقيمين الدائمين وغير المواطنين المصرح لهم، وليس حصريًا للمواطنين. يتم تشجيع المشاركة المجتمعية لجميع المقيمين، وليس المواطنين فقط."
50,Question,اذكر حقًا واحدًا يخص مواطني الولايات المتحدة فقط.
50,Correct_Answer_1,التصويت في انتخابات اتحادية
50,Correct_Rationale_1,التصويت في الانتخابات الفيدرالية هو حق حصري للمواطنين.
50,Correct_Answer_2,الترشح لمنصب اتحادي
50,Correct_Rationale_2,"الحق في الترشح لمنصب اتحادي، مثل الرئيس أو السناتور أو الممثل، مخصص للمواطنين."
50,Wrong_Answer_1,"حرية الدين، حرية التعبير"
50,Wrong_Rationale_1,"حرية الدين حق مكفول للجميع في الولايات المتحدة، وليس للمواطنين فقط. حرية التعبير حق مكفول للجميع في الولايات المتحدة، وليس للمواطنين فقط."
50,Wrong_Answer_2,"حقوق الإجراءات القانونية الواجبة، الحماية المتساوية"
50,Wrong_Rationale_2,"حقوق الإجراءات القانونية الواجبة مضمونة لجميع الأشخاص ضمن الولاية القضائية للولايات المتحدة، وليس للمواطنين فقط. الحماية المتساوية بموجب القانون تنطبق على الجميع في الولايات المتحدة بغض النظر عن حالة المواطنة."
50,Wrong_Answer_3,"الحق في الاستعانة بمحام، الحماية من التفتيش غير المبرر"
50,Wrong_Rationale_3,"الحق في الاستعانة بمحام مكفول لجميع الأشخاص المتهمين بجرائم، بغض النظر عن الجنسية. الحماية من التفتيش والمصادرة غير المبررين تنطبق على الجميع في الولايات المتحدة، وليس على المواطنين فقط."
51,Question,ما هما حقان لكل شخص يعيش في الولايات المتحدة؟
51,Correct_Answer_1,حرية التعبير
51,Correct_Rationale_1,لكل شخص في الولايات المتحدة الحق في التعبير عن آرائه.
51,Correct_Answer_2,حرية الكلام
51,Correct_Rationale_2,لكل شخص في الولايات المتحدة الحق في التحدث بحرية.
51,Correct_Answer_3,حرية التجمع
51,Correct_Rationale_3,لكل شخص في الولايات المتحدة الحق في التجمع سلمياً.
51,Correct_Answer_4,حرية التماس الحكومة
51,Correct_Rationale_4,لكل شخص في الولايات المتحدة الحق في تقديم التماسات للحكومة لطلب تعويض عن المظالم.
51,Correct_Answer_5,حرية الدين
51,Correct_Rationale_5,لكل شخص في الولايات المتحدة الحق في ممارسة أي دين أو عدم ممارسة أي دين.
51,Correct_Answer_6,الحق في حمل السلاح
51,Correct_Rationale_6,التعديل الثاني يحمي الحق في امتلاك وحمل السلاح.
51,Wrong_Answer_1,"الحق في التصويت في انتخابات اتحادية، الحق في الترشح لمنصب اتحادي، الحق في الحصول على جواز سفر أمريكي، الحق في الخدمة في هيئة المحلفين"
51,Wrong_Rationale_1,"الحق في التصويت في الانتخابات الفيدرالية يقتصر على المواطنين الأمريكيين فقط، وليس كل من يعيش في الولايات المتحدة. الحق في الترشح لمنصب اتحادي يقتصر على المواطنين الأمريكيين فقط. تصدر جوازات السفر الأمريكية فقط للمواطنين الأمريكيين، وليس لجميع المقيمين. خدمة هيئة المحلفين تقتصر عادة على المواطنين في معظم الولايات القضائية."
51,Wrong_Answer_2,"الحق في مزايا الضمان الاجتماعي، الحق في ميديكير، الحق في إعانات البطالة، الحق في التوظيف الفيدرالي"
51,Wrong_Rationale_2,مزايا الضمان الاجتماعي مخصصة بشكل أساسي للمواطنين والعمال المصرح لهم الذين ساهموا. ميديكير مخصص بشكل أساسي للمواطنين والمقيمين الدائمين الذين يستوفون المتطلبات. إعانات البطالة تتطلب الجنسية أو تصريح العمل في معظم الولايات. العديد من الوظائف الفيدرالية تتطلب الجنسية الأمريكية.
51,Wrong_Answer_3,"الحق في رعاية هجرة الأسرة، الحق في الحماية الدبلوماسية في الخارج، الحق في العودة إلى الولايات المتحدة، الحق في تولي منصب فيدرالي"
51,Wrong_Rationale_3,الحق في رعاية بعض أفراد الأسرة للهجرة مخصص بشكل أساسي للمواطنين والمقيمين الدائمين. الحماية الدبلوماسية في الخارج مخصصة بشكل أساسي للمواطنين الأميركيين. الحق في العودة إلى الولايات المتحدة دون قيود مخصص للمواطنين. تولي منصب فيدرالي يتطلب عادة الجنسية.
52,Question,إلى ماذا نظهر الولاء عندما نقول قسم الولاء؟
52,Correct_Answer_1,الولايات المتحدة
52,Correct_Rationale_1,قسم الولاء هو تعبير عن الولاء لأمة الولايات المتحدة.
52,Correct_Answer_2,العلم
52,Correct_Rationale_2,"العلم يرمز إلى الولايات المتحدة، لذا فإن القسم له يعني إظهار الولاء للوطن."
52,Wrong_Answer_1,"الرئيس، الدستور"
52,Wrong_Rationale_1,"يتم التعهد بالولاء للأمة نفسها، وليس لشخص محدد أو حكومة مثل الرئيس. على المواطنين واجب دعم الدستور، ولكن الهدف المباشر لقسم الولاء هو الولايات المتحدة وعلمها."
52,Wrong_Answer_2,"الكونغرس، المحكمة العليا"
52,Wrong_Rationale_2,"القسم موجه إلى الأمة ككل، وليس إلى فروع محددة من الحكومة مثل الكونغرس. المحكمة العليا هي فرع من الحكومة، لكن الولاء يُتعهد به للأمة نفسها."
