ID,DataName,zh,
41,Wrong_Rationale_3,在州境内管理自然资源主要是州的责任。设立市政当局是州和地方政府的职能。规范本地企业通常由州和地方当局执行。提供消防部门是地方政府的责任。,
42,Question,根据我们的宪法，某些权力属于各州。各州的一项权力是什么？,
42,Correct_Answer_1,提供教育和学校,
42,Correct_Rationale_1,教育政策和学校运作主要是各州的责任。,
42,Correct_Answer_2,提供保护（警察）,
42,Correct_Rationale_2,通过运营州和地方警察来维护公共秩序是州的权力。,
42,Correct_Answer_3,发放驾驶执照,
42,Correct_Rationale_3,各州自行制定颁发驾驶执照的标准和程序。,
42,Correct_Answer_4,提供安全（消防部门）,
42,Correct_Rationale_4,消防和安全服务通常由州和地方政府提供。,
42,Correct_Answer_5,批准分区和土地使用,
42,Correct_Rationale_5,各州有权在其边界内管理土地使用和分区。,
42,Wrong_Answer_1,印钞、宣战、缔结条约,
42,Wrong_Rationale_1,印钞是联邦政府的专属权力，不属于各州。宣战是联邦国会的权力，不属于各州。与其他国家缔结条约是联邦政府的权力，不属于各州。,
42,Wrong_Answer_2,管制州际贸易、设立邮局、铸造货币,
42,Wrong_Rationale_2,这些都是联邦政府的专属权力，各州不能行使。,
42,Wrong_Answer_3,建立军队、制定移民法、管理对外贸易,
42,Wrong_Rationale_3,这些是宪法未授予各州的额外联邦权力。,
43,Question,你所在州现任州长是谁？,
43,Correct_Answer_1,答案会有所不同,
43,Correct_Rationale_1,这个问题的答案取决于你居住的州。你应查看 usa.gov。,
43,Wrong_Answer_1,参议员的名字,
43,Wrong_Rationale_1,参议员是联邦立法部门的一部分，与州长不同，州长是州行政部门的首脑。,
43,Wrong_Answer_2,市长的名字,
43,Wrong_Rationale_2,市长是城市政府的首脑，与州长不同，州长是整个州的首脑。,
43,Wrong_Answer_3,总统的名字,
43,Wrong_Rationale_3,总统是联邦政府的首脑，与州长不同，州长是州政府的首脑。,
44,Question,你的州首府是哪里？,
44,Correct_Answer_1,答案会有所不同,
44,Correct_Rationale_1,这个问题的答案取决于你住在哪个州。,
44,Wrong_Answer_1,华盛顿特区,
44,Wrong_Rationale_1,华盛顿特区是美国的首都，而不是州首府。每个州都有自己的首府。,
44,Wrong_Answer_2,纽约市,
44,Wrong_Rationale_2,纽约市是纽约州最大的城市，但奥尔巴尼才是纽约州的首府。,
44,Wrong_Answer_3,洛杉矶,
44,Wrong_Rationale_3,洛杉矶是加利福尼亚州最大的城市，但萨克拉门托才是加州的首府。,
45,Question,美国的两个主要政党是什么？,
45,Correct_Answer_1,民主党和共和党,
45,Correct_Rationale_1,民主党和共和党是当今主导美国政治的两个主要政党。,
45,Wrong_Answer_1,工党和保守党,
45,Wrong_Rationale_1,工党和保守党是英国的主要政党。,
45,Wrong_Answer_2,自由党和绿党,
45,Wrong_Rationale_2,自由党和绿党等政党在美国是第三党，但不是两个主要政党之一。,
45,Wrong_Answer_3,参议院和众议院,
45,Wrong_Rationale_3,参议院和众议院是国会的两个部分，而不是政党。,
46,Question,现任总统的政党是什么？,
46,Correct_Answer_1,共和党,
46,Correct_Rationale_1,唐纳德·特朗普总统是共和党成员。（截至2025年7月）,
46,Wrong_Answer_1,民主党,
46,Wrong_Rationale_1,民主党目前是主要反对党。,
46,Wrong_Answer_2,无党派,
46,Wrong_Rationale_2,现任总统是主要政党——共和党的成员。,
46,Wrong_Answer_3,自由党,
46,Wrong_Rationale_3,自由党是美国的第三大政党之一。,
47,Question,现任众议院议长的名字是什么？,
47,Correct_Answer_1,迈克·约翰逊,
47,Correct_Rationale_1,（截至2025年7月）,
47,Wrong_Answer_1,南希·佩洛西,
47,Wrong_Rationale_1,南希·佩洛西曾是众议院前任议长。,
47,Wrong_Answer_2,凯文·麦卡锡,
47,Wrong_Rationale_2,凯文·麦卡锡是在迈克·约翰逊之前的众议院议长。,
47,Wrong_Answer_3,查克·舒默,
47,Wrong_Rationale_3,查克·舒默是现任参议院多数党领袖。,
48,Question,宪法中有四项关于谁可以投票的修正案。请描述其中之一。,
48,Correct_Answer_1,十八（18）岁及以上的公民（可以投票）,
48,Correct_Rationale_1,第二十六修正案将投票年龄降至18岁。,
48,Correct_Answer_2,投票不需要缴纳（人头税）,
48,Correct_Rationale_2,第二十四修正案取消了联邦选举中的人头税。,
48,Correct_Answer_3,任何公民都可以投票。（女性和男性都可以投票。）,
48,Correct_Rationale_3,第十九修正案赋予女性投票权。,
48,Correct_Answer_4,任何种族的男性公民（可以投票）,
48,Correct_Rationale_4,第十五修正案禁止基于种族的投票歧视。,
48,Wrong_Answer_1,永久居民可以投票，只有拥有财产的人可以投票，只有30岁以上的人可以投票，只有有大学学位的人可以投票,
48,Wrong_Rationale_1,联邦选举的投票权通常保留给美国公民，而不是永久居民。早期要求拥有财产，但现在已不再需要。根据第二十六修正案，投票年龄是18岁及以上，而不是30岁。教育水平不是美国的投票要求。,
48,Wrong_Answer_2,只有已婚人士可以投票，只有有工作的人员可以投票，只有退伍军人可以投票，只有房主可以投票,
48,Wrong_Rationale_2,婚姻状况从未成为投票的宪法要求。就业状况不是投票的条件；失业公民仍保留投票权。投票不需要服兵役；平民公民享有平等的投票权。根据现行法律，拥有房产不是投票的要求。,
48,Wrong_Answer_3,只有纳税人可以投票，只有在美国出生的人可以投票，只有会说英语的人可以投票，只有没有犯罪记录的人可以投票,
48,Wrong_Rationale_3,尽管大多数选民会缴纳一些税款，但缴税不是投票的宪法要求。归化公民与在美国出生的人享有同等的投票权。联邦法律已大幅取消投票的语言要求。虽然有些州限制某些重罪犯的投票权，但没有犯罪记录并不是普遍的宪法要求。,
49,Question,哪项责任是仅限于美国公民的？,
49,Correct_Answer_1,担任陪审员,
49,Correct_Rationale_1,担任陪审员是美国公民的一项重要责任。,
49,Correct_Answer_2,在联邦选举中投票,
49,Correct_Rationale_2,在联邦选举中投票既是公民的权利，也是公民的重要责任。,
49,Wrong_Answer_1,缴税，遵守法律,
49,Wrong_Rationale_1,缴税是所有有收入的居民（如永久居民）的责任，不仅仅是公民的责任。遵守法律是所有在美国生活的人应尽的责任，与公民身份无关。,
49,Wrong_Answer_2,获得驾驶执照，上学,
49,Wrong_Rationale_2,驾照不仅公民可以申请，永久居民和其他合法居民也可以。无论国籍身份，所有儿童都必须上学。,
49,Wrong_Answer_3,合法工作，参与社区活动,
49,Wrong_Rationale_3,合法工作适用于永久居民和其他获准的非公民，不仅仅是公民。鼓励所有居民参与社区活动，而不仅仅是公民。,
50,Question,说出一项仅属于美国公民的权利。,
50,Correct_Answer_1,在联邦选举中投票,
50,Correct_Rationale_1,在联邦选举中投票是公民专有的权利。,
50,Correct_Answer_2,竞选联邦公职,
50,Correct_Rationale_2,竞选联邦职位（如总统、参议员或众议员）的权利仅限于公民。,
50,Wrong_Answer_1,宗教自由，言论自由,
50,Wrong_Rationale_1,宗教自由是美国人人享有的权利，不仅仅是公民。言论自由也是美国人人享有的权利，不仅限于公民。,
50,Wrong_Answer_2,正当程序权，平等保护,
50,Wrong_Rationale_2,正当程序权保障所有在美国司法管辖区内的人，不仅限于公民。法律下的平等保护适用于美国的所有人，不论公民身份。,
50,Wrong_Answer_3,获得律师辩护权，免受不合理搜查的保护,
50,Wrong_Rationale_3,律师辩护权保障所有被控犯罪的人，不论其公民身份。免受不合理搜查和扣押的保护适用于美国所有人，不仅限于公民。,
51,Question,居住在美国的每个人有哪两项权利？,
51,Correct_Answer_1,言论自由,
51,Correct_Rationale_1,美国的每个人都有权表达自己的意见。,
51,Correct_Answer_2,言语自由,
51,Correct_Rationale_2,美国的每个人都有权自由发言。,
51,Correct_Answer_3,集会自由,
51,Correct_Rationale_3,美国的每个人都有权和平集会。,
51,Correct_Answer_4,向政府请愿的自由,
51,Correct_Rationale_4,美国的每个人都有权向政府请愿以纠正不满。,
51,Correct_Answer_5,宗教自由,
51,Correct_Rationale_5,美国的每个人都有信仰任何宗教或不信仰宗教的权利。,
51,Correct_Answer_6,拥有武器的权利,
51,Correct_Rationale_6,第二修正案保护持有和携带武器的权利。,
51,Wrong_Answer_1,在联邦选举中投票的权利、竞选联邦公职的权利、获得美国护照的权利、担任陪审员的权利,
51,Wrong_Rationale_1,在联邦选举中投票的权利仅保留给美国公民，而不是所有居住在美国的人。竞选联邦公职的权利仅保留给美国公民。美国护照仅签发给美国公民，而不是所有居民。大多数司法管辖区的陪审团服务通常仅限于公民。,
51,Wrong_Answer_2,享有社会保障福利的权利，享有医保的权利，享有失业救济的权利，享有联邦就业的权利,
51,Wrong_Rationale_2,社会保障福利主要适用于已缴费的公民和获授权的工人。医疗保险主要适用于符合条件的公民和永久居民。大多数州的失业救济需要公民身份或工作许可。许多联邦工作要求美国公民身份。,
51,Wrong_Answer_3,担保家庭移民的权利，在国外享有外交保护的权利，返回美国的权利，担任联邦公职的权利,
51,Wrong_Rationale_3,担保特定家庭成员移民的权利主要适用于公民和永久居民。在国外享有外交保护的权利主要适用于美国公民。无条件返回美国的权利仅适用于公民。担任联邦公职通常需要公民身份。,
52,Question,我们在宣读效忠誓词时表达忠诚的对象是什么？,
52,Correct_Answer_1,美国,
52,Correct_Rationale_1,效忠誓词是对美利坚合众国国家的忠诚表达。,
52,Correct_Answer_2,国旗,
52,Correct_Rationale_2,国旗象征美国，因此宣誓效忠国旗就是表示对国家的忠诚。,
52,Wrong_Answer_1,总统，宪法,
52,Wrong_Rationale_1,忠诚是对国家本身，而不是对某个特定人物或政府如总统。公民有义务维护宪法，但效忠誓词的直接对象是美国及其国旗。,
52,Wrong_Answer_2,国会，最高法院,
52,Wrong_Rationale_2,效忠誓词是对整个国家，而不是对政府的具体分支如国会。最高法院是政府的一个分支，但忠诚是对国家本身。,
52,Wrong_Answer_3,你的州，你的社区,
52,Wrong_Rationale_3,对自己所在州的忠诚很重要，但效忠誓词是对整个联邦国家的。对社区的忠诚也重要，但誓词专门针对国家。,
53,Question,成为美国公民时你会作出的一个承诺是什么？,
53,Correct_Answer_1,遵守美国的法律,
53,Correct_Rationale_1,效忠誓言包括遵守美国法律的承诺。,
53,Correct_Answer_2,忠于美国,
53,Correct_Rationale_2,这是效忠誓言的核心部分。,
53,Correct_Answer_3,在美国军队服役（如有需要）,
53,Correct_Rationale_3,这是在需要时代表国家拿起武器的承诺。,
53,Correct_Answer_4,放弃对其他国家的忠诚,
53,Correct_Rationale_4,效忠誓言包括放弃对外国的效忠。,
53,Correct_Answer_5,保卫美国宪法和法律,
53,Correct_Rationale_5,新公民承诺支持和捍卫宪法和法律。,
53,Correct_Answer_6,为国家服务（在需要时承担重要工作）,
53,Correct_Rationale_6,公民承诺在需要时履行对国家重要的工作。,
53,Wrong_Answer_1,每年投票、永远说英语、永远不离开美国,
53,Wrong_Rationale_1,投票是公民的重要权利和责任，但它不是法律规定的义务或誓言的一部分。虽然掌握英语是获得公民身份的要求，但没有承诺只说英语。美国公民有权自由旅行和在国外生活。,
53,Wrong_Answer_2,缴纳更高的税款、在政府任职、捐赠慈善,
53,Wrong_Rationale_2,公民缴纳与获得公民身份前相同的基于收入的税率，而不是因为公民身份而缴纳更高的税。为政府服务是一种机会，而不是必须的承诺。慈善捐赠受到鼓励，但不是法律要求或誓言的内容。,
53,Wrong_Answer_3,改名、放弃原国籍、永远生活在美国,
53,Wrong_Rationale_3,改名是可选的，并不是获得公民身份的必要条件。虽然一些国家要求放弃原国籍，但美国的誓言并未明确要求这一点。公民可以居住在国外并保持其公民身份。,
54,Question,公民必须多少岁才能投票选总统？,
54,Correct_Answer_1,十八岁（18）及以上,
54,Correct_Rationale_1,第二十六条修正案将全国投票年龄定为18岁。,
54,Wrong_Answer_1,十六岁（16）及以上,
54,Wrong_Rationale_1,虽然有些国家或特定地方选举允许16岁投票，但美国的联邦投票年龄是18岁。,
54,Wrong_Answer_2,二十一岁（21）及以上,
54,Wrong_Rationale_2,在第二十六条修正案通过之前，许多州的投票年龄是21岁。,
54,Wrong_Answer_3,没有年龄限制,
54,Wrong_Rationale_3,法律规定了投票资格的最低年龄。,
55,Question,美国人可以参与民主的两种方式是什么？,
55,Correct_Answer_1,投票,
55,Correct_Rationale_1,投票是参与民主的最基本方式。,
55,Correct_Answer_2,加入政党,
55,Correct_Rationale_2,加入政党使公民能够支持他们所相信的候选人和事业。,
55,Correct_Answer_3,协助竞选活动,
55,Correct_Rationale_3,参与政治竞选志愿工作是参与民主进程的一种积极方式。,
55,Correct_Answer_4,加入公民团体,
55,Correct_Rationale_4,公民团体使市民能够共同解决社区问题。,
55,Correct_Answer_5,加入社区团体,
55,Correct_Rationale_5,社区团体帮助市民解决本地关切和问题。,
55,Correct_Answer_6,向民选官员表达您对某一问题的意见,
55,Correct_Rationale_6,与民选官员联系是让您的声音被听到的重要方式。,
55,Correct_Answer_7,打电话给参议员和众议员,
55,Correct_Rationale_7,给你的代表打电话是参与民主的一种直接方式。,
55,Correct_Answer_8,公开支持或反对某个问题或政策,
55,Correct_Rationale_8,公开倡导是民主参与的关键方式。,
55,Correct_Answer_9,竞选公职,
55,Correct_Rationale_9,参选是参与民主最直接的方式之一。,
55,Correct_Answer_10,给报纸写信,
55,Correct_Rationale_10,给报纸写信有助于与社区分享你的观点。,
55,Wrong_Answer_1,看电视新闻，升美国国旗，交税，读报纸,
55,Wrong_Rationale_1,虽然保持消息灵通很重要，但单单看新闻并不算积极的“参与”。升美国国旗是表达爱国主义的好方式，但不等于参与民主“过程”。缴税是法律义务，不同于自愿参与。读报纸有助于获取信息，但这是被动的，而不是积极参与。,
55,Wrong_Answer_2,参加游行，展示爱国符号，遵守法律，尊重国旗,
55,Wrong_Rationale_2,参加游行体现了公民精神，但并不直接参与民主进程。展示爱国符号表示支持，但不构成民主参与。遵守法律是公民义务和法律要求，而不是自愿的民主参与。尊重国旗表示爱国，但不等于参与民主进程。,
55,Wrong_Answer_3,唱国歌，庆祝节日，穿爱国服装，在社交媒体上发帖,
55,Wrong_Rationale_3,,
56,Question,联邦所得税表格的最后提交日期是什么时候？,
56,Correct_Answer_1,4月15日,
56,Correct_Rationale_1,申报纳税的通常截止日期是4月15日。（如果遇到周末或节假日，可以延长）。,
56,Wrong_Answer_1,1月1日,
56,Wrong_Rationale_1,1月1日是新年。,
56,Wrong_Answer_2,12月31日,
56,Wrong_Rationale_2,12月31日是税务年度的结束。,
56,Wrong_Answer_3,7月4日,
56,Wrong_Rationale_3,7月4日是独立日。,
57,Question,Khi nào tất cả đàn ông phải đăng ký Dịch vụ Tuyển chọn?,所有男性必须在何时登记参加兵役登记处？
57,Correct_Answer_1,在十八（18）岁时,
57,Correct_Rationale_1,必须在满18岁后的30天内完成登记。,
57,Correct_Answer_2,在十八（18）至二十六（26）岁之间,
57,Correct_Rationale_2,虽然应该在18岁时登记，但可以延迟到26岁。,
57,Wrong_Answer_1,当他们参军时，当他们投票时,
57,Wrong_Rationale_1,登记兵役登记处与实际参军是分开的过程，用于潜在的征兵。兵役登记与选民登记是不同的程序，要求和时间也不同。,
57,Wrong_Answer_2,当他们结婚时，当他们高中毕业时,
57,Wrong_Rationale_2,婚姻状况不会触发兵役登记要求。高中毕业与登记时间无关，登记完全基于年龄。,
57,Wrong_Answer_3,当他们21岁时，当他们30岁时,
57,Wrong_Rationale_3,登记年龄是18岁，不是21岁。到30岁时，男性已经超过登记要求的年龄范围（18-26岁），所以登记太晚了。,
58,Question,殖民者来到美洲的一个原因是什么？,
58,Correct_Answer_1,自由,
58,Correct_Rationale_1,许多殖民者来到美洲寻求各种形式的自由。,
58,Correct_Answer_2,政治自由,
58,Correct_Rationale_2,一些殖民者来到美洲寻求更大的政治自由。,
58,Correct_Answer_3,宗教自由,
58,Correct_Rationale_3,许多殖民者来到美洲自由地实践他们的宗教。,
58,Correct_Answer_4,经济机会,
58,Correct_Rationale_4,许多殖民者来到美洲寻求更好的经济机会。,
58,Correct_Answer_5,实践他们的宗教,
58,Correct_Rationale_5,宗教实践是许多殖民者的主要动机。,
58,Correct_Answer_6,逃避迫害,
58,Correct_Rationale_6,许多殖民者逃离了他们祖国的迫害。,
58,Wrong_Answer_1,为了服务英国国王、度假、征服美洲原住民,
58,Wrong_Rationale_1,殖民者寻求逃离英国国王的权威，而不是服务他。当时横渡大西洋是一段危险的、威胁生命的旅程，绝不是度假。虽然确实发生过冲突和征服，但这并不是殖民者来到美洲的主要原因。,
58,Wrong_Answer_2,逃离贫困、寻找黄金、建立贸易路线,
58,Wrong_Rationale_2,尽管经济机会是一个合理的原因，但这些具体动机过于简化了推动殖民化的复杂宗教、政治和经济因素。,
58,Wrong_Answer_3,传播基督教、为西班牙宣称土地、寻找西北航道,
58,Wrong_Rationale_3,这些是一些探险家和传教士的动机，但不是普通殖民者来到美洲建立永久定居点的主要原因。,
59,Question,在欧洲人到来之前，谁生活在美洲？,
59,Correct_Answer_1,美洲印第安人,
59,Correct_Rationale_1,,
59,Correct_Answer_2,美洲原住民,
59,Correct_Rationale_2,,
59,Wrong_Answer_1,没有人，非洲人,
59,Wrong_Rationale_1,数以百万计的原住民在欧洲人到来之前就生活在美洲。非洲人是后来被强迫作为奴隶带到美洲的，而不是原本就生活在那里的居民。,
59,Wrong_Answer_2,维京人，中国探险家,
59,Wrong_Rationale_2,维京人大约在公元1000年可能曾短暂到访北美，但他们没有建立永久定居点，也不是原住民。中国探险家在欧洲人到来之前没有到达美洲。,
59,Wrong_Answer_3,西班牙征服者，英国殖民者,
59,Wrong_Rationale_3,西班牙征服者是最早到达的欧洲人之一，而不是欧洲人到来之前的居民。英国殖民者在17世纪才到达，那时原住民已经在那里生活了几千年。,
60,Question,哪一群人被带到美洲并被当作奴隶出售？,
60,Correct_Answer_1,非洲人,
60,Correct_Rationale_1,非洲人被强行带到美洲并被当作奴隶出售。,
60,Correct_Answer_2,来自非洲的人,
60,Correct_Rationale_2,来自非洲大陆的人被奴役并带到美洲。,
60,Wrong_Answer_1,欧洲人,
60,Wrong_Rationale_1,欧洲人是移民或殖民者。,
60,Wrong_Answer_2,美洲印第安人,
60,Wrong_Rationale_2,尽管美洲原住民遭受压迫和土地丧失，但他们并不是跨大西洋奴隶贸易的对象。,
60,Wrong_Answer_3,亚洲人,
60,Wrong_Rationale_3,来自亚洲的移民主要始于19世纪后半叶。,
61,Question,殖民者为什么与英国人作战？,
61,Correct_Answer_1,因为高额税收（无代表的征税）,
61,Correct_Rationale_1,他们对在英国议会没有代表却被征税感到愤怒。,
61,Correct_Answer_2,因为英军住在他们的房子里,
61,Correct_Rationale_2,《驻军法》要求殖民者为英军提供住宿和食物。,
61,Correct_Answer_3,因为他们没有自治政府,
61,Correct_Rationale_3,殖民者希望自我管理，摆脱英国政府的单方面统治。,
61,Wrong_Answer_1,因为他们想要一个新国王，因为他们想与法国结盟，因为他们想废除所有税收,
61,Wrong_Rationale_1,他们试图建立共和国，彻底摆脱国王的统治，而不仅仅是取代他。与法国的联盟是战争期间的战略，而不是发动战争的根本原因。问题不是一般的税收，而是未经他们同意就征收的“不公正”税收。,
61,Wrong_Answer_2,因为宗教迫害，因为经济困难，因为领土争端,
61,Wrong_Rationale_2,虽然这些是导致殖民地不满的因素，但战斗的主要原因是政治性的：无代表的征税、强制驻军、缺乏自治政府。,
61,Wrong_Answer_3,因为他们想立即独立，因为他们讨厌所有英国人，因为他们想向西扩张,
61,Wrong_Rationale_3,殖民者最初寻求和解，后来才逐渐走向独立。他们的不满是针对英国的政策，而不是英国人民个人。西进扩张并不是冲突的主要原因。,
62,Question,谁写了《独立宣言》？,
62,Correct_Answer_1,（托马斯）杰斐逊,
62,Correct_Rationale_1,托马斯·杰斐逊是《独立宣言》的主要作者。,
62,Wrong_Answer_1,乔治·华盛顿,
62,Wrong_Rationale_1,乔治·华盛顿是大陆军总司令，也是第一任总统。,
62,Wrong_Answer_2,亚伯拉罕·林肯,
62,Wrong_Rationale_2,亚伯拉罕·林肯在内战期间是第16任总统。,
62,Wrong_Answer_3,本杰明·富兰克林,
62,Wrong_Rationale_3,本杰明·富兰克林是委员会成员，审阅并签署了该文件，但并非主要作者。,
63,Question,《独立宣言》是何时通过的？,
63,Correct_Answer_1,1776年7月4日,
63,Correct_Rationale_1,这个日期在美国被庆祝为独立日。,
63,Wrong_Answer_1,1787年9月17日,
63,Wrong_Rationale_1,1787年9月17日是宪法签署的日期，而不是《独立宣言》通过的日期。,
63,Wrong_Answer_2,1492年10月12日,
63,Wrong_Rationale_2,1492年10月12日是哥伦布到达美洲的日期，而不是《独立宣言》通过的日期。,
63,Wrong_Answer_3,1775年4月19日,
63,Wrong_Rationale_3,1775年4月19日是列克星敦和康科德爆发独立战争的日期，而不是《独立宣言》通过的日期。,
64,Question,当初有13个州。请说出三个。,
64,Correct_Answer_1,新罕布什尔州,
64,Correct_Rationale_1,新罕布什尔州是最初的13个殖民地之一。,
64,Correct_Answer_2,马萨诸塞州,
64,Correct_Rationale_2,马萨诸塞州是最初的13个殖民地之一。,
64,Correct_Answer_3,罗得岛州,
64,Correct_Rationale_3,罗得岛州是最初的13个殖民地之一。,
64,Correct_Answer_4,康涅狄格州,
64,Correct_Rationale_4,康涅狄格州是最初的13个殖民地之一。,
64,Correct_Answer_5,纽约州,
64,Correct_Rationale_5,纽约州是最初的13个殖民地之一。,
64,Correct_Answer_6,新泽西州,
64,Correct_Rationale_6,新泽西州是最初的13个殖民地之一。,
64,Correct_Answer_7,宾夕法尼亚州,
64,Correct_Rationale_7,宾夕法尼亚州是最初的13个殖民地之一。,
64,Correct_Answer_8,特拉华州,
64,Correct_Rationale_8,特拉华州是最初的13个殖民地之一。,
64,Correct_Answer_9,马里兰州,
64,Correct_Rationale_9,马里兰州是最初的13个殖民地之一。,
64,Correct_Answer_10,弗吉尼亚州,
64,Correct_Rationale_10,弗吉尼亚州是最初的13个殖民地之一。,
64,Correct_Answer_11,北卡罗来纳州,
64,Correct_Rationale_11,北卡罗来纳州是最初的13个殖民地之一。,
64,Correct_Answer_12,南卡罗来纳州,
64,Correct_Rationale_12,南卡罗来纳州是最初的13个殖民地之一。,
64,Correct_Answer_13,乔治亚州,
64,Correct_Rationale_13,乔治亚州是最初的13个殖民地之一。,
64,Wrong_Answer_1,佛罗里达州，加利福尼亚州，德克萨斯州，阿拉斯加州,
64,Wrong_Rationale_1,佛罗里达州于1845年作为第27个州加入联邦，不是原始殖民地。加利福尼亚州于1850年作为第31个州加入。德克萨斯州于1845年作为第28个州加入。阿拉斯加州于1959年作为第49个州加入，远晚于最初的13个殖民地。,
64,Wrong_Answer_2,俄亥俄州，肯塔基州，佛蒙特州，田纳西州,
64,Wrong_Rationale_2,俄亥俄州于1803年作为第17个州加入联邦，在最初的13个殖民地之后。肯塔基州于1792年成为第15个州。佛蒙特州于1791年成为第14个州。田纳西州于1796年成为第16个州。所有这些州都在最初13个殖民地之后加入。,
64,Wrong_Answer_3,夏威夷州，内华达州，科罗拉多州，犹他州,
64,Wrong_Rationale_3,夏威夷州于1959年作为第50个州加入。内华达州于1864年作为第36个州加入。科罗拉多州于1876年作为第38个州加入。犹他州于1896年作为第45个州加入。这些州都不是独立前建立的最初13个殖民地之一。,
65,Question,制宪会议上发生了什么？,
65,Correct_Answer_1,宪法被起草了。,
65,Correct_Rationale_1,制宪会议的召开是为了建立新的政府框架，并最终制定了美国宪法。,
65,Correct_Answer_2,开国元勋们起草了宪法。,
65,Correct_Rationale_2,开国元勋们在制宪会议上聚集起来撰写宪法。,
65,Wrong_Answer_1,独立宣言被写下来了。,
65,Wrong_Rationale_1,独立宣言早在1776年的大陆会议上就被写下，比制宪会议早了11年。,
65,Wrong_Answer_2,革命战争开始了。,
65,Wrong_Rationale_2,革命战争始于1775年，并在制宪会议（1787）之前已经结束。,
65,Wrong_Answer_3,乔治·华盛顿当选为总统。,
65,Wrong_Rationale_3,乔治·华盛顿于1789年在宪法下、制宪会议后当选为首任总统。,
66,Question,宪法是何时起草的？,
66,Correct_Answer_1,1787,
66,Correct_Rationale_1,宪法是在1787年费城制宪会议上起草的。,
66,Wrong_Answer_1,1776,
66,Wrong_Rationale_1,1776年是《独立宣言》通过的年份。,
66,Wrong_Answer_2,1865,
66,Wrong_Rationale_2,1865年是南北战争结束以及废除奴隶制的第13修正案获批准的年份。,
66,Wrong_Answer_3,1789,
66,Wrong_Rationale_3,1789年是宪法生效并正式成立美国政府的年份。,
67,Question,《联邦党人文集》支持了美国宪法的通过。请说出其中一位作者的名字。,
67,Correct_Answer_1,(詹姆斯) 麦迪逊,
67,Correct_Rationale_1,詹姆斯·麦迪逊是《联邦党人文集》的三位作者之一。,
67,Correct_Answer_2,(亚历山大) 汉密尔顿,
67,Correct_Rationale_2,亚历山大·汉密尔顿是《联邦党人文集》的三位作者之一。,
67,Correct_Answer_3,(约翰) 杰伊,
67,Correct_Rationale_3,约翰·杰伊是《联邦党人文集》的三位作者之一。,
67,Correct_Answer_4,普布利乌斯,
67,Correct_Rationale_4,“普布利乌斯”是麦迪逊、汉密尔顿和杰伊在撰写《联邦党人文集》时使用的笔名。,
67,Wrong_Answer_1,托马斯·杰斐逊、乔治·华盛顿、约翰·汉考克,
67,Wrong_Rationale_1,杰斐逊是反联邦党人，反对《联邦党人文集》中的论点。华盛顿虽然是宪法的坚定支持者，但并不是作者。约翰·汉考克因第一个签署《独立宣言》而闻名。,
67,Wrong_Answer_2,本杰明·富兰克林、塞缪尔·亚当斯、帕特里克·亨利,
67,Wrong_Rationale_2,富兰克林支持宪法，但没有撰写《联邦党人文集》。亚当斯和亨利是反联邦党人，反对宪法，不会撰写支持宪法的文章。,
67,Wrong_Answer_3,托马斯·潘恩、约翰·亚当斯、本尼迪克特·阿诺德,
67,Wrong_Rationale_3,潘恩写过《常识》和其他革命小册子，但没有写过《联邦党人文集》。约翰·亚当斯当时在国外，没有参与写作。班尼迪克特·阿诺德在独立战争期间是叛徒。,
68,Question,本杰明·富兰克林因为什么而著名？,
68,Correct_Answer_1,美国外交官,
68,Correct_Rationale_1,本杰明·富兰克林在独立战争期间担任驻法国外交官。,
68,Correct_Answer_2,制宪会议中最年长的成员,
68,Correct_Rationale_2,81岁时，富兰克林是制宪会议中最年长的代表。,
68,Correct_Answer_3,美国第一任邮政总局局长,
68,Correct_Rationale_3,富兰克林被大陆会议任命为第一任邮政总局局长。,
68,Correct_Answer_4,《穷理查年鉴》的作者,
68,Correct_Rationale_4,富兰克林出版了《穷理查年鉴》，其中包括天气预报、家务提示和谚语。,
68,Correct_Answer_5,开办了最早的免费图书馆,
68,Correct_Rationale_5,富兰克林创立了美国第一家订阅制图书馆，后来成为免费公共图书馆的典范。,
68,Wrong_Answer_1,美国第一任总统，撰写《独立宣言》，大陆军将军,
68,Wrong_Rationale_1,美国的第一任总统是乔治·华盛顿，不是本杰明·富兰克林。《独立宣言》的主要作者是托马斯·杰斐逊，而不是富兰克林。大陆军的将军是乔治·华盛顿，而不是富兰克林。,
68,Wrong_Answer_2,发明了电话，创立了哈佛大学，撰写了宪法,
68,Wrong_Rationale_2,电话是由亚历山大·格雷厄姆·贝尔发明的，而不是本杰明·富兰克林。哈佛大学成立于1636年，远早于富兰克林的时代。虽然富兰克林参加了制宪会议，但宪法的主要作者被认为是詹姆斯·麦迪逊。,
68,Wrong_Answer_3,发现了美洲，成为第一任首席大法官，领导了波士顿倾茶事件,
68,Wrong_Rationale_3,美洲是由克里斯托弗·哥伦布发现的，而且早就有土著居民生活在那里。第一任首席大法官是约翰·杰伊，而不是富兰克林。波士顿倾茶事件是由塞缪尔·亚当斯和自由之子组织的，而不是富兰克林。,
69,Question,谁是“我们国家之父”？,
69,Correct_Answer_1,（乔治）华盛顿,
69,Correct_Rationale_1,他因在独立战争中的领导和建立新国家的贡献而被称为“国父”。,
69,Wrong_Answer_1,亚伯拉罕·林肯,
69,Wrong_Rationale_1,林肯被称为“伟大的解放者”，也是维护联邦的总统。,
