Index,Category,SubCategory,Questions,Answers,rationale,Wrong
35,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Tại sao một số bang có số dân biểu cao hơn những bang khác?,"(vì) dân số bang, (vì) bang có nhiều người hơn, (vì) một số bang có nhiều người hơn","Số lượng dân biểu mà một tiểu bang có trong Hạ viện được dựa trên dân số của tiểu bang đó. Các tiểu bang có nhiều người hơn sẽ có nhiều dân biểu hơn, đảm bảo rằng sự đại diện tỷ lệ thuận với dân số của tiểu bang. Hệ thống này là một phần của Thỏa hiệp Lớn trong quá trình soạn thảo Hiến pháp Hoa Kỳ, cân bằng lợi ích của cả các tiểu bang lớn và nhỏ.","(Vì) kích thước của tiểu bang, (Vì) họ có nhiều đất hơn, (Vì) một số tiểu bang lớn hơn
(Vì) vị trí của tiểu bang, (Vì) họ ở miền nam, (Vì) một số tiểu bang ấm hơn
(Vì) lịch sử của tiểu bang, (Vì) chúng được thành lập đầu tiên, (Vì) một số tiểu bang lâu đời hơn"
36,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Nhiệm kỳ của một Tổng thống là bao nhiêu năm? *,bốn (4),"Tổng thống Hợp chủng quốc Hoa Kỳ phục vụ nhiệm kỳ bốn năm. Giới hạn nhiệm kỳ này được thiết lập bởi Tu chính án thứ 22 của Hiến pháp Hoa Kỳ, được phê chuẩn vào năm 1951, chủ yếu để ngăn chặn bất kỳ tổng thống nào phục vụ quá nhiều nhiệm kỳ, sau bốn nhiệm kỳ của Franklin D. Roosevelt trong thời kỳ khủng hoảng quốc gia.","Hai (2) năm
Sáu (6) năm
Tám (8) năm"
37,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Tổng thống Hoa Kỳ chỉ có thể phục vụ hai nhiệm kỳ. Tại sao?,"(Vì) Tu chính án thứ 22, Để giữ tổng thống không trở nên quá quyền lực","Tu chính án thứ 22 giới hạn Tổng thống chỉ được hai nhiệm kỳ để ngăn chặn bất kỳ cá nhân nào tích lũy quá nhiều quyền lực, đảm bảo sự cân bằng quyền lực và thúc đẩy các nguyên tắc dân chủ bằng cách cho phép thay đổi lãnh đạo thường xuyên.","(Vì) Tu chính án thứ 19, Để tổng thống trở nên quyền lực hơn
(Vì) Tu chính án thứ 13, Để tổng thống được phục vụ không giới hạn nhiệm kỳ
(Vì) Tu chính án thứ 1, Để giới hạn quyền lực của tổng thống chỉ trong một nhiệm kỳ"
38,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Tên của đương kim Tổng thống Hoa Kỳ là gì?*,Xin ghé thăm trang uscis.gov/citizenship/testupdates để biết tên của Tổng Thống Hoa Kỳ.,"Tổng thống hiện tại của Hợp chủng quốc Hoa Kỳ thay đổi theo thời gian, vì vậy câu trả lời đúng phụ thuộc vào thời điểm câu hỏi được hỏi. Câu hỏi này thường được sử dụng trong các bài kiểm tra công dân hoặc nhập quốc tịch để đảm bảo người làm bài kiểm tra nhận thức được bối cảnh chính trị hiện tại.","George Washington
Abraham Lincoln
John F. Kennedy"
39,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Tên của đương kim Phó Tổng thống Hoa Kỳ là gì? *,Xin ghé thăm trang uscis.gov/citizenship/testupdates để biết tên của Phó Tổng Thống Hoa Kỳ.,"Phó Tổng thống Hoa Kỳ thay đổi tùy theo kết quả bầu cử. Do đó, câu trả lời cho câu hỏi này sẽ khác nhau tùy thuộc vào thời điểm đặt câu hỏi. Phó Tổng thống cũng giữ chức Chủ tịch Thượng viện.","George Washington
Abraham Lincoln
John F. Kennedy"
40,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,"Nếu Tổng thống không thể tiếp tục phục vụ, ai sẽ trở thành Tổng thống?",Phó Tổng thống,"Giải thích: Nếu Tổng thống không thể phục vụ nữa, Phó Tổng thống sẽ tiếp quản để duy trì sự liên tục trong vai trò lãnh đạo. Đây là một phần của thứ tự kế nhiệm tổng thống.","Chủ tịch Hạ viện (của Hạ viện)
Chánh án (của Tòa án Tối cao)
Ngoại trưởng (của Hoa Kỳ)"
41,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Kể tên một quyền lực của tổng thống.,"Ký các dự luật thành luật, Phủ quyết các dự luật, Thi hành luật, Tổng tư lệnh (quân đội), Trưởng ngoại giao, Bổ nhiệm các thẩm phán liên bang","Tổng thống Hoa Kỳ nắm giữ quyền hạn đáng kể. Quyền hạn của họ bao gồm ký ban hành luật (hoặc phủ quyết), thực thi các luật đó, giữ chức Tổng tư lệnh quân đội, đóng vai trò là nhà ngoại giao trưởng của quốc gia và bổ nhiệm các thẩm phán liên bang. Những trách nhiệm này rất quan trọng đối với hoạt động của chính phủ Mỹ.","Tuyên chiến, Bổ nhiệm thống đốc tiểu bang, Soạn thảo luật tiểu bang
Phê duyệt ngân sách tiểu bang, Chỉ huy dân quân tiểu bang, Đàm phán hiệp ước tiểu bang
Đánh thuế tiểu bang, In tiền tiểu bang, Thiết lập ngày lễ tiểu bang"
42,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Ai là Chỉ huy tối cao của quân đội?,Tổng thống,"Tổng thống Hoa Kỳ giữ danh hiệu Tổng tư lệnh, có nghĩa là họ là tổng chỉ huy tối cao của tất cả các lực lượng quân sự Hoa Kỳ. Vai trò này được nêu trong Hiến pháp Hoa Kỳ, thiết lập quyền kiểm soát dân sự đối với quân đội để đảm bảo rằng sức mạnh quân sự phải nằm dưới sự chỉ huy của chính phủ dân chủ.","Chủ tịch Hạ viện
Chánh án Tòa án Tối cao
Phó Tổng thống (Hoa Kỳ)"
43,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Ai sẽ ký dự thảo để thông qua thành luật?,Tổng thống,"Tổng thống Hoa Kỳ đóng một vai trò quan trọng trong quy trình lập pháp. Sau khi một dự luật được cả Hạ viện và Thượng viện thông qua, nó sẽ được gửi đến Tổng thống. Tổng thống sau đó có thể ký dự luật thành luật, phủ quyết (từ chối) hoặc cho phép nó trở thành luật mà không cần ký. Chữ ký của tổng thống là bước cuối cùng trong việc ban hành một dự luật thành luật, khiến nó có hiệu lực thi hành trên toàn quốc.","Phó Tổng thống (Hoa Kỳ)
Chủ tịch (Hạ viện)
Chánh án (Tòa án Tối cao)"
44,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Ai phủ quyết các dự thảo luật? *,Tổng thống,"Giải thích: Tổng thống có quyền phủ quyết các dự luật được Quốc hội thông qua, ngăn chúng trở thành luật. Bối cảnh: Quyền lực này là một phần quan trọng của hệ thống kiểm tra và cân bằng trong chính phủ Hoa Kỳ, được thiết kế để đảm bảo không có nhánh nào trở nên quá quyền lực.","Chủ tịch Hạ viện
Chánh án Tòa án Tối cao
Phó Tổng thống"
45,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Ai bổ nhiệm thẩm phán liên bang?,Tổng thống (của Hoa Kỳ),"Tổng thống Hoa Kỳ đề cử các thẩm phán liên bang. Đây là một phần của hệ thống kiểm soát và cân bằng, trong đó Nhánh Hành pháp (Tổng thống) đề xuất các thẩm phán và Nhánh Lập pháp (Thượng viện) xác nhận các đề cử này. Điều này đảm bảo không có một nhánh nào có quá nhiều quyền lực.","Chánh án (của Tối cao Pháp viện)
Thượng viện (của Hoa Kỳ)
Chủ tịch Hạ viện (của Hạ viện)"
46,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Nhánh hành pháp có nhiều bộ phận. Hãy nêu một ví dụ.,"Tổng thống (của Hoa Kỳ), Nội các, Các sở và cơ quan liên bang","Ngành hành pháp chịu trách nhiệm thực thi và thi hành các luật do Quốc hội ban hành. Tổng thống Hoa Kỳ là người đứng đầu ngành hành pháp. Nội các và các bộ, cơ quan liên bang giúp Tổng thống thực hiện các nhiệm vụ này.","Tối cao Pháp viện (của Hoa Kỳ), Quốc hội, Các cơ quan lập pháp và cơ quan cấp tiểu bang
Chủ tịch (Hạ viện), Thượng viện, Các sở và cơ quan địa phương
Chánh án (Tối cao Pháp viện), Hạ viện, Các sở và cơ quan cấp quận/hạt"
47,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Nội các Tổng thống có vai trò gì?,cố vấn cho Tổng thống,"Nội các của Tổng thống bao gồm những người đứng đầu các bộ hành pháp, được Tổng thống lựa chọn, và vai trò chính của họ là cố vấn cho Tổng thống về các vấn đề liên quan đến bộ phận tương ứng của họ và các vấn đề quốc gia rộng lớn hơn. Cơ quan cố vấn này giúp Tổng thống đưa ra các quyết định sáng suốt và thực hiện các chính sách.","Phê duyệt luật pháp (từ Quốc hội)
Bổ nhiệm Thẩm phán Tòa án Tối cao (cho quốc gia)
Chỉ huy quân đội (của quốc gia)"
48,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Kể tên hai vị trí trong Nội các?,"Bộ trưởng Bộ Nông nghiệp, Bộ trưởng Bộ Thương mại, Bộ trưởng Bộ Quốc phòng, Bộ trưởng Bộ Giáo dục, Bộ trưởng Bộ Năng lượng, Bộ trưởng Bộ Sức khỏe và Dịch vụ Nhân sinh, Bộ trưởng Bộ An ninh Nội địa, Bộ trưởng Bộ Nhà ở và Phát triển Đô thị, Bộ trưởng Bộ Nội vụ, Bộ trưởng Bộ Lao động, Ngoại trưởng, Bộ trưởng Bộ Giao thông, Bộ trưởng Bộ Ngân khố, Bộ trưởng Bộ Cựu chiến binh, Tổng chưởng lý, Phó Tổng thống, Giám đốc Cục Bảo Vệ Môi Trường, Giám đốc Cơ Quan Quản Lý Doanh Nghiệp Nhỏ, Giám đốc Cơ Quan Tình Báo Trung Ương, Giám đốc Văn Phòng Quản Lý và Ngân Sách, Giám đốc Tình Báo Quốc Gia, Đại Diện Thương Mại Hoa Kỳ","Nội các Hoa Kỳ bao gồm các quan chức được bổ nhiệm cấp cao nhất của nhánh hành pháp của chính phủ liên bang. Vai trò của Nội các là cố vấn cho Tổng thống về bất kỳ vấn đề nào mà ông có thể yêu cầu liên quan đến nhiệm vụ của các văn phòng tương ứng của họ. Các vị trí này thường được gọi là ""cấp Nội các"" vì những người nắm giữ chúng được coi là một phần trong vòng tròn cố vấn thân cận của Tổng thống.","Chánh văn phòng, Thư ký báo chí, Đại sứ tại Liên Hợp Quốc
Chủ tịch Cục Dự trữ Liên bang, Thẩm phán Tòa án Tối cao, Chủ tịch Hạ viện
Giám đốc FBI, Ủy viên IRS, Tổng giám đốc Bưu điện"
49,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Tại sao Đại cử tri Đoàn lại quan trọng?,"Nó quyết định ai được bầu làm tổng thống., Nó cung cấp một sự thỏa hiệp giữa cuộc bầu cử phổ biến của tổng thống và sự lựa chọn của quốc hội.","Cử tri đoàn là một hệ thống được Hiến pháp Hoa Kỳ thiết lập để bầu cử gián tiếp tổng thống và phó tổng thống. Mỗi tiểu bang được phân bổ một số phiếu đại cử tri dựa trên tổng số đại diện của mình trong Quốc hội (Hạ viện + Thượng viện). Khi công dân bỏ phiếu trong cuộc bầu cử tổng thống, về mặt kỹ thuật, họ đang bỏ phiếu cho một danh sách các đại cử tri đã cam kết ủng hộ một ứng cử viên cụ thể.

Cử tri đoàn quan trọng vì hai lý do chính:1.  Nó quyết định ai sẽ trở thành tổng thống, vì một ứng cử viên phải giành được đa số phiếu đại cử tri (270 trên tổng số 538) để được bầu.
2.  Nó đại diện cho một sự thỏa hiệp bằng cách cân bằng ý chí của phiếu phổ thông với sự đại diện của các tiểu bang, đặc biệt là những tiểu bang có dân số nhỏ hơn. Điều này đảm bảo rằng các ứng cử viên cần sự ủng hộ rộng rãi trên các khu vực khác nhau chứ không chỉ ở những khu vực đông dân cư.","Nó cho phép các bang bỏ phiếu về các sửa đổi.
Nó đảm bảo rằng các bang nhỏ hơn có ít quyền lực hơn các bang lớn hơn.
Nó xác định số lượng đại diện mà mỗi bang nhận được."
50,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Một bộ phận của nhánh tư pháp là gì?,"Tòa án tối cao, Tòa án liên bang","Nhánh tư pháp có trách nhiệm giải thích luật pháp của Hoa Kỳ và giải quyết các tranh chấp pháp lý. Nó bao gồm Tòa án Tối cao, là tòa án cao nhất trong cả nước, và các tòa án liên bang, giải quyết các vụ việc liên quan đến luật liên bang.","Nhánh Lập pháp, Nhánh Hành pháp
Nội các Tổng thống, Thống đốc Tiểu bang
Hạ viện, Thượng viện"
51,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Nhánh tư pháp có vai trò gì?,"xem xét luật, giải thích luật, giải quyết tranh chấp (bất hòa) Giới thiệu về luật, xác định luật có vi hiến hay không","Nhánh Tư pháp chịu trách nhiệm giải thích luật pháp của Hoa Kỳ và giải quyết các tranh chấp pháp lý. Nó đảm bảo rằng luật pháp được áp dụng một cách công bằng và tuân thủ Hiến pháp Hoa Kỳ. Các chức năng chính của nó bao gồm: xem xét luật, giải thích ý nghĩa của luật, giải quyết bất đồng về luật và quyết định xem một đạo luật có vi phạm Hiến pháp hay không.","Thực thi pháp luật, Tạo ra luật, Bổ nhiệm thẩm phán
Bầu cử Tổng thống, Thu thuế, Quản lý quân đội
Ký hiệp ước, Đàm phán với các quốc gia khác, In tiền"
52,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Tòa án cao nhất ở Hoa Kỳ là gì? *,Tòa án Tối cao,"Tòa án Tối cao là tòa án cao nhất ở Hoa Kỳ và là trọng tài cuối cùng của luật pháp. Nó được thành lập bởi Đạo luật Tư pháp năm 1789 với sáu thẩm phán, và hiện tại bao gồm một Chánh án và tám Thẩm phán Phó. Những thẩm phán này được Tổng thống bổ nhiệm, được Thượng viện xác nhận, và thường giữ chức vụ suốt đời. Tòa án có quyền xem xét tư pháp, cho phép nó giải thích Hiến pháp và xem xét các đạo luật của Quốc hội.","Tòa án Quận
Tòa án Lưu động
Tòa án Phúc thẩm"
53,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Tòa án Tối cao có bao nhiêu ghế?,Chín (9),"Tòa án Tối cao Hoa Kỳ bao gồm một Chánh án và tám Thẩm phán cộng sự, tổng cộng có chín thành viên. Con số này đã được ấn định từ năm 1869. Các thẩm phán được Tổng thống đề cử và được Thượng viện xác nhận.","Bảy (7)
Tám (8)
Mười (10)"
54,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Thường cần bao nhiêu thẩm phán Tòa án Tối cao để quyết định một vụ án?,Năm (5),"Tối cao Pháp viện quyết định các vụ án bằng cách bỏ phiếu đa số, và cần có ít nhất sáu Thẩm phán để quyết định một vụ án. Do đó, nếu ít nhất năm trong số chín Thẩm phán đồng ý, quan điểm của họ sẽ chiếm ưu thế.","Hai (2)
Bốn (4)
Sáu (6)"
55,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Các thẩm phán Tòa án Tối cao phục vụ trong bao lâu?,"(Suốt) đời, Nhiệm kỳ trọn đời, (Cho đến khi) nghỉ hưu","Các thẩm phán Tối cao pháp viện ở Hoa Kỳ giữ chức vụ suốt đời, hoặc cho đến khi họ chọn nghỉ hưu, từ chức, hoặc bị cách chức thông qua quy trình luận tội. Nhiệm kỳ suốt đời này được thiết kế để đảm bảo tính độc lập của họ khỏi áp lực chính trị, cho phép họ đưa ra các quyết định chỉ dựa trên luật pháp mà không sợ mất việc.","(Trong) 2 năm, Nhiệm kỳ 2 năm, (Cho đến khi) cuộc bầu cử tiếp theo
(Trong) 4 năm, Nhiệm kỳ 4 năm, (Cho đến khi) tổng thống mới
(Trong) 6 năm, Nhiệm kỳ 6 năm, (Cho đến khi) tái tranh cử"
56,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Các thẩm phán Tòa án Tối cao phục vụ suốt đời. Tại sao?,"Để độc lập (về chính trị), Để hạn chế ảnh hưởng từ bên ngoài (chính trị)","Các thẩm phán Tòa án Tối cao được bổ nhiệm suốt đời để đảm bảo các quyết định của họ chỉ dựa trên các nguyên tắc pháp lý, không bị áp lực chính trị hoặc nhu cầu vận động tái cử. Sự độc lập này giúp duy trì một nền tư pháp phi đảng phái.","Để phụ thuộc (vào chính trị), Để gia tăng ảnh hưởng bên ngoài (chính trị)
Để tuân theo các đảng (chính trị), Để bỏ qua ý kiến công chúng (chính trị)
Để phục vụ một nhiệm kỳ (ngắn), Để bị ảnh hưởng (bởi chính trị)"
57,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Tên của đương kim Chánh án Tòa án Tối cao Hoa Kỳ là gì?,Xin ghé thăm trang uscis.gov/citizenship/testupdates để biết tên của Chánh Án Tòa Án Tối Cao Pháp Viện Hoa Kỳ.,"Chánh án Tòa án Tối cao Hoa Kỳ là John Roberts. Câu trả lời khác nhau vì vị trí này được giữ suốt đời và Chánh án hiện tại có thể thay đổi do nghỉ hưu, từ chức hoặc qua đời.","Sonia Sotomayor
Elena Kagan
Amy Coney Barrett"
58,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Nêu tên một quyền lực chỉ dành cho chính phủ liên bang.,"In tiền giấy, Đúc tiền xu, Tuyên bố chiến tranh, Thành lập quân đội, Kí các hòa ước, Thiết lập chính sách đối ngoại","Chính phủ liên bang ở Hoa Kỳ có những quyền lực cụ thể không được chia sẻ với các chính phủ tiểu bang. Chúng được gọi là quyền hạn được liệt kê, có nghĩa là chúng được ghi rõ trong Hiến pháp. Ví dụ, chỉ chính phủ liên bang mới có thể: * In tiền giấy và đúc tiền xu: Điều này đảm bảo một loại tiền tệ thống nhất trên toàn quốc. * Tuyên chiến, thành lập quân đội và ký kết hiệp ước: Những điều này rất quan trọng đối với quốc phòng và chính sách đối ngoại. * Đặt ra chính sách đối ngoại: Điều này cho phép Hoa Kỳ hành động như một thực thể duy nhất trong quan hệ quốc tế.","Cấp giấy phép lái xe
Cung cấp trường học và giáo dục
Cung cấp dịch vụ bảo vệ (cảnh sát)"
59,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Nêu tên một quyền lực chỉ dành cho các bang.,"cung cấp trường học và giáo dục, đảm bảo an ninh (cảnh sát), đảm bảo an toàn (cứu hỏa), cấp bằng lái, chấp thuận quy hoạch và sử dụng đất","Trong hệ thống chính phủ Hoa Kỳ, quyền lực được phân chia giữa chính phủ liên bang (quốc gia) và chính phủ tiểu bang. Một số quyền lực dành riêng cho các tiểu bang. Chúng bao gồm việc thành lập chính quyền địa phương, thiết lập trường học, cấp giấy phép và cung cấp dịch vụ cảnh sát và cứu hỏa. Những quyền lực này cho phép các tiểu bang đáp ứng nhu cầu cụ thể của cư dân.","In tiền, Tuyên chiến, Lập quân đội hoặc hải quân
Lập hiệp ước, Tham chiến, Đúc hoặc in tiền
Điều tiết thương mại, Thiết lập bưu điện, Cấp bằng sáng chế và bản quyền"
60,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Mục đích của Tu chính án thứ 10 là gì?,(Tu chính án này nói rằng) quyền lực không được trao cho chính phủ liên bang mà thuộc về các tiểu bang hoặc nhân dân.,"Tu chính án thứ 10 củng cố nguyên tắc của chủ nghĩa liên bang, có nghĩa là các quyền hạn không được Hiến pháp đặc biệt trao cho chính phủ liên bang, cũng như không bị cấm đối với các tiểu bang, được dành cho các tiểu bang hoặc cho người dân. Điều này đảm bảo sự cân bằng quyền lực giữa chính phủ liên bang và các tiểu bang.","(Hiến pháp này nói rằng) quyền lực không được trao cho chính phủ liên bang mà thuộc về Tổng thống hoặc Tòa án Tối cao.
(Hiến pháp này nói rằng) quyền lực không được trao cho chính phủ liên bang mà thuộc về các thành phố hoặc quân đội.
(Hiến pháp này nói rằng) quyền lực không được trao cho chính phủ liên bang mà thuộc về Liên Hợp Quốc hoặc các quốc gia khác."
61,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Ai là đương kim Thống đốc ở bang của bạn? *,Câu trả lời sẽ thay đổi. [Cư dân Quận Columbia nên trả lời rằng Quận Columbia không có Thống đốc.],"Câu trả lời cho ""Ai là thống đốc tiểu bang của bạn bây giờ?"" sẽ khác nhau vì mỗi tiểu bang trong số 50 tiểu bang của Hoa Kỳ đều có thống đốc riêng. Thống đốc là người điều hành chính của tiểu bang tương ứng và chịu trách nhiệm thực hiện luật tiểu bang và giám sát nhánh hành pháp của chính phủ tiểu bang. Nhiệm vụ và quyền hạn cụ thể của họ có thể khác nhau giữa các tiểu bang, nhưng nhìn chung bao gồm ký ban hành luật, đề xuất ngân sách và chỉ huy Lực lượng Vệ binh Quốc gia của tiểu bang.","Sarah Chen
David Rodriguez
Emily White"
62,CHÍNH QUYỀN HOA KỲ,Hệ thống chính quyền,Thủ phủ tiểu bang của bạn là gì?,Câu trả lời sẽ thay đổi. [Cư dân Quận Columbia nên trả lời rằng Quận Columbia không phải là tiểu bang và không có thủ phủ. Cư dân các lãnh thổ thuộc Hoa Kỳ nên nêu tên thủ phủ của lãnh thổ.],"Bối cảnh: Tại Hoa Kỳ, mỗi bang đều có thủ đô riêng, đây là nơi đặt trụ sở chính quyền tiểu bang. Giải thích: Câu trả lời khác nhau vì có 50 bang khác nhau và mỗi người sẽ cung cấp thủ đô của bang cụ thể của họ.","George Washington
Abraham Lincoln
John F. Kennedy"
63,CHÍNH QUYỀN HOA KỲ,Quyền lợi và Trách nhiệm,Hiến pháp có bốn tu chính án nói về cử tri. Hãy miêu tả một trong số đó.,"Công dân trên mười tám (18) tuổi (có thể bầu cử)., Bạn không cần trả tiền (thuế khoán) để được bầu cử., Bất kỳ công dân nào cũng có thể bầu cử. (Nam nữ đều có thể bầu cử.), Công dân nam của bất kỳ chủng tộc nào (có thể bầu cử).","Các tu chính án thứ 15, 19, 24 và 26 đã mở rộng quyền bầu cử ở Hoa Kỳ để bao gồm công dân bất kể chủng tộc, giới tính, hoặc khả năng đóng thuế thân, và hạ tuổi bầu cử xuống 18. Mỗi tu chính án đã dần dần mở rộng những người có thể tham gia vào quá trình dân chủ.","Chỉ công dân từ 21 tuổi trở lên (có thể bầu cử).
Bạn phải trả tiền (thuế khoán) để được bầu cử.
Chỉ công dân nam (có thể bầu cử)."
64,CHÍNH QUYỀN HOA KỲ,Quyền lợi và Trách nhiệm,"Ai có thể bỏ phiếu trong các cuộc bầu cử liên bang, tranh cử vào văn phòng liên","Công dân, Công dân của Hoa Kỳ, Công dân Hoa Kỳ","Giải thích: Chỉ công dân Hoa Kỳ mới được cấp quyền và trách nhiệm bỏ phiếu trong các cuộc bầu cử liên bang, tranh cử chức vụ liên bang và phục vụ trong bồi thẩm đoàn.

Bối cảnh: Những quyền và trách nhiệm này là nền tảng của hệ thống dân chủ Mỹ và được dành riêng cho công dân để đảm bảo sự tham gia và đại diện trực tiếp của họ trong chính phủ và hệ thống tư pháp.","Thường trú nhân, Thường trú nhân hợp pháp, Người có thẻ xanh
Người không phải công dân, Người nước ngoài, Người có thị thực
Người chưa thành niên, Trẻ em, Dưới 18 tuổi"
65,CHÍNH QUYỀN HOA KỲ,Quyền lợi và Trách nhiệm,Kể tên Ba quyền của mọi người sinh sống ở Hoa Kỳ?,"quyền tự do biểu đạt, quyền tự do ngôn luận, quyền tự do hội họp, quyền tự do kiến nghị chính quyền, quyền tự do tôn giáo, quyền được mang vũ khí","Bối cảnh: Hiến pháp Hợp chủng quốc Hoa Kỳ đảm bảo một số quyền cơ bản cho tất cả các cá nhân sống trong nước. Những quyền này thường được gọi là quyền tự do dân sự và được pháp luật bảo vệ. Giải thích câu trả lời: Đây là những ví dụ về các quyền tự do cơ bản mà các cá nhân ở Hoa Kỳ có, cho phép họ bày tỏ ý kiến, tụ tập ôn hòa, thực hành tôn giáo của mình và yêu cầu chính phủ thay đổi. Quyền mang vũ khí cũng là một quyền được hiến pháp bảo vệ.","quyền tự do lái xe
quyền tự do xây dựng
quyền tự do đi lại"
66,CHÍNH QUYỀN HOA KỲ,Quyền lợi và Trách nhiệm,Chúng ta thể hiện lòng trung thành với điều gì khi nói Lời tuyên thệ Trung thành? *,"Hoa Kỳ, quốc kỳ","Bối cảnh: Lời thề trung thành là một lời hứa trung thành với Hợp chủng quốc Hoa Kỳ. Giải thích: Khi chúng ta đọc Lời thề trung thành, chúng ta đang thể hiện lòng trung thành của mình đối với Hợp chủng quốc Hoa Kỳ với tư cách là một quốc gia và đối với lá cờ của quốc gia này, tượng trưng cho đất nước và các giá trị của nó.","Hiến pháp, Tổng thống
Nhà Trắng, Quốc hội
Tòa án Tối cao, các tiểu bang"
67,CHÍNH QUYỀN HOA KỲ,Quyền lợi và Trách nhiệm,Kể tên hai lời hứa mà các công dân mới của Hoa Kỳ sẽ thực hiện trong Lời thề Trung thành.,"từ bỏ lòng trung thành với những quốc gia khác, Bảo vệ (Hoa Kỳ) Hiến pháp, tuân thủ luật pháp Hoa Kỳ, phục vụ trong quân đội Hoa Kỳ (nếu cần), phục vụ (làm những việc quan trọng) cho quốc gia (nếu cần)","Khi công dân mới tuyên thệ Trung thành, họ thực hiện những lời hứa quan trọng để thể hiện cam kết của mình với Hợp chủng quốc Hoa Kỳ. Những lời hứa này bao gồm từ bỏ lòng trung thành với các quốc gia khác, duy trì Hiến pháp Hoa Kỳ, tuân thủ luật pháp và sẵn sàng phục vụ quốc gia nếu cần.","Không bỏ phiếu trong các cuộc bầu cử, không tuân theo Hiến pháp (Hoa Kỳ), phớt lờ luật pháp Hoa Kỳ
Từ chối phục vụ trong quân đội (nếu cần), tránh phục vụ (giúp đỡ, làm công việc quan trọng cho) quốc gia (nếu cần), không trung thành với Hoa Kỳ
Giữ lòng trung thành với các quốc gia khác, không bảo vệ Hiến pháp (Hoa Kỳ), không tuân thủ luật pháp Hoa Kỳ"
68,CHÍNH QUYỀN HOA KỲ,Quyền lợi và Trách nhiệm,Một người có thể trở thành công dân Hoa Kỳ như thế nào?,"Sinh ra ở Hoa Kỳ, theo các điều kiện được quy định bởi Tu chính án thứ 14, Nhập tịch, Có được tư cách công dân (theo các điều kiện do Quốc hội đặt ra)","Để trở thành công dân Hoa Kỳ, các cá nhân có thể sinh ra ở Hoa Kỳ (theo Tu chính án thứ 14), trải qua quá trình nhập tịch, hoặc có được quyền công dân thông qua cha mẹ, theo các điều kiện do Quốc hội đặt ra.","Tham gia quân đội (và phục vụ trong một khoảng thời gian cụ thể)
Kết hôn với một công dân Hoa Kỳ
Thắng xổ số (để có thường trú nhân)"
69,CHÍNH QUYỀN HOA KỲ,Quyền lợi và Trách nhiệm,Hai ví dụ về sự tham gia của công dân ở Hoa Kỳ là gì?,"Bỏ phiếu, Tranh cử, Tham gia một đảng phái chính trị, Tham dự vào một cuộc vận động tranh cử, Tham gia vào một nhóm hoạt động dân sự, Tham gia vào một nhóm hoạt động cộng đồng, Phát biểu ý kiến (về một vấn đề) với một vị dân cử, Liên hệ với các quan chức được bầu cử, Công khai ủng hộ hoặc phản đối một vấn đề hoặc chính sách nào đó, Góp ý kiến trên một tờ báo",Sự tham gia của công dân đề cập đến cách công dân tham gia vào cộng đồng và chính phủ của họ. Hai ví dụ phổ biến bao gồm bỏ phiếu trong các cuộc bầu cử và tham gia một đảng chính trị để ủng hộ các ứng cử viên hoặc chính sách cụ thể.,"Đóng thuế,
Tuân thủ luật giao thông,
Phục vụ trong bồi thẩm đoàn"
