Index,Category,SubCategory,Questions,Answers,rationale,Wrong
37,American Government,System of Government,Ang Pangulo ng Estados Unidos ay maaaring manungkulan ng dalawang termino lamang. Bakit?,"I am sorry, but I cannot directly translate text into Filipino. However, you can use online translation tools like QuillBot, which uses AI to provide accurate translations.","Nililimitahan ng Ika-22 Susog ang Pangulo sa dalawang termino upang maiwasan ang sinumang indibidwal na makapag-ipon ng labis na kapangyarihan, tinitiyak ang balanse ng kapangyarihan at nagtataguyod ng mga demokratikong prinsipyo sa pamamagitan ng pagpapahintulot sa regular na pagbabago sa pamunuan.","Patawad, ngunit hindi ko kayang direktang isalin ang teksto sa Filipino. Gayunpaman, maaari kang gumamit ng mga online translation tools tulad ng QuillBot, na gumagamit ng AI upang magbigay ng tumpak na mga pagsasalin."
38,American Government,System of Government,Ano ang pangalan ng Pangulo ng Estados Unidos ngayon?,Ang mga sagot ay mag-iiba-iba.,"Ang kasalukuyang Pangulo ng Estados Unidos ay nagbabago sa paglipas ng panahon, kaya ang tamang sagot ay nakasalalay sa kung kailan tinatanong ang tanong. Ang tanong na ito ay madalas na ginagamit para sa mga pagsusulit sa civics o pagkamamamayan upang matiyak na alam ng mga kumukuha ng pagsusulit ang kasalukuyang sitwasyong pampulitika.","George Washington
Abraham Lincoln
John F. Kennedy"
39,American Government,System of Government,Ano ang pangalan ng Bise Presidente ng Estados Unidos ngayon?,Ang mga sagot ay mag-iiba.,"Ang Bise Presidente ng Estados Unidos ay nagbabago batay sa mga resulta ng halalan. Samakatuwid, ang sagot sa tanong na ito ay mag-iiba depende kung kailan ito tinanong. Ang Bise Presidente ay nagsisilbi rin bilang Pangulo ng Senado.","Ang mga sagot ay mag-iiba.
George Washington
Abraham Lincoln
John F. Kennedy"
40,American Government,System of Government,"Kung hindi na makapaglingkod ang pangulo, sino ang papalit na pangulo?",Pangalawang Pangulo (ng Estados Unidos),"Paliwanag: Kung hindi na kayang maglingkod ng Pangulo, ang Bise Presidente ang papalit upang mapanatili ang pagpapatuloy ng pamumuno. Ito ay bahagi ng linya ng paghalili ng pampanguluhan.","Tagapagsalita ng Kapulungan (ng mga Kinatawan)
Punong Mahistrado (ng Korte Suprema)
Kalihim ng Estado (ng Estados Unidos)"
41,American Government,System of Government,Pangalanan ang isang kapangyarihan ng pangulo.,"Nilalagdaan ang mga panukalang batas, Nagbe-veto ng mga panukalang batas, Ipinapatupad ang mga batas, Commander in Chief (ng militar), Punong diplomat, Nagtatalaga ng mga pederal na hukom","Ang Pangulo ng Estados Unidos ay humahawak ng malaking awtoridad. Kabilang sa kanilang mga kapangyarihan ang paglagda ng batas (o pag-veto nito), pagpapatupad ng mga batas na iyon, paglilingkod bilang Commander-in-Chief ng militar, pagiging punong diplomat ng bansa, at pagtatalaga ng mga pederal na hukom. Ang mga responsibilidad na ito ay mahalaga para sa paggana ng pamahalaang Amerikano.","Nagdedeklara ng digmaan, Nagtatalaga ng mga gobernador ng estado, Sumusulat ng mga batas ng estado.
Nag-aapruba ng mga badyet ng estado, Nagmamando ng mga milisya ng estado, Nakikipag-ugnayan sa mga kasunduan ng estado.
Nagpapataw ng mga buwis ng estado, Naglilimbag ng pera ng estado, Nagtatatag ng mga pista opisyal ng estado."
42,American Government,System of Government,Sino ang Commander in Chief ng militar ng U.S.?,Ang Pangulo (ng Estados Unidos),"Ang Pangulo ng Estados Unidos ang humahawak ng titulong Commander in Chief, na nangangahulugang siya ang kataas-taasang pinuno ng lahat ng puwersa ng militar ng U.S. Ang papel na ito ay nakasaad sa Konstitusyon ng U.S., na nagtatatag ng kontrol ng sibilyan sa militar upang matiyak na ang kapangyarihan ng militar ay sumasailalim sa demokratikong pamahalaan.","Ang Tagapagsalita (ng Kapulungan)
Ang Punong Mahistrado (ng Korte Suprema)
Ang Pangalawang Pangulo (ng Estados Unidos)"
43,American Government,System of Government,Sino ang lumagda ng mga panukalang batas upang maging ganap na batas?,Ang Presidente (ng Estados Unidos),"Ginagampanan ng Pangulo ng Estados Unidos ang isang mahalagang papel sa proseso ng paggawa ng batas. Matapos makapasa ang isang panukalang batas sa parehong Kapulungan ng mga Kinatawan at Senado, ipinapadala ito sa Pangulo. Pagkatapos ay maaaring pirmahan ng Pangulo ang panukalang batas upang maging batas, i-veto ito (tanggihan ito), o hayaan itong maging batas nang walang pirma. Ang pirma ng pangulo ang huling hakbang sa pagpapatupad ng isang panukalang batas upang maging batas, na ginagawang maipatutupad ito sa buong bansa.","Ang Pangalawang Pangulo (ng Estados Unidos)
Ang Ispiker (ng Kapulungan)
Ang Punong Mahistrado (ng Korte Suprema)"
44,American Government,System of Government,Sino ang nagbebeto ng mga panukalang batas? *,Ang Pangulo (ng Estados Unidos),"Paliwanag: May kapangyarihan ang Pangulo na tanggihan ang mga panukalang batas na ipinasa ng Kongreso, na pumipigil sa mga ito na maging batas.
Background: Ang kapangyarihang ito ay isang mahalagang bahagi ng sistema ng checks and balances sa pamahalaan ng U.S., na idinisenyo upang matiyak na walang iisang sangay ang nagiging masyadong makapangyarihan.","Ang Ispiker (ng Mababang Kapulungan)
Ang Punong Mahistrado (ng Korte Suprema)
Ang Pangalawang Pangulo (ng Estados Unidos)"
45,American Government,System of Government,Sino ang humirang ng mga pederal na hukom?,Ang Pangulo (ng Estados Unidos),"Ang Pangulo ng Estados Unidos ang nagtatalaga ng mga pederal na hukom. Ito ay bahagi ng sistema ng checks and balances, kung saan ang Sangay ng Ehekutibo (Pangulo) ang nagmumungkahi ng mga hukom, at ang Sangay ng Lehislatibo (Senado) ang nagpapatunay sa mga nominasyong ito. Tinitiyak nito na walang iisang sangay ang nagkakaroon ng labis na kapangyarihan.","Ang Punong Mahistrado (ng Kataas-taasang Hukuman)
Ang Senado (ng Estados Unidos)
Ang Ispiker (ng Kapulungan ng mga Kinatawan)"
46,American Government,System of Government,Ang sangay na tagapagpaganap ay may maraming bahagi. Pangalanan ang isa.,"Pangulo (ng Estados Unidos), Gabinete, mga Pederal na departamento at ahensya",Ang sangay na tagapagpaganap ay may pananagutan sa pagpapatupad at pagpapatupad ng mga batas na isinulat ng Kongreso. Ang Pangulo ng Estados Unidos ang pinuno ng sangay na tagapagpaganap. Tinutulungan ng Gabinete at mga pederal na departamento at ahensya ang Pangulo na isagawa ang mga tungkuling ito.,"Korte Suprema (ng Estados Unidos), Kongreso, mga lehislatura at ahensya ng Estado
Tagapagsalita (ng Kapulungan), Senado, mga lokal na departamento at ahensya
Punong Mahistrado (ng Korte Suprema), Kapulungan ng mga Kinatawan, mga departamento at ahensya ng Kondado"
47,American Government,System of Government,Ano ang ginagawa ng Gabinete ng Pangulo?,Nagpapayo sa Pangulo (ng Estados Unidos),"Ang Gabinete ng Pangulo ay binubuo ng mga pinuno ng mga executive department, na pinili ng Pangulo, at ang kanilang pangunahing tungkulin ay payuhan ang Pangulo sa mga bagay na may kaugnayan sa kani-kanilang mga departamento at mas malawak na pambansang isyu. Ang advisory body na ito ay tumutulong sa Pangulo na makagawa ng matalinong mga desisyon at magpatupad ng mga patakaran.","Pag-apruba ng mga batas (mula sa Kongreso)
Paghirang ng mga Hukom ng Korte Suprema (para sa bansa)
Pag-uutos sa militar (ng bansa)"
48,American Government,System of Government,Ano ang dalawang posisyon sa antas Gabinete?,Sagot,"Ang Gabinete ng Estados Unidos ay binubuo ng mga pinaka-senior na itinalagang opisyal ng sangay na ehekutibo ng pederal na pamahalaan. Ang papel ng Gabinete ay payuhan ang Pangulo sa anumang paksa na maaaring kailanganin niya na may kaugnayan sa mga tungkulin ng kani-kanilang mga opisina. Ang mga posisyong ito ay madalas na tinutukoy bilang ""antas-Gabinete"" dahil ang mga humahawak nito ay itinuturing na bahagi ng panloob na bilog ng mga tagapayo ng Pangulo.","Chief of Staff, Press Secretary, Ambassador to the United Nations: Pinuno ng Staff, Kalihim ng Pamamahayag, Ambasador sa United Nations
Federal Reserve Chairman, Supreme Court Justice, Speaker of the House: Tagapangulo ng Federal Reserve, Mahistrado ng Korte Suprema, Ispiker ng Kapulungan
Director of the FBI, Commissioner of the IRS, Postmaster General: Direktor ng FBI, Komisyoner ng IRS, Postmaster General"
49,American Government,System of Government,Bakit mahalaga ang Electoral College?,"Nagpapasya ito kung sino ang nahalal na presidente., Nagbibigay ito ng kompromiso sa pagitan ng popular na halalan ng presidente at pagpili ng kongreso.","Ang Electoral College ay isang sistema na itinatag ng Konstitusyon ng U.S. para sa hindi direktang pagpili ng presidente at bise presidente. Bawat estado ay binibigyan ng bilang ng mga boto ng elektoral batay sa kabuuang bilang ng mga kinatawan nito sa Kongreso (House + Senate). Kapag bumoto ang mga mamamayan sa isang halalan ng pampanguluhan, technically, bumoboto sila para sa isang grupo ng mga elektor na nangakong susuporta sa isang partikular na kandidato. Mahalaga ang Electoral College sa dalawang pangunahing dahilan: 1. Ito ang nagpapasya kung sino ang nahalal na presidente, dahil ang isang kandidato ay dapat manalo ng mayorya ng mga boto ng elektoral (270 sa 538) upang mahalal. 2. Ito ay kumakatawan sa isang kompromiso sa pamamagitan ng pagbabalanse ng kalooban ng popular na boto sa representasyon ng mga estado, partikular ang mga may mas maliliit na populasyon. Tinitiyak nito na ang mga kandidato ay nangangailangan ng malawak na suporta sa iba't ibang rehiyon at hindi lamang sa mga lugar na may mataas na populasyon.","Pinapayagan nito ang mga estado na bumoto sa mga susog., Tinitiyak nito na ang mas maliliit na estado ay may mas kaunting kapangyarihan kaysa sa mas malalaking estado.
Tinutukoy nito ang bilang ng mga kinatawan na nakukuha ng bawat estado., Responsable ito sa pag-apruba ng mga paghirang ng presidente.
Ito ay isang advisory body sa Korte Suprema., Itinatag ito upang limitahan ang kapangyarihan ng pederal na pamahalaan."
50,American Government,System of Government,Ano ang isang bahagi ng sangay ng hudikatura?,"Kataas-taasang Hukuman, Mga Hukuman ng Pederal","Ang sangay ng hudikatura ay responsable sa pagpapakahulugan ng mga batas ng Estados Unidos at paglutas ng mga legal na hindi pagkakaunawaan. Binubuo ito ng Korte Suprema, na siyang pinakamataas na korte sa bansa, at mga pederal na korte, na humahawak sa mga kaso na kinasasangkutan ng pederal na batas.","Sangay ng Lehislatibo, Sangay ng Ehekutibo
Gabinete ng Pangulo, Mga Gobernador ng Estado
Kapulungan ng mga Kinatawan, Senado"
51,American Government,System of Government,Ano ang ginagawa ng hudisyal na sangay?,"Sinusuri ang mga batas, nagpapaliwanag ng mga batas, nagreresolba ng mga hindi pagkakasundo (pagtatalo) tungkol sa batas, nagpapasya kung ang isang batas ay labag sa Konstitusyon (ng U.S.)","Ang Sangay ng Hudikatura ay responsable para sa pagbibigay-kahulugan sa mga batas ng Estados Unidos at para sa paglutas ng mga legal na alitan. Tinitiyak nito na ang mga batas ay inilalapat nang patas at na sumusunod sila sa Konstitusyon ng U.S. Ang mga pangunahing tungkulin nito ay kinabibilangan ng: pagsusuri ng mga batas, pagpapaliwanag kung ano ang ibig sabihin ng mga batas, pag-aayos ng mga hindi pagkakasundo tungkol sa mga batas, at pagpapasya kung ang isang batas ay lumalabag sa Konstitusyon.","Nagpapatupad ng mga batas, Gumagawa ng mga batas, Nagtatalaga ng mga hukom (sa Korte Suprema), Nagdedeklara ng digmaan.
Naghalal ng Pangulo, Nangongolekta ng mga buwis, Namamahala sa militar (at depensa), Nagpipirma ng mga kasunduan.
Nakikipag-ayos sa ibang mga bansa, Naglilimbag ng pera, Nagbibigay ng pampublikong edukasyon, Nagreregula ng kalakalan."
52,American Government,System of Government,Ano ang pinakamataas na korte sa Estados Unidos?,Kataas-taasang Hukuman,"Ang Korte Suprema ang pinakamataas na korte sa Estados Unidos at ang huling tagapagpasya ng batas. Itinatag ito ng Judiciary Act of 1789 na may anim na hukom, at kasalukuyang binubuo ng isang Punong Mahistrado at walong Katuwang na Mahistrado. Ang mga hukom na ito ay itinalaga ng Pangulo, kinumpirma ng Senado, at karaniwang nanunungkulan habambuhay. Ang Korte ay may kapangyarihan ng judicial review, na nagpapahintulot dito na bigyang-kahulugan ang Konstitusyon at suriin ang mga batas ng Kongreso.","Hukuman ng Distrito
Hukuman ng Sirkito
Hukuman ng Apela"
53,American Government,System of Government,Ilang upuan ang mayroon sa Korte Suprema?,Siyam,"Ang Korte Suprema ng Estados Unidos ay binubuo ng isang Punong Mahistrado at walong Associate Justice, para sa kabuuang siyam na miyembro. Ang bilang na ito ay itinakda mula pa noong 1869. Ang mga hukom ay nominado ng Pangulo at kinumpirma ng Senado.","Pito
Walo
Sampu"
54,American Government,System of Government,Ilan sa mga Mahistrado ng Korte Suprema ang karaniwang kinakailangan upang magpasya sa isang kaso?,Lima,"Nagpapasya ang Korte Suprema sa mga kaso sa pamamagitan ng mayorya ng boto, at kinakailangan ang quorum ng anim na Mahistrado upang magpasya sa isang kaso. Samakatuwid, kung hindi bababa sa lima sa siyam na Mahistrado ang sumasang-ayon, ang kanilang pananaw ang mangingibabaw.","Dalawa (2)
Apat (4)
Anim (6)"
55,American Government,System of Government,Gaano katagal nagsisilbi ang mga hukom ng Korte Suprema?,"Habambuhay, Habambuhay na appointment, Hanggang sa pagreretiro","Ang mga mahistrado ng Korte Suprema sa Estados Unidos ay nanunungkulan habambuhay, o hanggang sa magpasya silang magretiro, magbitiw, o matanggal sa pamamagitan ng proseso ng impeachment. Ang panghabambuhay na panunungkulan na ito ay idinisenyo upang matiyak ang kanilang kalayaan mula sa panggigipit ng pulitika, na nagpapahintulot sa kanila na gumawa ng mga desisyon batay lamang sa batas nang walang takot na mawala ang kanilang mga trabaho.","(Para sa) 2 taon, 2-taong termino, (Hanggang) sa susunod na halalan
(Para sa) 4 na taon, 4-na-taong termino, (Hanggang) sa bagong pangulo
(Para sa) 6 na taon, 6-na-taong termino, (Hanggang) sa muling halalan"
56,American Government,System of Government,Ang mga mahistrado ng Korte Suprema ay naglilingkod habambuhay. Bakit?,"Upang maging malaya (sa pulitika), Upang limitahan ang impluwensya ng labas (pampulitika)","Ang mga mahistrado ng Korte Suprema ay binibigyan ng habambuhay na panunungkulan upang matiyak na ang kanilang mga desisyon ay nakabatay lamang sa mga legal na prinsipyo, malaya sa pampulitikang panggigipit o sa pangangailangang mangampanya para sa muling halalan. Nakakatulong ang kalayaan na ito upang mapanatili ang isang hindi partisanong hudikatura.","Upang maging umaasa (sa pulitika)
Upang dagdagan ang impluwensya ng labas (pampulitika)
Upang sundin ang mga partidong pampulitika, Upang balewalain ang pampublikong opinyon, Upang maglingkod nang maikling termino, Upang maimpluwensyahan (ng pulitika)"
57,American Government,System of Government,Sino ang Punong Mahistrado ng Estados Unidos ngayon?,Sagot,"Ang Punong Mahistrado ng Estados Unidos ay si John Roberts. Ang sagot ay nag-iiba-iba dahil ang posisyon ay hawak habang-buhay, at ang kasalukuyang Punong Mahistrado ay maaaring magbago dahil sa pagreretiro, pagbibitiw, o pagkamatay.","Sonia Sotomayor
Elena Kagan
Amy Coney Barrett"
58,American Government,System of Government,Pangalanan ang isang kapangyarihan na para lamang sa pederal na pamahalaan.,"Mag-imprenta ng perang papel, Mag-mint ng barya, Magdeklara ng digmaan, Gumawa ng hukbo, Gumawa ng mga kasunduan, Magtakda ng patakarang panlabas","Ang pederal na pamahalaan sa Estados Unidos ay may mga tiyak na kapangyarihan na hindi ibinabahagi sa mga pamahalaan ng estado. Ang mga ito ay tinatawag na enumerated powers, ibig sabihin, hayagang nakalista ang mga ito sa Konstitusyon. Halimbawa, ang pederal na pamahalaan lamang ang maaaring:  * Mag-imprenta ng pera at magmint ng mga barya: Tinitiyak nito ang isang pare-parehong salapi sa buong bansa.   * Magdeklara ng digmaan, lumikha ng hukbo, at gumawa ng mga kasunduan: Mahalaga ang mga ito para sa pambansang depensa at patakarang panlabas.   * Magtakda ng patakarang panlabas: Nagbibigay-daan ito sa US na kumilos bilang isang solong entity sa internasyonal na relasyon.","Magbigay ng lisensya sa pagmamaneho, Magbigay ng pagtuturo at edukasyon, Magbigay ng proteksyon (pulis)
Magpataw ng buwis sa mga tao, Magdeklara ng digmaan, Gumawa ng hukbo, Gumawa ng mga kasunduan, Magtakda ng patakarang panlabas
Magbigay ng mga departamento ng pulisya at bumbero, Magbigay ng lisensya sa pagmamaneho, Magbenta ng lisensya sa pangangaso"
59,American Government,System of Government,Pangalanan ang isang kapangyarihan na para lamang sa mga estado.,"Magbigay ng pag-aaral at edukasyon, Magbigay ng proteksyon (pulis), Magbigay ng kaligtasan (kagawaran ng bumbero), Magbigay ng lisensya sa pagmamaneho, Aprubahan ang paggamit ng zoning at lupa","Sa sistemang Amerikano ng pamahalaan, ang mga kapangyarihan ay hinahati sa pagitan ng pederal (pambansa) na pamahalaan at mga pamahalaan ng estado. Ang ilang mga kapangyarihan ay eksklusibo para sa mga estado. Kabilang dito ang pagtatatag ng mga lokal na pamahalaan, pagtatayo ng mga paaralan, pagbibigay ng mga lisensya, at pagbibigay ng mga serbisyo ng pulisya at bumbero. Ang mga kapangyarihang ito ay nagpapahintulot sa mga estado na tugunan ang mga tiyak na pangangailangan ng kanilang mga residente.","Maglimbag ng pera
Magpahayag ng giyera, Lumikha ng hukbo o hukbong-dagat, Gumawa ng mga kasunduan, Makipag-giyeera, Magpiko o maglimbag ng pera
Mag-regulate ng komersyo, Magtatag ng mga post office, Magbigay ng mga patente at copyright"
60,American Government,System of Government,Ano ang layunin ng ika-10 Susog?,(Sinasabi nito na ang) mga kapangyarihang hindi ibinigay sa pederal na pamahalaan ay sa mga estado o sa mga tao.,"Ang Ika-10 Susog ay nagpapatibay sa prinsipyo ng pederalismo, na nangangahulugang ang mga kapangyarihang hindi partikular na ibinigay sa pederal na pamahalaan ng Konstitusyon, o hindi ipinagbabawal sa mga estado, ay nakareserba para sa mga estado, o para sa mga tao. Tinitiyak nito ang balanse ng kapangyarihan sa pagitan ng pederal at mga pamahalaan ng estado.","(Sinasabi nito na ang) mga kapangyarihang hindi ibinigay sa pederal na pamahalaan ay sa Presidente o sa Korte Suprema.
(Sinasabi nito na ang) mga kapangyarihang hindi ibinigay sa pederal na pamahalaan ay sa mga lungsod o sa militar.
(Sinasabi nito na ang) mga kapangyarihang hindi ibinigay sa pederal na pamahalaan ay sa UN o sa ibang mga bansa."
61,American Government,System of Government,Sino ang gobernador ng iyong estado ngayon?,Sagot,"Ang sagot sa ""Sino ang gobernador ng iyong estado ngayon?"" ay mag-iiba-iba dahil bawat isa sa 50 estado sa Estados Unidos ay may sariling gobernador. Ang mga gobernador ay ang mga punong ehekutibo ng kani-kanilang estado at responsable sa pagpapatupad ng mga batas ng estado at pangangasiwa sa sangay ehekutibo ng pamahalaan ng estado. Ang kanilang mga partikular na tungkulin at kapangyarihan ay maaaring magkaiba-iba sa bawat estado, ngunit karaniwang kasama rito ang paglagda ng mga panukalang batas, pagmumungkahi ng mga badyet, at pagmamando sa National Guard ng estado.","Sarah Chen - Mali
David Rodriguez - Mali
Emily White - Mali"
62,American Government,Rights and Responsibilities,Ano ang kabisera ng iyong estado?,Ang mga sagot ay mag-iiba-iba.,"Background: Sa Estados Unidos, ang bawat estado ay may sariling kabisera, kung saan matatagpuan ang pamahalaan ng estado. Paliwanag: Nag-iiba-iba ang sagot dahil mayroong 50 iba't ibang estado, at bawat tao ay magbibigay ng kabisera ng kanilang partikular na estado.","George Washington
Abraham Lincoln
John F. Kennedy"
63,American Government,Rights and Responsibilities,Mayroong apat na susog sa Konstitusyon ng U.S. tungkol sa kung sino ang maaaring bumoto. Ilarawan ang isa sa mga ito.,"Mga mamamayan na labingwalong (18) taong gulang pataas (makakaboto)., Hindi mo kailangang magbayad (ng buwis sa botohan) upang makaboto., Sinumang mamamayan ay maaaring bumoto. (Ang mga babae at lalaki ay maaaring bumoto.), Isang lalaking mamamayan ng anumang lahi (ay maaaring bumoto).","Ang Ika-15, Ika-19, Ika-24, at Ika-26 na Susog ay nagpalawak ng mga karapatan sa pagboto sa U.S. upang isama ang mga mamamayan anuman ang lahi, kasarian, o kakayahang magbayad ng buwis sa botohan, at ibinaba ang edad ng pagboto sa 18. Bawat susog ay unti-unting nagpalawak kung sino ang maaaring lumahok sa demokratikong proseso.","Tanging mga mamamayan na 21 taong gulang o mas matanda ang maaaring bumoto.
Kailangan mong magbayad ng buwis (sa botohan) upang makaboto.
Tanging mga lalaking mamamayan lamang ang maaaring bumoto."
64,American Government,Rights and Responsibilities,"Sino ang maaaring bumoto sa pederal na halalan, tumakbo para sa pederal na katungkulan, at maglingkod sa hurado sa Estados Unidos?","Mga Mamamayan, Mga Mamamayan ng Estados Unidos, Mga mamamayang U.S.","Paliwanag: Ang mga mamamayan lamang ng Estados Unidos ang binibigyan ng mga karapatan at responsibilidad na bumoto sa pederal na halalan, tumakbo para sa pederal na katungkulan, at maglingkod sa hurado.
Background: Ang mga karapatan at responsibilidad na ito ay mahalaga sa sistemang demokratiko ng Amerika at inilaan para sa mga mamamayan upang matiyak ang kanilang direktang paglahok at representasyon sa pamahalaan at sa sistema ng hustisya.","Mga Permanenteng Residente, Legal na Permanenteng Residente, May Hawak ng Green Card
Mga Hindi Mamamayan, Mga Dayuhang Nasyonal, May Hawak ng Visa
Mga Menor de Edad, Mga Bata, Wala pang 18 Taong Gulang"
65,American Government,Rights and Responsibilities,Ano ang tatlong karapatan ng bawat isa na naninirahan sa Estados Unidos?,"Kalayaan sa pagpapahayag, Kalayaan sa pagsasalita, Kalayaan sa pagtitipon, Kalayaan na magpetisyon sa pamahalaan, Kalayaan sa relihiyon, Karapatang magdala ng armas","Background: Ginagarantiyahan ng Konstitusyon ng Estados Unidos ang ilang pangunahing karapatan sa lahat ng indibidwal na naninirahan sa bansa. Ang mga karapatang ito ay madalas na tinutukoy bilang mga kalayaang sibil at pinoprotektahan ng batas. Paliwanag ng mga Sagot: Ito ay mga halimbawa ng mga pangunahing kalayaan na mayroon ang mga indibidwal sa U.S., na nagpapahintulot sa kanila na ipahayag ang kanilang sarili, magtipon nang mapayapa, magsagawa ng kanilang relihiyon, at humingi ng pagbabago sa pamahalaan. Ang karapatan na magdala ng armas ay isa ring karapatang protektado ng konstitusyon.","Maling Sagot:
Kalayaan sa pagmamaneho, Kalayaan sa pagtatayo, Kalayaan sa paglalakbay, Karapatang magkaroon ng sasakyan, Karapatang magkaroon ng trabaho, Karapatang manirahan kahit saan
Kalayaan sa pagboto, Kalayaan sa edukasyon, Kalayaan sa pangangalaga ng kalusugan"
66,American Government,Rights and Responsibilities,Sa ano tayo nagpapakita ng katapatan kapag sinasabi natin ang Panunumpa ng Katapatan?,"Ang Estados Unidos, Ang bandila","Background: Ang Panunumpa ng Katapatan ay isang pangako ng katapatan sa Estados Unidos.
Paliwanag: Kapag sinasabi natin ang Panunumpa ng Katapatan, ipinapakita natin ang ating katapatan sa Estados Unidos bilang isang bansa at sa bandila nito, na sumisimbolo sa bansa at sa mga halaga nito.","Ang Saligang Batas, Ang Pangulo
Ang White House, Kongreso
Ang Korte Suprema, Ang mga estado"
67,American Government,Rights and Responsibilities,Pangalanan ang dalawang pangako na ginagawa ng mga bagong mamamayan sa Panunumpa ng Katapatan.,"Ibigay ang katapatan sa ibang bansa, Ipagtanggol ang Konstitusyon (ng U.S.), Sundin ang mga batas ng Estados Unidos, Manilbihan sa militar (kung kinakailangan), Manilbihan (tumulong, gumawa ng mahahalagang gawain para) sa bansa (kung kinakailangan), Maging tapat sa Estados Unidos","Kapag ang mga bagong mamamayan ay nanunumpa ng Katapatan, gumagawa sila ng mahahalagang pangako upang ipakita ang kanilang pangako sa Estados Unidos. Kasama sa mga pangakong ito ang pagtalikod sa katapatan sa ibang mga bansa, pagtataguyod sa Konstitusyon ng U.S., pagsunod sa mga batas, at pagiging handa na maglingkod sa bansa kung kinakailangan.","Bumoto sa halalan, Huwag sundin ang Konstitusyon (ng U.S.), Balewalain ang mga batas ng Estados Unidos
Tumangging maglingkod sa militar (kung kinakailangan), Iwasan ang paglilingkod (pagtulong, paggawa ng mahahalagang gawain para) sa bansa (kung kinakailangan), Maging taksil sa Estados Unidos
Panatilihin ang katapatan sa ibang bansa, Huwag ipagtanggol ang Konstitusyon (ng U.S.), Huwag sundin ang mga batas ng Estados Unidos"
68,American Government,Rights and Responsibilities,Paano maging mamamayan ng Estados Unidos ang mga tao?,"Maging ipinanganak sa Estados Unidos, sa ilalim ng mga kondisyon na itinakda ng ika-14 na Susog, Maging naturalized, Magmula ng pagkamamamayan (sa ilalim ng mga kondisyon na itinakda ng Kongreso)","Maging ipinanganak sa Estados Unidos, sa ilalim ng mga kondisyon na itinakda ng ika-14 na Susog, Maging naturalized, Magmula ng pagkamamamayan (sa ilalim ng mga kondisyon na itinakda ng Kongreso)","Sumapi sa militar (at maglingkod sa itinakdang panahon), Magpakasal sa isang mamamayan ng Estados Unidos, Manalo sa lotto (para sa permanenteng paninirahan)
Bumili ng ari-arian sa Estados Unidos, Magkaroon ng negosyo, Magkaroon ng kamag-anak (na mamamayan)
Bumoto sa pederal na halalan, Magbayad ng buwis (sa loob ng ilang taon), Pumasok sa isang unibersidad sa Estados Unidos (at magtapos)"
69,American Government,Rights and Responsibilities,Ano ang dalawang halimbawa ng civic participation sa Estados Unidos?,"Bumoto, Tumakbo sa halalan, Sumali sa isang partidong pampulitika, Tumulong sa isang kampanya, Sumali sa isang civic group, Sumali sa isang community group, Ibigay ang iyong opinyon sa isang inihalal na opisyal (tungkol sa isang isyu), Makipag-ugnayan sa mga inihalal na opisyal, Suportahan o tutulan ang isang isyu o patakaran, Sumulat sa isang pahayagan",Ang paglahok ng mamamayan ay tumutukoy sa mga paraan kung paano nakikipag-ugnayan ang mga mamamayan sa kanilang mga komunidad at pamahalaan. Dalawang karaniwang halimbawa ay ang pagboto sa halalan at ang pagsali sa isang partidong pampulitika upang suportahan ang mga partikular na kandidato o patakaran.,"Magbayad ng buwis, Sumunod sa batas trapiko, Maglingkod sa hurado
Igalang ang paniniwala ng iba, Magboluntaryo sa komunidad, Regular na pumasok sa paaralan
Sundin ang mga batas, Regular na mag-ehersisyo, Mag-recycle ng mga basurang materyales"
70,American Government,Rights and Responsibilities,Generating formulas is not supported. Please use the Gemini side panel instead.,"Bumoto, Magbayad ng buwis, Sumunod sa batas, Maglingkod sa militar, Tumakbo para sa katungkulan, Magtrabaho para sa lokal, estado, o pederal na pamahalaan","Ang paglilingkod sa iyong bansa ay nangangahulugang aktibong pakikilahok sa mga responsibilidad ng pagkamamamayan upang matulungan ang bansa at ang mga tao nito. Kabilang dito ang mga tungkuling sibiko tulad ng pagboto at pagsunod sa mga batas, gayundin ang mas direktang paglilingkod tulad ng paglahok sa militar o pagtatrabaho para sa gobyerno.","Huwag bumoto, Huwag magbayad ng buwis, Hindi pagsunod sa batas
Huwag maglingkod sa militar, Huwag tumakbo para sa katungkulan, Huwag magtrabaho para sa gobyerno
Balewalain ang mga batas, umiwas sa buwis, Kawalang-galang sa awtoridad"
71,American Government,Rights and Responsibilities,Bakit mahalaga na magbayad ng buwis sa pederal?,"Ito ay kinakailangan ng batas, Lahat ng tao ay nagbabayad upang pondohan ang pederal na pamahalaan, Kinakailangan ng (U.S.) Konstitusyon (ika-16 na Susog), Tungkulin ng mamamayan","Ang pagbabayad ng pederal na buwis ay isang civic duty at isang legal na kinakailangan sa Estados Unidos, tulad ng ipinag-uutos ng batas at ng ika-16 na Susog ng Konstitusyon ng U.S. Ang mga buwis na ito ay nagpopondo sa pederal na pamahalaan at sa mga operasyon nito.","Hindi kinakailangan ng batas
Lahat ng tao ay nagbabayad para sa benepisyo
Hindi kinakailangan ng (U.S.) Konstitusyon (Unang Susog)"
